20200324 00:37:32 UTC
China,80881.0,81093.0,1853.543
DiamondPrincess,696.0,712.0,213.480
S.Korea,8320.0,8961.0,65.374
Qatar,442.0,501.0,38.724
Japan,878.0,1128.0,19.365
Iran,16169.0,23049.0,13.686
Palestine,41.0,59.0,13.331
Kuwait,130.0,189.0,12.966
Denmark,977.0,1450.0,12.289
Bahrain,241.0,377.0,10.844
Estonia,225.0,352.0,10.842
SanMarino,119.0,187.0,10.735
Jamaica,12.0,19.0,10.559
Slovenia,275.0,442.0,10.225
Brunei,56.0,91.0,9.994
Sweden,1191.0,2046.0,8.967
Iraq,154.0,266.0,8.878
UAE,113.0,198.0,8.651
Norway,1469.0,2621.0,8.380
Georgia,34.0,61.0,8.301
Greece,387.0,695.0,8.287
Afghanistan,22.0,40.0,8.116
FrenchGuiana,11.0,20.0,8.116
Ethiopia,6.0,11.0,8.005
Vietnam,66.0,123.0,7.794
Egypt,196.0,366.0,7.769
Kazakhstan,33.0,62.0,7.694
Albania,55.0,104.0,7.616
Singapore,266.0,509.0,7.477
Total:,197575.0,378741.0,7.456
Slovakia,97.0,186.0,7.453
Macao,13.0,25.0,7.420
Oman,33.0,66.0,7.000
Italy,31506.0,63927.0,6.857
Azerbaijan,34.0,72.0,6.467
HongKong,168.0,356.0,6.461
Lebanon,124.0,267.0,6.326
Finland,322.0,700.0,6.248
SriLanka,44.0,97.0,6.138
Belarus,36.0,81.0,5.983
Malaysia,673.0,1518.0,5.965
Venezuela,33.0,77.0,5.726
Cyprus,49.0,116.0,5.630
Iceland,247.0,588.0,5.594
Paraguay,9.0,22.0,5.428
Bolivia,11.0,27.0,5.404
Philippines,187.0,462.0,5.365
Bulgaria,81.0,201.0,5.339
Guatemala,8.0,20.0,5.295
FaeroeIslands,47.0,118.0,5.271
Taiwan,77.0,195.0,5.222
Monaco,9.0,23.0,5.171
France,7730.0,19856.0,5.143
Cambodia,33.0,87.0,5.005
Romania,217.0,576.0,4.970
Liechtenstein,19.0,51.0,4.914
Netherlands,1705.0,4749.0,4.737
Malta,38.0,107.0,4.687
Czechia,434.0,1236.0,4.636
Guyana,7.0,20.0,4.622
Senegal,27.0,79.0,4.519
Spain,11748.0,35136.0,4.429
Latvia,60.0,180.0,4.417
Belgium,1243.0,3743.0,4.401
Armenia,78.0,235.0,4.399
Germany,9367.0,29056.0,4.286
Poland,238.0,749.0,4.232
CostaRica,50.0,158.0,4.217
Jordan,40.0,127.0,4.200
Switzerland,2742.0,8795.0,4.163
Morocco,44.0,143.0,4.117
SaudiArabia,171.0,562.0,4.078
Tunisia,27.0,89.0,4.068
Bangladesh,10.0,33.0,4.064
Hungary,50.0,167.0,4.023
Austria,1332.0,4474.0,4.005
Indonesia,172.0,579.0,3.997
Peru,117.0,395.0,3.988
UK,1950.0,6650.0,3.955
Andorra,39.0,133.0,3.955
Serbia,72.0,249.0,3.910
India,143.0,499.0,3.882
Martinique,15.0,53.0,3.844
Pakistan,247.0,875.0,3.836
Moldova,30.0,109.0,3.761
Chile,201.0,746.0,3.700
Honduras,8.0,30.0,3.671
Algeria,60.0,230.0,3.611
Russia,114.0,438.0,3.605
Ireland,292.0,1125.0,3.597
Mexico,82.0,316.0,3.597
Ghana,7.0,27.0,3.594
Kenya,4.0,16.0,3.500
Thailand,177.0,721.0,3.455
Australia,452.0,1887.0,3.395
Uzbekistan,11.0,46.0,3.391
Colombia,65.0,277.0,3.347
Israel,337.0,1442.0,3.338
Canada,479.0,2091.0,3.292
NorthMacedonia,31.0,136.0,3.281
Argentina,68.0,301.0,3.262
Croatia,69.0,315.0,3.195
Portugal,448.0,2060.0,3.180
Panama,69.0,345.0,3.015
Gibraltar,3.0,15.0,3.015
BosniaandHerzegovina,27.0,136.0,3.001
Rwanda,7.0,36.0,2.963
Ukraine,14.0,73.0,2.938
Uruguay,29.0,162.0,2.820
Cameroon,10.0,56.0,2.816
Guam,5.0,29.0,2.760
ChannelIslands,6.0,36.0,2.708
FrenchPolynesia,3.0,18.0,2.708
PuertoRico,5.0,31.0,2.659
Luxembourg,140.0,875.0,2.648
IvoryCoast,4.0,25.0,2.648
Brazil,301.0,1924.0,2.616
SouthAfrica,62.0,402.0,2.596
BurkinaFaso,15.0,99.0,2.571
USA,6137.0,43718.0,2.471
Lithuania,25.0,179.0,2.465
Réunion,9.0,71.0,2.349
Cuba,5.0,40.0,2.333
NewZealand,12.0,102.0,2.267
Barbados,2.0,17.0,2.267
U.S.VirginIslands,2.0,17.0,2.267
Ecuador,111.0,981.0,2.227
TrinidadandTobago,5.0,51.0,2.089
Guadeloupe,6.0,62.0,2.078
DominicanRepublic,21.0,245.0,1.975
DRC,3.0,36.0,1.953
Tanzania,1.0,12.0,1.953
Nigeria,3.0,40.0,1.873
Montenegro,2.0,27.0,1.864
Turkey,98.0,1529.0,1.766
Togo,1.0,18.0,1.679
Mayotte,1.0,24.0,1.527
