Date,Adj Close
1992-01-02,0.2344
1992-01-03,0.23870025412974297
1992-01-06,0.2384915038281906
1992-01-07,0.23919204342926154
1992-01-08,0.2390576775570056
1992-01-09,0.23989337553796702
1992-01-10,0.2383984799122436
1992-01-13,0.23632708401308522
1992-01-14,0.2453184113824587
1992-01-15,0.24717746411108252
1992-01-16,0.24582723836784828
1992-01-17,0.24815719611682116
1992-01-20,0.2464850802471213
1992-01-21,0.2418492673851849
1992-01-22,0.24671118457065183
1992-01-23,0.24230101228966106
1992-01-24,0.2432171556308715
1992-01-27,0.2443908166436806
1992-01-28,0.24914198031231327
1992-01-29,0.2419694542570213
1992-01-30,0.2449556052709036
1992-01-31,0.24170956029458834
1992-02-03,0.2433142879625206
1992-02-04,0.24913739224453896
1992-02-05,0.2468232415841213
1992-02-06,0.24652016786827546
1992-02-07,0.24194653659000395
1992-02-10,0.2449020733732366
1992-02-11,0.24588316081523925
1992-02-12,0.24969435743255794
1992-02-13,0.245107062247658
1992-02-14,0.245001377719962
1992-02-18,0.24178601030875246
1992-02-19,0.24262579403446127
1992-02-20,0.2501818037564209
1992-02-21,0.25012077262415994
1992-02-24,0.2504562725906472
1992-02-25,0.24670219764481255
1992-02-26,0.25056425544188676
1992-02-27,0.24845796061152853
1992-02-28,0.24818437965980067
1992-03-02,0.24933884644093451
1992-03-03,0.25162265717024596
1992-03-04,0.2483036897245405
1992-03-05,0.24418629754507667
1992-03-06,0.2411881278860738
1992-03-09,0.24021487063269836
1992-03-10,0.24259077985391403
1992-03-11,0.23922710930100669
1992-03-12,0.23922710930100669
1992-03-13,0.24329795213657424
1992-03-16,0.243373139243555
1992-03-17,0.24632094386598585
1992-03-18,0.24606373650899424
1992-03-19,0.24713740301700432
1992-03-20,0.24941069740362098
1992-03-23,0.2487560659069947
1992-03-24,0.2470683323158799
1992-03-25,0.24682587082586321
1992-03-26,0.24808295301355426
1992-03-27,0.24257117197956557
1992-03-30,0.24314168774714312
1992-03-31,0.24318678813016606
1992-04-01,0.24526126783997979
1992-04-02,0.2429666448507213
1992-04-03,0.2452204400720888
1992-04-06,0.24920541774345348
1992-04-07,0.23978652534726774
1992-04-08,0.23498121496958949
1992-04-09,0.2414219041218779
1992-04-10,0.24597334741424828
1992-04-13,0.24816454581966615
1992-04-14,0.2536592736685955
1992-04-15,0.2609787949237824
1992-04-16,0.2629553098645493
1992-04-20,0.25823750946752294
1992-04-21,0.2593211425579625
1992-04-22,0.25862306274193175
1992-04-23,0.26014128402256204
1992-04-24,0.2563967757704395
1992-04-27,0.25332110322683055
1992-04-28,0.2538331549906682
1992-04-29,0.25771597575613986
1992-04-30,0.2617210649324438
1992-05-01,0.25813701901630914
1992-05-04,0.2646366769889832
1992-05-05,0.2617067711818827
1992-05-06,0.26326482785146404
1992-05-07,0.262327219367526
1992-05-08,0.2632631552430717
1992-05-11,0.26766991764089537
1992-05-12,0.26570036626678323
1992-05-13,0.266783528670878
1992-05-14,0.2631498461441231
1992-05-15,0.26068155305549184
1992-05-18,0.2642421876526877
1992-05-19,0.267686102420673
1992-05-20,0.2670243787246422
1992-05-21,0.2646482256588575
1992-05-22,0.26591716134617505
1992-05-26,0.26236823390537395
1992-05-27,0.26333528120510286
1992-05-28,0.26771065984703524
1992-05-29,0.26747433333967296
1992-06-01,0.27004128839813596
1992-06-02,0.2673355187152357
1992-06-03,0.2690515641574904
1992-06-04,0.2678985911280609
1992-06-05,0.2677409898132533
1992-06-08,0.26859180958883516
1992-06-09,0.2631948517534292
1992-06-10,0.25902422954259263
1992-06-11,0.26031037083492986
1992-06-12,0.2607608405675789
1992-06-15,0.26083857752445916
1992-06-16,0.25688896675248024
1992-06-17,0.25045421236282905
1992-06-18,0.24836697443521594
1992-06-19,0.2500813375995873
1992-06-22,0.24938106514926606
1992-06-23,0.25011079038195977
1992-06-24,0.25088722595276164
1992-06-25,0.24986560004430888
1992-06-26,0.2496221107866911
1992-06-29,0.2553197075087889
1992-06-30,0.25511050457981166
1992-07-01,0.26058403712534517
1992-07-02,0.2568859287643294
1992-07-06,0.25825893398666094
1992-07-07,0.25145287669055616
1992-07-08,0.2511629180131793
1992-07-09,0.25586083804714216
1992-07-10,0.25686146702848905
1992-07-13,0.2578948899772472
1992-07-14,0.2611559359253686
1992-07-15,0.259134123594645
1992-07-16,0.2616438524981616
1992-07-17,0.2569738647858114
1992-07-20,0.25256188410832947
1992-07-21,0.25338768459875544
1992-07-22,0.24866982011669522
1992-07-23,0.2505513684407204
1992-07-24,0.24989642429588843
1992-07-27,0.24936403393886655
1992-07-28,0.25725022617693605
1992-07-29,0.2642097937829578
1992-07-30,0.2661957381062649
1992-07-31,0.26649398446404726
1992-08-03,0.26674523753246826
1992-08-04,0.2650012114102096
1992-08-05,0.2619943797190742
1992-08-06,0.25817941902439057
1992-08-07,0.25688100264670005
