Country,Deaths/Mil.,2020/06/01 06:21:48 UTC
San Marino,1238.030
Belgium,817.119
Andorra,660.130
Spain,580.206
UK,567.189
Italy,552.574
France,441.297
Sweden,435.379
Sint Maarten,350.260
Netherlands,347.675
Ireland,334.895
USA,320.983
Isle of Man,282.357
Channel Islands,258.991
Switzerland,221.974
Montserrat,200.364
Canada,193.390
Ecuador,190.583
Luxembourg,175.978
Bermuda,144.450
Portugal,138.267
Brazil,138.104
Peru,136.816
Germany,102.748
Monaco,101.980
Denmark,99.118
Iran,92.916
Panama,77.992
Saint Martin,77.707
Mayotte,77.152
Mexico,77.106
Austria,74.222
Moldova,73.115
Romania,65.742
North Macedonia,63.811
Finland,57.758
Chile,55.180
Sao Tome and Principe,54.857
Hungary,54.418
Turkey,53.890
Slovenia,51.984
Estonia,51.264
Kuwait,49.709
Total:,47.977
World,47.971
Bosnia and Herzegovina,46.631
Dominican Republic,46.323
Armenia,44.217
Norway,43.565
Martinique,37.310
Guadeloupe,35.000
British Virgin Islands,33.125
Russia,32.158
Israel,30.989
Antigua and Barbuda,30.692
Czechia,29.901
Iceland,29.319
Aruba,28.099
Poland,28.092
Bahamas,28.039
Serbia,27.809
Bolivia,26.841
UAE,26.723
Liechtenstein,26.232
Turks and Caicos,25.833
Lithuania,25.701
Croatia,25.085
Belarus,24.866
Barbados,24.348
Djibouti,24.322
Honduras,21.436
Malta,20.388
Bulgaria,20.119
Colombia,18.471
Greece,16.798
Ukraine,16.181
Guyana,15.294
Cayman Islands,15.234
Algeria,14.945
Saudi Arabia,14.466
Montenegro,14.333
Cyprus,14.083
Qatar,13.210
Latvia,12.720
Argentina,11.931
South Africa,11.536
Albania,11.464
Bahrain,11.204
Oman,9.618
Egypt,9.404
Maldives,9.264
Philippines,8.731
Equatorial Guinea,8.582
Mauritius,7.851
Gabon,7.652
Cuba,7.346
Cameroon,7.214
Cabo Verde,7.200
El Salvador,7.091
Japan,7.032
Pakistan,7.006
Afghanistan,6.609
Sudan,6.544
Uruguay,6.335
Azerbaijan,6.215
Curaçao,6.105
Guatemala,6.029
Indonesia,5.910
Sierra Leone,5.770
Trinidad and Tobago,5.744
Morocco,5.567
Liberia,5.344
Nicaragua,5.303
S. Korea,5.277
Slovakia,5.136
Iraq,5.094
Belize,5.000
Mauritania,4.947
Tajikistan,4.939
Somalia,4.934
Brunei ,4.582
New Zealand,4.403
Guinea-Bissau,4.076
Tunisia,4.056
Australia,4.047
Lebanon,3.961
Bangladesh,3.956
Singapore,3.934
Chad,3.927
India,3.912
Haiti,3.853
Mali,3.835
Congo,3.633
Malaysia,3.559
French Guiana,3.357
China,3.238
Jamaica,3.041
Georgia,3.008
Yemen,2.724
Niger,2.672
Burkina Faso,2.566
Senegal,2.512
Kyrgyzstan,2.457
Comoros,2.302
Kazakhstan,2.186
Costa Rica,1.960
Guinea,1.756
Eswatini,1.726
Suriname,1.696
Western Sahara,1.667
Togo,1.588
Paraguay,1.540
Nigeria,1.384
Ivory Coast,1.258
Kenya,1.207
Ghana,1.160
Réunion,1.117
South Sudan,0.895
Jordan,0.877
Thailand,0.814
DRC,0.797
Libya,0.737
Palestine,0.589
Hong Kong,0.535
Sri Lanka,0.512
Venezuela,0.491
Uzbekistan,0.451
Botswana,0.429
CAR,0.415
Gambia,0.400
Zambia,0.384
Tanzania,0.371
Taiwan,0.300
Syria,0.287
Nepal,0.275
Zimbabwe,0.270
Benin,0.246
Madagascar,0.218
Malawi,0.211
Angola,0.140
Myanmar,0.105
Ethiopia,0.094
Burundi,0.079
Rwanda,0.078
Mozambique,0.063
