Country,Deaths/Mil.,2020/11/05 21:31:11 UTC
World,2276.492
Total:,2276.492
"
North America
",663.851
Total:,663.851
"
Europe
",631.773
Total:,631.773
"
South America
",545.520
Total:,545.520
USA,439.521
"
Asia
",401.807
Total:,401.807
Iran,309.010
Mexico,280.386
Brazil,239.708
India,132.951
Argentina,129.872
Italy,116.501
France,103.116
Spain,78.950
Turkey,70.520
Colombia,68.644
"
Africa
",58.043
Total:,58.043
UK,49.607
Germany,47.951
Russia,39.624
Peru,39.432
Belgium,37.187
Philippines,28.193
Romania,27.621
Ecuador,25.048
Poland,23.678
Chile,20.215
Moldova,18.199
Pakistan,16.822
Morocco,14.723
South Africa,14.669
Czechia,12.904
Netherlands,12.375
Saudi Arabia,11.987
Canada,9.681
Iraq,9.404
Hungary,8.550
Tunisia,6.395
Portugal,5.434
Bulgaria,5.425
Ethiopia,5.303
Switzerland,5.087
Bolivia,4.377
Austria,3.894
Sweden,3.810
Jordan,3.602
Kazakhstan,3.593
Afghanistan,3.446
Ukraine,3.258
Japan,3.162
Dominican Republic,2.842
Israel,2.748
Paraguay,2.696
Greece,2.636
Egypt,2.391
Costa Rica,2.235
Panama,2.199
Uzbekistan,2.188
Lebanon,2.022
Slovenia,1.845
Oman,1.591
Croatia,1.402
El Salvador,1.204
Cameroon,1.184
Ireland,1.147
Kenya,1.115
Venezuela,1.019
Algeria,0.969
Slovakia,0.899
S. Korea,0.896
Angola,0.889
Serbia,0.881
North Macedonia,0.745
Kuwait,0.709
Honduras,0.661
"
Oceania
",0.644
Total:,0.644
Malaysia,0.593
Lithuania,0.555
Channel Islands,0.530
Niger,0.507
China,0.484
Kyrgyzstan,0.457
Montenegro,0.427
Guyana,0.391
Denmark,0.340
Albania,0.335
Andorra,0.327
Guadeloupe,0.320
Finland,0.316
Luxembourg,0.301
Tanzania,0.289
Trinidad and Tobago,0.269
Eswatini,0.255
Cabo Verde,0.244
Madagascar,0.228
Nigeria,0.182
Norway,0.173
Guatemala,0.171
Hong Kong,0.158
Malta,0.155
Bahamas,0.153
Sint Maarten,0.152
Guinea,0.142
Jamaica,0.139
Martinique,0.125
Latvia,0.124
Malawi,0.124
Liberia,0.114
Cuba,0.108
Suriname,0.107
French Polynesia,0.105
Uruguay,0.094
Guinea-Bissau,0.087
Ghana,0.086
"

",0.083
Senegal,0.083
Total:,0.083
San Marino,0.081
Saint Martin,0.079
Bahrain,0.075
Diamond Princess,0.073
Qatar,0.069
Mauritania,0.064
Liechtenstein,0.061
Mayotte,0.059
Réunion,0.052
Namibia,0.041
Maldives,0.038
Cyprus,0.035
Aruba,0.034
Australia,0.033
Equatorial Guinea,0.033
Belize,0.033
Monaco,0.028
Estonia,0.027
CAR,0.025
Gabon,0.018
Thailand,0.015
Iceland,0.014
French Guiana,0.013
Curaçao,0.010
Turks and Caicos,0.009
Botswana,0.004
Cayman Islands,0.004
