Country,Deaths/Mil.,2020/05/12 00:19:14 UTC
San Marino,1208.325
Belgium,751.308
Andorra,621.266
Spain,571.996
Italy,508.462
UK,472.364
France,408.153
Sint Maarten,349.934
Sweden,322.426
Netherlands,318.398
Ireland,297.078
Isle of Man,270.494
USA,247.126
Channel Islands,235.788
Switzerland,213.175
Montserrat,200.364
Luxembourg,161.345
Canada,132.279
Bermuda,128.471
Ecuador,121.610
Portugal,112.214
Monaco,101.917
Denmark,92.019
Germany,91.448
Iran,79.582
Saint Martin,77.615
Austria,68.824
Peru,59.467
Panama,56.552
Brazil,54.708
Romania,51.028
Slovenia,49.044
Finland,48.910
Estonia,45.969
Turkey,45.535
North Macedonia,43.695
Hungary,43.587
Moldova,43.373
Norway,41.318
Mayotte,40.323
Martinique,37.283
World,36.868
Total:,36.835
Dominican Republic,36.218
Bosnia and Herzegovina,34.465
British Virgin Islands,33.143
Guadeloupe,32.500
Antigua and Barbuda,30.600
Israel,29.808
Iceland,29.306
Aruba,28.099
Bahamas,27.914
Mexico,26.911
Czechia,26.317
Liechtenstein,26.232
Turks and Caicos,25.833
Serbia,24.958
Barbados,24.333
Sao Tome and Principe,22.812
Croatia,22.170
Poland,21.410
UAE,20.326
Lithuania,18.350
Chile,16.900
Armenia,15.528
Kuwait,15.218
Cayman Islands,15.214
Greece,14.513
Montenegro,14.333
Belarus,14.287
Russia,13.769
Bulgaria,13.366
Cyprus,13.248
Guyana,12.752
Algeria,11.533
Malta,11.322
Honduras,10.899
Albania,10.772
Bolivia,10.110
Latvia,9.552
Colombia,9.404
Ukraine,9.334
Mauritius,7.861
Saudi Arabia,7.324
Argentina,6.952
Cuba,6.780
Philippines,6.614
Curaçao,6.125
Trinidad and Tobago,5.724
Maldives,5.548
Uruguay,5.478
Egypt,5.195
Morocco,5.088
Belize,5.000
S. Korea,4.998
Japan,4.993
Qatar,4.859
Slovakia,4.765
Bahrain,4.701
Cameroon,4.695
New Zealand,4.349
Gabon,4.040
Liberia,3.981
Lebanon,3.814
Australia,3.797
Tunisia,3.794
Indonesia,3.612
Cabo Verde,3.600
Singapore,3.590
South Africa,3.481
Malaysia,3.371
French Guiana,3.347
Oman,3.331
Somalia,3.295
China,3.241
Azerbaijan,3.152
Afghanistan,3.124
Jamaica,3.048
Djibouti,3.037
Pakistan,3.018
Equatorial Guinea,2.852
El Salvador,2.781
Georgia,2.759
Iraq,2.732
Burkina Faso,2.368
Sierra Leone,2.361
Brunei ,2.284
Tajikistan,2.192
Congo,1.982
Chad,1.925
Mali,1.917
Niger,1.880
Kyrgyzstan,1.843
Eswatini,1.726
Kazakhstan,1.702
Suriname,1.700
Sudan,1.697
India,1.653
Guinea-Bissau,1.526
Guatemala,1.458
Bangladesh,1.447
Paraguay,1.409
Costa Rica,1.372
Togo,1.337
Haiti,1.319
Comoros,1.182
Senegal,1.138
Jordan,0.881
Guinea,0.836
Ivory Coast,0.801
Thailand,0.799
Nigeria,0.743
Ghana,0.707
Nicaragua,0.625
Kenya,0.613
Hong Kong,0.534
DRC,0.440
Libya,0.422
Sri Lanka,0.417
Botswana,0.417
Gambia,0.409
Palestine,0.395
Zambia,0.393
Tanzania,0.371
Venezuela,0.355
Yemen,0.321
Uzbekistan,0.298
Taiwan,0.286
Mauritania,0.250
Zimbabwe,0.222
Syria,0.191
Benin,0.163
Malawi,0.158
Myanmar,0.100
Burundi,0.067
Angola,0.044
Ethiopia,0.040
