Country,Deaths/Mil.,2020/03/20 04:05:47 UTC
San Marino,412.611
Italy,56.342
Spain,17.790
Cayman Islands,15.333
Iran,15.277
Luxembourg,6.388
Curaçao,6.000
France,5.684
Switzerland,4.970
Netherlands,4.449
Martinique,2.652
China,2.246
UK,2.114
S. Korea,1.836
Belgium,1.813
Norway,1.291
Total:,1.288
Guyana,1.200
Sweden,1.085
Denmark,1.037
Albania,0.688
Austria,0.666
USA,0.651
Ireland,0.609
Bahrain,0.586
Lebanon,0.586
Greece,0.582
Hong Kong,0.538
Germany,0.526
Slovenia,0.480
Bulgaria,0.421
Portugal,0.392
Iraq,0.339
Jamaica,0.333
Canada,0.316
Australia,0.278
Japan,0.245
Croatia,0.245
Moldova,0.245
Panama,0.234
Algeria,0.200
Costa Rica,0.195
Dominican Republic,0.176
Ecuador,0.173
Philippines,0.157
Kazakhstan,0.136
Poland,0.127
Hungary,0.110
Azerbaijan,0.091
Peru,0.090
Egypt,0.082
Indonesia,0.081
Tunisia,0.077
Argentina,0.070
Ukraine,0.069
Morocco,0.063
Malaysia,0.062
Cuba,0.062
Burkina Faso,0.061
Guatemala,0.056
Taiwan,0.046
Turkey,0.045
Brazil,0.032
Sudan,0.025
Thailand,0.015
Pakistan,0.009
Mexico,0.006
Bangladesh,0.006
Russia,0.005
India,0.002
