Country,Deaths/Mil.,2020/03/15 20:23:05 UTC
 Italy ,29.920
 Iran ,8.618
 Spain ,6.244
 China ,2.224
 France ,1.946
 Switzerland ,1.618
 S. Korea ,1.463
 Netherlands ,1.167
Total:,0.834
 Norway ,0.553
 Hong Kong ,0.534
 UK ,0.516
 Slovenia ,0.481
 Lebanon ,0.439
 Ireland ,0.405
 Greece ,0.384
 Albania ,0.348
 Belgium ,0.345
 Denmark ,0.345
 Sweden ,0.297
 Bulgaria ,0.286
 Iraq ,0.250
 Panama ,0.233
 Australia ,0.197
 USA ,0.191
 Japan ,0.189
 Germany ,0.131
 Ecuador ,0.114
 Austria ,0.111
 Hungary ,0.103
 Philippines ,0.102
 Azerbaijan ,0.100
 Algeria ,0.092
 Poland ,0.078
 Argentina ,0.044
 Taiwan ,0.042
 Ukraine ,0.033
 Morocco ,0.029
 Canada ,0.026
 Egypt ,0.019
 Indonesia ,0.017
 Thailand ,0.014
 India ,0.002
