Country,Deaths/Mil.,2020/03/19 06:27:08 UTC
San Marino,412.600
Italy,49.282
Cayman Islands,15.000
Spain,13.651
Iran,13.533
Curaçao,6.000
France,4.046
Switzerland,3.814
Netherlands,3.393
Luxembourg,3.192
Martinique,2.652
China,2.245
S. Korea,1.774
UK,1.545
Guyana,1.250
Belgium,1.206
Total:,1.149
Norway,1.105
Sweden,0.992
Albania,0.712
Denmark,0.689
Bahrain,0.586
Lebanon,0.571
Hong Kong,0.539
Slovenia,0.483
Greece,0.478
USA,0.475
Bulgaria,0.447
Austria,0.445
Ireland,0.404
Germany,0.334
Jamaica,0.333
Iraq,0.293
Japan,0.268
Moldova,0.250
Australia,0.236
Canada,0.235
Panama,0.229
Costa Rica,0.203
Portugal,0.196
Algeria,0.187
Ecuador,0.179
Dominican Republic,0.176
Philippines,0.168
Poland,0.139
Hungary,0.103
Cuba,0.090
Azerbaijan,0.088
Indonesia,0.067
Argentina,0.062
Malaysia,0.061
Egypt,0.057
Ukraine,0.050
Guatemala,0.050
Taiwan,0.040
Morocco,0.037
Burkina Faso,0.037
Sudan,0.025
Turkey,0.021
Brazil,0.015
Thailand,0.014
Pakistan,0.007
Bangladesh,0.006
India,0.002
