Country,Deaths/Mil.,2020/03/30 19:24:08 UTC
San Marino,736.739
Italy,191.742
Spain,156.975
Andorra,77.659
Netherlands,50.443
France,46.361
Belgium,44.277
Switzerland,40.210
Luxembourg,35.147
Iran,32.822
Saint Martin,25.867
Monaco,25.490
UK,20.731
Cayman Islands,15.250
Sweden,14.462
Portugal,13.720
Denmark,13.296
Austria,11.996
Channel Islands,11.504
Ireland,10.930
Guadeloupe,10.000
USA,8.678
Germany,6.684
Curaçao,6.091
Norway,5.903
Iceland,5.860
Cyprus,5.783
Panama,5.557
Slovenia,5.296
Total:,4.738
Greece,4.116
Dominican Republic,3.869
Albania,3.798
Ecuador,3.394
North Macedonia,3.365
S. Korea,3.075
Bosnia and Herzegovina,2.740
Romania,2.691
Martinique,2.667
Lithuania,2.566
Mauritius,2.367
Bahrain,2.353
Finland,2.346
China,2.312
Brunei ,2.283
Estonia,2.262
Trinidad and Tobago,2.159
Czechia,2.150
Turkey,1.986
Israel,1.847
Serbia,1.834
Cabo Verde,1.833
Canada,1.772
Lebanon,1.603
Montenegro,1.593
Hungary,1.544
Croatia,1.458
Guyana,1.250
Iraq,1.168
Bulgaria,1.159
Malaysia,1.141
Armenia,1.015
Morocco,0.865
Poland,0.815
Algeria,0.779
Philippines,0.706
Australia,0.704
Brazil,0.677
Tunisia,0.667
Burkina Faso,0.585
Peru,0.549
Hong Kong,0.536
Singapore,0.512
UAE,0.507
Argentina,0.505
Gambia,0.500
Moldova,0.497
Jordan,0.485
Japan,0.434
Indonesia,0.431
Gabon,0.429
Paraguay,0.422
Chile,0.418
Azerbaijan,0.396
Costa Rica,0.395
Egypt,0.375
Cuba,0.353
Qatar,0.348
Jamaica,0.333
Bolivia,0.330
Honduras,0.302
Uruguay,0.287
Ukraine,0.252
Colombia,0.241
Saudi Arabia,0.231
Cameroon,0.216
Taiwan,0.212
New Zealand,0.207
Palestine,0.198
Ghana,0.164
Mexico,0.161
Nicaragua,0.150
Togo,0.133
Thailand,0.130
Niger,0.123
Venezuela,0.116
Pakistan,0.099
Sri Lanka,0.098
Afghanistan,0.094
DRC,0.089
Mali,0.080
Zimbabwe,0.071
Russia,0.064
Angola,0.057
Guatemala,0.056
Syria,0.056
Uzbekistan,0.054
Kazakhstan,0.053
South Africa,0.050
Ivory Coast,0.036
Sudan,0.033
Bangladesh,0.031
India,0.022
Kenya,0.018
Nigeria,0.009
