,date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
31,2020-2-22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
32,2020-2-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
33,2020-2-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
34,2020-2-25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
35,2020-2-26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
36,2020-2-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
37,2020-2-28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
38,2020-2-29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
39,2020-3-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
40,2020-3-2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
41,2020-3-3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
42,2020-3-4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
43,2020-3-5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
44,2020-3-6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
45,2020-3-7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
46,2020-3-8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
47,2020-3-9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
48,2020-3-10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
49,2020-3-11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
50,2020-3-12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
51,2020-3-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
52,2020-3-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
53,2020-3-15,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
54,2020-3-16,1,0,0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,,,,0.0
55,2020-3-17,1,0,0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,,,,0.0
56,2020-3-18,4,0,0,0.42857142857142855,3.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,,,,0.0
57,2020-3-19,6,0,0,1.0,2.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,,,,0.0
58,2020-3-20,6,0,0,1.8571428571428572,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,,,,0.0
59,2020-3-21,6,0,0,2.7142857142857144,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,,,,0.0
60,2020-3-22,6,0,0,3.5714285714285716,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,,,,0.0
61,2020-3-23,9,0,0,4.285714285714286,3.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,1.5073679532568756,25.000000000000007,0.96,0.0
62,2020-3-24,9,0,0,5.428571428571428,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.7917061736687083,15.0,0.9333333333333333,0.0
63,2020-3-25,9,0,0,6.571428571428571,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.9110201641804332,12.666666666666666,0.9210526315789473,0.0
64,2020-3-26,12,0,0,7.285714285714285,3.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,2.577123139870907,6.571428571428571,0.8478260869565217,0.0
65,2020-3-27,12,0,0,8.142857142857142,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,3.549721618357001,3.923076923076923,0.7450980392156863,0.0
66,2020-3-28,12,0,0,9.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,4.4165082750002025,2.9999999999999996,0.6666666666666666,0.0
67,2020-3-29,12,0,0,9.857142857142856,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,5.2496440725890405,2.5199999999999996,0.6031746031746031,0.0
68,2020-3-30,12,0,0,10.714285714285714,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,5.825401751899964,2.3,0.5652173913043478,0.0
69,2020-3-31,12,0,1,11.142857142857142,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,7.136367584665102,1.973684210526316,0.4933333333333334,0.0
70,2020-4-1,15,0,1,11.57142857142857,3.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,9.188277834286044,1.6956521739130435,0.41025641025641024,0.0
71,2020-4-2,15,0,1,12.428571428571427,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,10.488075149070808,1.588235294117647,0.37037037037037035,0.0
72,2020-4-3,16,0,1,12.857142857142856,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,11.474403818952492,1.526315789473684,0.34482758620689646,0.0
73,2020-4-4,16,0,1,13.428571428571427,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,13.603507469123128,1.4285714285714284,0.29999999999999993,0.0
74,2020-4-5,16,0,1,13.999999999999996,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,15.692801487950238,1.3623188405797102,0.26595744680851063,0.0
75,2020-4-6,16,0,3,14.57142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,18.139830193944643,1.3066666666666664,0.23469387755102022,0.0
76,2020-4-7,16,0,3,15.142857142857139,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,18.086774618952347,1.3076923076923075,0.23529411764705876,0.0
77,2020-4-8,18,0,3,15.714285714285712,2.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,18.037961843582632,1.3086419753086418,0.23584905660377353,0.0
78,2020-4-9,18,0,3,16.14285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,20.68458789614872,1.264367816091954,0.2090909090909091,0.0
79,2020-4-10,18,0,3,16.57142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,21.320281839070347,1.2555555555555553,0.20353982300884943,0.0
80,2020-4-11,18,0,3,16.857142857142854,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,23.072449801769924,1.2340425531914894,0.18965517241379315,0.0
81,2020-4-12,21,0,3,17.14285714285714,3.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,26.125914455270618,1.2040816326530612,0.16949152542372892,0.0
82,2020-4-13,21,0,4,17.857142857142854,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,29.855169972591113,1.176470588235294,0.1499999999999999,0.0
83,2020-4-14,41,0,4,18.57142857142857,20.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,29.428602058118148,1.179245283018868,0.15200000000000014,0.0
84,2020-4-15,51,0,4,22.142857142857142,10.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,29.044667023274776,1.1818181818181819,0.15384615384615385,0.0
85,2020-4-16,51,0,4,26.857142857142854,0.0,4.7142857142857135,0.0,0.0,0.0,0.0,0.0,15.352714035490342,1.371681415929204,0.270967741935484,0.0
86,2020-4-17,79,0,4,31.57142857142857,28.0,4.7142857142857135,0.0,0.0,0.0,0.0,0.0,10.048695164977529,1.6206896551724137,0.3829787234042553,0.0
87,2020-4-18,79,0,4,40.28571428571428,0.0,8.714285714285714,0.0,0.0,0.0,0.0,0.0,7.732589298919587,1.8728813559322035,0.4660633484162896,0.0
88,2020-4-19,79,0,4,48.99999999999999,0.0,8.714285714285714,0.0,0.0,0.0,0.0,0.0,5.678772493923874,2.35,0.574468085106383,0.0
89,2020-4-20,79,0,7,57.28571428571428,0.0,8.285714285714285,0.0,0.0,0.0,0.0,0.0,4.806766339914338,2.744,0.6355685131195336,0.0
90,2020-4-21,83,0,7,65.57142857142857,4.0,8.285714285714285,0.0,0.0,0.0,0.0,0.0,4.307452115079702,3.0846153846153843,0.6758104738154613,0.0
91,2020-4-22,84,1,7,71.57142857142857,1.0,6.0,0.0,1.0,0.0,0.0,0.7138140871210094,4.469342404273355,2.9612903225806453,0.6623093681917211,0.0
92,2020-4-23,84,1,7,76.28571428571428,0.0,4.714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.7138140871210094,0.7138140871210094,4.950222186824925,2.664893617021277,0.6247504990019961,0.0018726591760299626
93,2020-4-24,214,1,7,81.0,130.0,4.714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.7138140871210094,0.7138140871210094,5.499714370268902,2.416289592760181,0.5861423220973783,0.003527336860670194
94,2020-4-25,258,1,7,100.28571428571428,44.0,19.285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.7138140871210094,0.7138140871210094,6.9468319179687725,2.0106382978723407,0.5026455026455028,0.004273504273504274
95,2020-4-26,258,1,8,125.85714285714286,0.0,25.57142857142857,0.5714285714285714,0.0,0.14285714285714285,0.7138140871210094,0.7138140871210094,6.774658241000449,2.0466472303207,0.5113960113960114,0.004540295119182747
96,2020-4-27,258,1,9,151.42857142857142,0.0,25.57142857142857,0.7142857142857142,0.0,0.14285714285714285,0.7138140871210094,0.7138140871210094,6.1644691873335695,2.1970074812967586,0.5448354143019297,0.0047169811320754715
97,2020-4-28,315,1,9,177.0,57.0,25.57142857142857,0.857142857142857,0.0,0.14285714285714285,0.7138140871210094,0.7138140871210094,5.797110061948146,2.309368191721133,0.5669811320754716,0.004842615012106537
98,2020-4-29,315,1,9,210.14285714285714,0.0,33.14285714285714,0.9999999999999998,0.0,0.14285714285714285,0.0,0.7138140871210094,5.358672489061795,2.473053892215569,0.5956416464891041,0.004758667573079536
99,2020-4-30,315,1,9,243.14285714285714,0.0,33.0,0.9999999999999998,0.0,0.0,0.0,0.7138140871210094,4.788336380132636,2.7546816479400755,0.6369816451393611,0.004112808460634547
100,2020-5-1,315,1,9,276.1428571428571,0.0,33.0,0.9999999999999998,0.0,0.0,0.0,0.7138140871210094,4.414146870504593,3.001763668430335,0.6668625146886016,0.0036213140196585613
101,2020-5-2,315,1,9,290.57142857142856,0.0,14.428571428571427,0.9999999999999998,0.0,0.0,0.0,0.7138140871210094,4.790259507427559,2.7535612535612533,0.6368339368856699,0.003441494591937069
102,2020-5-3,315,1,9,298.7142857142857,0.0,8.142857142857142,0.9999999999999998,0.0,0.0,0.0,0.7138140871210094,5.798994803371503,2.308740068104427,0.5668633235004916,0.003347680535628885
103,2020-5-4,315,3,13,306.8571428571429,0.0,8.142857142857142,0.9999999999999998,2.0,0.0,0.0,2.141442261363028,7.141918511559807,1.9726415094339624,0.4930655188904831,0.003258845437616386
104,2020-5-5,315,3,13,315.0,0.0,8.142857142857142,1.2857142857142856,0.0,0.2857142857142857,1.4276281742420187,2.141442261363028,8.818144350579706,1.7336561743341408,0.42318435754189954,0.004081632653061224
105,2020-5-6,439,4,13,315.0,124.0,0.0,1.5714285714285714,1.0,0.2857142857142857,1.4276281742420187,2.8552563484840374,11.986682948877737,1.4989802855200545,0.3328798185941043,0.004988662131519274
106,2020-5-7,439,4,13,332.7142857142857,0.0,17.71428571428571,2.0,0.0,0.42857142857142855,2.141442261363028,2.8552563484840374,18.73924407082796,1.2955346650998825,0.2281179138321996,0.0060111635895234005
107,2020-5-8,439,4,13,350.42857142857144,0.0,17.71428571428571,2.4285714285714284,0.0,0.42857142857142855,2.141442261363028,2.8552563484840374,26.03498338573673,1.2048629073978274,0.17003005581794772,0.006930289441500203
108,2020-5-9,439,4,13,368.14285714285717,0.0,17.71428571428571,2.8571428571428568,0.0,0.42857142857142855,2.141442261363028,2.8552563484840374,25.90409408014881,1.2059980334316618,0.17081125152874044,0.007760962359332556
109,2020-5-10,439,4,13,385.8571428571429,0.0,17.71428571428571,3.2857142857142856,0.0,0.42857142857142855,2.141442261363028,2.8552563484840374,23.217287505161966,1.2324246771879483,0.18859138533178121,0.00851536467974824
110,2020-5-11,439,4,13,403.5714285714286,0.0,17.71428571428571,3.7142857142857135,0.0,0.42857142857142855,0.7138140871210094,2.8552563484840374,21.180052909681752,1.2574487895716946,0.2047389855609033,0.009203539823008847
111,2020-5-12,439,4,13,421.2857142857143,0.0,17.71428571428571,3.8571428571428568,0.0,0.14285714285714285,0.7138140871210094,2.8552563484840374,19.581941672693745,1.2811791383219957,0.21946902654867262,0.009155645981688706
112,2020-5-13,522,6,13,439.0,83.0,17.71428571428571,3.999999999999999,2.0,0.14285714285714285,0.0,4.282884522726056,16.68863341350017,1.3374149659863945,0.2522889114954222,0.00911161731207289
113,2020-5-14,583,7,13,450.85714285714283,61.0,11.857142857142856,4.285714285714285,1.0,0.2857142857142857,1.4276281742420187,4.996698609847066,17.50275110945693,1.3194504079003864,0.24210868857793688,0.00950570342205323
114,2020-5-15,594,7,22,471.4285714285714,11.0,20.57142857142857,4.7142857142857135,0.0,0.42857142857142855,2.141442261363028,4.996698609847066,19.254574472851974,1.2865878516102731,0.2227503168567807,0.009999999999999998
115,2020-5-16,594,7,22,493.5714285714285,0.0,22.142857142857142,5.142857142857142,0.0,0.42857142857142855,2.141442261363028,4.996698609847066,19.620292005141927,1.2805587892898718,0.219090909090909,0.010419681620839364
116,2020-5-17,594,7,22,515.7142857142857,0.0,22.142857142857142,5.571428571428571,0.0,0.42857142857142855,2.141442261363028,4.996698609847066,19.707647146770658,1.2791558681969637,0.21823444283646876,0.010803324099722992
117,2020-5-18,719,7,22,537.8571428571428,125.0,22.142857142857142,6.0,0.0,0.42857142857142855,2.141442261363028,4.996698609847066,19.78809944328322,1.27787610619469,0.21745152354570618,0.011155378486055778
118,2020-5-19,825,7,22,577.8571428571428,106.0,40.0,6.428571428571429,0.0,0.42857142857142855,2.141442261363028,4.996698609847066,19.86243603130054,1.2767039674465919,0.21673306772908352,0.01112484548825711
119,2020-5-20,890,7,22,632.9999999999999,65.0,55.14285714285714,6.857142857142858,0.0,0.42857142857142855,0.7138140871210094,4.996698609847066,17.654835746435136,1.3163032866905302,0.2402966625463534,0.010832769126607992
120,2020-5-21,903,10,22,685.5714285714284,13.0,52.57142857142857,7.0,3.0,0.14285714285714285,0.0,7.138140871210093,14.299280466219663,1.4039923954372624,0.28774542992552465,0.010210460512606795
121,2020-5-22,960,11,165,731.2857142857142,57.0,45.71428571428571,7.428571428571429,1.0,0.42857142857142855,2.141442261363028,7.851954958331103,12.956537753914985,1.4542424242424241,0.3123567409877057,0.010158234030084002
122,2020-5-23,960,11,165,783.5714285714284,0.0,52.28571428571428,8.0,0.0,0.5714285714285714,2.8552563484840374,7.851954958331103,12.34184159823922,1.4816208393632417,0.3250634889626881,0.010209662716499547
123,2020-5-24,960,11,165,835.8571428571428,0.0,52.28571428571428,8.571428571428571,0.0,0.5714285714285714,2.8552563484840374,7.851954958331103,11.599144498824254,1.5193905817174513,0.3418413855970829,0.01025465732353444
124,2020-5-25,1043,12,165,888.142857142857,83.0,52.28571428571428,9.142857142857142,1.0,0.5714285714285714,2.8552563484840374,8.565769045452113,11.005712144059126,1.554050464807437,0.356520252948214,0.010294354190123855
125,2020-5-26,1043,12,165,934.4285714285713,0.0,46.285714285714285,9.857142857142856,0.0,0.7142857142857142,3.5690704356050467,8.565769045452113,11.288886411791351,1.5369592088998763,0.34936464532732825,0.010548845742241247
126,2020-5-27,1043,12,165,965.5714285714284,0.0,31.14285714285714,10.57142857142857,0.0,0.7142857142857142,3.5690704356050467,8.565769045452113,12.458200787359324,1.4761904761904763,0.32258064516129037,0.010948365142772599
127,2020-5-28,1043,12,165,987.4285714285713,0.0,21.857142857142854,11.285714285714285,0.0,0.7142857142857142,1.4276281742420187,8.565769045452113,14.167860779366576,1.4084184205042718,0.2899837254031662,0.011429398148148149
128,2020-5-29,1306,12,200,1007.4285714285714,263.0,20.0,11.57142857142857,0.0,0.2857142857142857,0.7138140871210094,8.565769045452113,16.157281023802547,1.3502637233834733,0.25940393518518523,0.011486103233125352
129,2020-5-30,1306,12,200,1056.8571428571427,0.0,49.42857142857142,11.714285714285712,0.0,0.14285714285714285,0.7138140871210094,8.565769045452113,19.308168782070457,1.2856882406563357,0.22220646625070917,0.011084076777507433
130,2020-5-31,1306,12,200,1106.2857142857142,0.0,49.42857142857142,11.857142857142856,0.0,0.14285714285714285,0.7138140871210094,8.565769045452113,20.682396019940988,1.2643992479917963,0.20911057042443892,0.01071797520661157
131,2020-6-1,1306,12,200,1155.7142857142858,0.0,49.42857142857142,11.999999999999998,0.0,0.14285714285714285,0.0,8.565769045452113,22.09174949028759,1.2456168570049864,0.19718491735537202,0.010383189122373298
132,2020-6-2,1306,12,200,1193.2857142857142,0.0,37.57142857142857,11.999999999999998,0.0,0.0,0.0,8.565769045452113,22.828929042309856,1.2368139428221987,0.1914709517923363,0.010056267209385848
133,2020-6-3,1306,12,200,1230.8571428571427,0.0,37.57142857142857,11.999999999999998,0.0,0.0,0.0,8.565769045452113,22.91441027083405,1.2358337032105342,0.19082964204477437,0.009749303621169917
134,2020-6-4,1306,12,200,1268.428571428571,0.0,37.57142857142857,11.999999999999998,0.0,0.0,0.0,8.565769045452113,22.018461812201178,1.2465277777777777,0.1977715877437325,0.00946052483387769
135,2020-6-5,1306,12,200,1306.0,0.0,37.57142857142857,11.999999999999998,0.0,0.0,0.0,8.565769045452113,21.061200028191305,1.2590754395916048,0.20576641513683946,0.009188361408882082
