date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-2-28,7,0,0,2.0,0.0,0.9999999999999999,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-2-29,13,0,0,3.0,6.0,0.9999999999999999,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-3-1,19,0,0,4.857142857142857,6.0,1.857142857142857,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-3-2,26,0,0,7.571428571428571,7.0,2.714285714285714,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-3-3,32,0,0,11.14285714285714,6.0,3.571428571428571,0.0,0.0,0.0,,0.0,0.0,1.2220840103363144,17.046123128718772,0.9811320754716981,0.0
2020-3-4,35,2,0,15.57142857142857,3.0,4.428571428571428,0.0,2.0,0.0,,0.0,0.04902799307195235,1.3244025166180902,13.692246821987192,0.9743589743589743,0.0
2020-3-5,35,2,0,19.857142857142854,0.0,4.285714285714286,0.2857142857142857,0.0,0.2857142857142857,,0.04902799307195235,0.04902799307195235,1.7673066139112488,7.106621480047402,0.9357798165137614,0.014388489208633094
2020-3-6,40,3,0,23.857142857142854,5.0,4.0,0.5714285714285714,1.0,0.2857142857142857,,0.04902799307195235,0.07354198960792853,2.1137906977272567,5.15302173993049,0.8992805755395683,0.023952095808383235
2020-3-7,54,4,0,28.57142857142857,14.0,4.714285714285714,1.0,1.0,0.42857142857142855,,0.07354198960792853,0.0980559861439047,2.3400517234713383,4.397565014414482,0.874251497005988,0.035
2020-3-8,60,6,0,34.42857142857143,6.0,5.857142857142857,1.5714285714285714,2.0,0.5714285714285714,,0.0980559861439047,0.14708397921585706,2.7382327543766203,3.5455151207418503,0.83,0.04564315352697095
2020-3-9,60,6,3,40.285714285714285,0.0,5.857142857142857,2.4285714285714284,0.0,0.8571428571428571,,0.14708397921585706,0.14708397921585706,3.2037069537851637,2.9499531827043874,0.7800829875518672,0.06028368794326241
2020-3-10,71,7,3,45.14285714285714,11.0,4.857142857142857,3.2857142857142856,1.0,0.8571428571428571,6.0,0.14708397921585706,0.17159797575183325,3.7753165985351034,2.504273683761029,0.723404255319149,0.07278481012658228
2020-3-11,71,7,15,50.71428571428571,0.0,5.571428571428571,4.285714285714286,0.0,1.0,6.0,0.12256998267988088,0.17159797575183325,4.558489387791313,2.1388785834432733,0.6550632911392404,0.08450704225352114
2020-3-12,71,8,15,55.85714285714285,0.0,5.142857142857143,5.0,1.0,0.7142857142857142,1.4000000000000001,0.12256998267988088,0.1961119722878094,5.1747049064392,1.953740248704234,0.6084507042253522,0.0895140664961637
2020-3-13,101,9,24,60.999999999999986,30.0,5.142857142857143,5.857142857142858,1.0,0.857142857142857,0.7142857142857143,0.12256998267988088,0.2206259688237856,5.703481667937073,1.8361163778807188,0.5728900255754475,0.0960187353629977
2020-3-14,110,10,26,69.71428571428571,9.0,8.714285714285715,6.714285714285714,1.0,0.857142857142857,0.8571428571428571,0.12256998267988088,0.24513996535976176,6.397157060438212,1.719032943378504,0.5316159250585479,0.09631147540983608
2020-3-15,116,10,26,77.71428571428571,6.0,7.999999999999999,7.571428571428571,0.0,0.857142857142857,0.4615384615384615,0.0980559861439047,0.24513996535976176,6.877254748089241,1.655232969469296,0.5061475409836065,0.0974264705882353
2020-3-16,124,10,26,85.71428571428571,8.0,7.999999999999999,8.142857142857142,0.0,0.5714285714285714,0.3157894736842105,0.0980559861439047,0.24513996535976176,7.384655721897556,1.598899915469467,0.4816176470588235,0.095
2020-3-17,154,11,32,94.85714285714285,30.0,9.142857142857142,8.714285714285715,1.0,0.5714285714285714,0.16,0.07354198960792853,0.2696539618957379,7.567257168341884,1.5808948219525902,0.4733333333333334,0.09186746987951809
2020-3-18,164,12,43,106.71428571428571,10.0,11.857142857142858,9.285714285714285,1.0,0.5714285714285714,0.12903225806451615,0.0980559861439047,0.2941679584317141,7.74881257041159,1.5640212940369662,0.46536144578313254,0.08701472556894244
2020-3-19,192,13,43,120.0,28.0,13.285714285714286,9.999999999999998,1.0,0.7142857142857142,0.13333333333333333,0.0980559861439047,0.3186819549676903,7.495131092052012,1.58787763478741,0.4765729585006694,0.08333333333333331
2020-3-20,208,17,49,137.28571428571428,16.0,17.285714285714285,10.714285714285714,4.0,0.7142857142857142,0.17857142857142855,0.0980559861439047,0.416737941111595,7.1710051083728175,1.6214138000358052,0.4916666666666668,0.07804370447450572
2020-3-21,214,17,51,152.57142857142858,6.0,15.285714285714285,11.857142857142856,0.0,1.1428571428571428,0.1515151515151515,0.17159797575183325,0.416737941111595,7.1599879018811725,1.6226200296681499,0.4921956295525495,0.07771535580524343
2020-3-22,233,20,57,167.42857142857144,19.0,14.857142857142858,12.857142857142856,3.0,1.0,0.1951219512195122,0.17159797575183325,0.4902799307195235,7.19252157451338,1.6190712700533019,0.4906367041198503,0.07679180887372013
2020-3-23,266,23,57,184.1428571428571,33.0,16.714285714285715,14.285714285714285,3.0,1.4285714285714286,0.17073170731707318,0.24513996535976176,0.563821920327452,7.246840699974253,1.6132341279491105,0.48805460750853247,0.07757951900698216
2020-3-24,316,27,75,204.42857142857142,50.0,20.285714285714285,16.142857142857142,4.0,1.8571428571428572,0.29411764705882354,0.2941679584317141,0.6618779064713568,7.314546591149537,1.6061085138913853,0.48487199379363843,0.07896575821104124
2020-3-25,346,29,103,227.57142857142856,30.0,23.142857142857142,18.428571428571427,2.0,2.2857142857142856,0.33333333333333337,0.36770994803964263,0.7109058995433092,7.463931691516391,1.5909497085186066,0.4779874213836478,0.08097928436911488
2020-3-26,382,36,105,253.57142857142856,36.0,25.999999999999996,20.857142857142854,7.0,2.4285714285714284,0.44444444444444436,0.3922239445756188,0.8825038752951424,7.581624030816457,1.5795233996858757,0.47269303201506585,0.08225352112676056
2020-3-27,458,40,122,280.71428571428567,76.0,27.142857142857142,24.142857142857142,4.0,3.2857142857142856,0.47222222222222215,0.4657659341835474,0.980559861439047,7.90772195918336,1.5500270030460614,0.4585915492957746,0.08600508905852419
2020-3-28,506,42,131,316.42857142857144,48.0,35.71428571428571,27.428571428571423,2.0,3.2857142857142856,0.37704918032786877,0.563821920327452,1.0295878545109995,7.958002976613635,1.5457407073588159,0.4564885496183205,0.08668171557562075
2020-3-29,547,42,143,358.1428571428571,41.0,41.71428571428571,31.0,0.0,3.571428571428571,0.41071428571428575,0.5393079237914759,1.0295878545109995,7.622497932717622,1.5756563842845672,0.4708803611738148,0.08655763861188673
2020-3-30,630,46,152,403.0,83.0,44.85714285714285,34.14285714285714,4.0,3.1428571428571423,0.44642857142857145,0.4657659341835474,1.127643840654904,7.293872056467995,1.6082670146702964,0.48583964898284804,0.0847217298830202
2020-3-31,694,50,170,455.0,64.0,51.999999999999986,37.42857142857142,4.0,3.2857142857142856,0.34374999999999994,0.4657659341835474,1.2256998267988088,7.14881696669731,1.6238478070237266,0.4927330733782347,0.08226059654631082
2020-4-1,728,52,182,509.0,34.0,54.0,40.71428571428571,2.0,3.2857142857142856,0.27710843373493976,0.5147939272554998,1.2747278198707612,7.003171697115332,1.6403028651208287,0.49984301412872845,0.0799887735054729
2020-4-2,772,54,202,563.5714285714286,44.0,54.57142857142856,44.0,2.0,3.2857142857142856,0.24731182795698922,0.3922239445756188,1.3237558129427136,6.963279432424948,1.6449599632928826,0.5018243053606511,0.07807351077313054
2020-4-3,820,54,226,619.2857142857142,48.0,55.71428571428571,46.57142857142857,0.0,2.571428571428571,0.19008264462809918,0.3431959515036665,1.3237558129427136,6.961738371159621,1.6451412070702762,0.5019011406844107,0.07520184544405999
2020-4-4,878,56,259,671.0,58.0,51.7142857142857,48.57142857142857,2.0,1.9999999999999996,0.16822429906542055,0.2941679584317141,1.372783806014666,7.225990730847572,1.6154618030387928,0.48904267589388684,0.07238662976367895
2020-4-5,961,61,279,724.1428571428571,83.0,53.14285714285714,50.57142857142857,5.0,1.9999999999999996,0.13461538461538458,0.3431959515036665,1.4953537886945467,7.728166406310916,1.5658912241301302,0.4662550564189909,0.06983625961728152
2020-4-6,1031,64,344,783.2857142857142,70.0,59.14285714285714,53.285714285714285,3.0,2.7142857142857135,0.11965811965811962,0.36770994803964263,1.5688957783024753,8.27917865406106,1.5198454658394316,0.44347997632669167,0.06802845157760351
2020-4-7,1122,65,373,840.5714285714284,91.0,57.285714285714285,55.85714285714286,1.0,2.5714285714285707,0.1338028169014084,0.3431959515036665,1.5934097748384515,8.932307261799716,1.4740298973649555,0.41911362392850626,0.06645139360978927
2020-4-8,1202,69,452,901.7142857142856,80.0,61.14285714285714,57.99999999999999,4.0,2.142857142857143,0.11111111111111108,0.3186819549676903,1.6914657609823562,9.672452575560156,1.4309090478267192,0.3944595513256287,0.06432192648922687
2020-4-9,1232,69,496,969.4285714285712,30.0,67.71428571428571,60.428571428571416,0.0,2.4285714285714284,0.08241758241758243,0.36770994803964263,1.6914657609823562,10.323388931498641,1.3989428972721119,0.3749999999999999,0.062334217506631304
2020-4-10,1279,70,550,1035.1428571428569,47.0,65.71428571428572,62.57142857142856,1.0,2.1428571428571423,0.08947368421052632,0.36770994803964263,1.7159797575183324,10.827039889773113,1.3772655392163091,0.3611847922192749,0.06044714325144908
2020-4-11,1318,72,601,1100.7142857142856,39.0,65.57142857142857,64.85714285714285,2.0,2.285714285714285,0.06,0.3431959515036665,1.7650077505902848,11.192027476600083,1.3629631718752633,0.3517802925752137,0.05892277741726152
2020-4-12,1352,76,640,1163.5714285714284,34.0,62.85714285714285,67.14285714285714,4.0,2.2857142857142856,0.0547945205479452,0.2696539618957379,1.8630637367341896,11.587604579427772,1.3486309074111635,0.3421155094094743,0.05770411295273174
2020-4-13,1378,78,717,1219.4285714285713,26.0,55.857142857142854,69.28571428571428,2.0,2.1428571428571423,0.05095541401273886,0.2941679584317141,1.9120917298061417,12.260284613884561,1.326680409822424,0.32682627378759976,0.056818181818181816
2020-4-14,1400,78,766,1269.0,22.0,49.57142857142856,71.28571428571428,0.0,2.0,0.04120879120879121,0.3186819549676903,1.9120917298061417,13.041139047387217,1.3044142370018295,0.31068416119962516,0.056174715749183826
2020-4-15,1415,79,812,1308.7142857142856,15.0,39.71428571428571,73.14285714285714,1.0,1.8571428571428568,0.037037037037037035,0.2206259688237856,1.936605726342118,14.200229314288514,1.2764234245739563,0.28942924687605553,0.05588909507695667
