date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-9-4,34884,589,21059,34170.71428571428,179.0,187.99999999999997,576.1428571428572,4.0,2.571428571428571,0.006326758466691477,0.3290372944579426,10.766831468651565,114.50853029052058,1.0307288578709524,0.04148747892836269,0.01686072033278288
2020-9-5,35020,594,21158,34349.85714285714,136.0,179.14285714285717,579.2857142857143,5.0,3.1428571428571423,0.007410456978180321,0.31075744476583467,10.858230717112106,122.1105461760552,1.028788559277773,0.03895566378895876,0.016864283070422422
2020-9-6,35103,597,21230,34525.0,83.0,175.14285714285714,582.4285714285714,3.0,3.1428571428571423,0.009695901278096076,0.36559699384215844,10.913070266188429,128.70373139588256,1.027293849501633,0.03699745060283044,0.01686976311161684
2020-9-7,35205,599,21310,34674.428571428565,102.0,149.42857142857142,585.7142857142857,2.0,3.285714285714285,0.009803921568627449,0.36559699384215844,10.949629965572646,136.67630149166672,1.0256814854676377,0.03487741802006816,0.016891822298029425
2020-9-8,35356,599,21483,34817.857142857145,151.0,143.42857142857144,588.8571428571428,0.0,3.1428571428571423,0.010492700729927007,0.40215669322637426,10.949629965572646,147.94887925791656,1.0237017514005442,0.03226338058923617,0.01691250384654836
2020-9-9,35460,607,21557,34966.57142857143,104.0,148.71428571428572,592.0,8.0,3.1428571428571423,0.01015228426395939,0.3290372944579426,11.09586876310951,159.04752690491887,1.0220297160223764,0.03004615858036741,0.016930456027389424
2020-9-10,35603,612,22047,35104.71428571428,143.0,138.14285714285714,595.7142857142857,5.0,3.714285714285714,0.010994502748625685,0.40215669322637426,11.187268011570048,170.0050237831507,1.020595294729319,0.028137077862121385,0.01696963777758787
2020-9-11,35793,616,22442,35233.0,190.0,128.28571428571428,599.5714285714286,4.0,3.8571428571428568,0.013347022587268996,0.4204365429184822,11.26038741033848,179.92832359186716,1.019448462919223,0.026606113139057475,0.017017325478143462
2020-9-12,35969,619,22771,35362.857142857145,176.0,129.85714285714286,603.4285714285713,3.0,3.8571428571428568,0.014461703267273703,0.40215669322637426,11.315226959414804,191.13555451203712,1.0182977345474458,0.025065786539405166,0.017063908863214024
2020-9-13,36157,622,23067,35498.428571428565,188.0,135.57142857142856,607.0,3.0,3.5714285714285707,0.016109785202863963,0.40215669322637426,11.370066508491128,202.35057636563727,1.01727489800829,0.023693140502545118,0.017099348462104966
2020-9-14,36205,624,23243,35649.0,48.0,150.57142857142856,610.5714285714286,2.0,3.5714285714285703,0.014766686355581806,0.4204365429184822,11.406626207875343,206.592947180987,1.0169171756275,0.0232122951116549,0.01712730872034078
2020-9-15,36301,634,23364,35791.857142857145,96.0,142.85714285714283,614.1428571428571,10.0,3.5714285714285707,0.015206812652068124,0.45699624230269803,11.589424704796423,205.67551344783044,1.0169932737462257,0.023314619123758207,0.017158731235755936
2020-9-16,36301,634,23364,35926.857142857145,0.0,135.0,619.1428571428571,0.0,4.999999999999999,0.016534391534391537,0.4935559416869139,11.589424704796423,207.9924942066448,1.0168023917535784,0.023057918201666028,0.01723342664461127
2020-9-17,36576,642,23611,36046.99999999999,275.0,120.14285714285712,623.0,8.0,3.8571428571428568,0.023696682464454975,0.40215669322637426,11.735663502333287,209.59371019337033,1.0166729637084884,0.022883795648301453,0.017282991649790556
2020-9-18,36724,646,23709,36185.99999999999,148.0,139.0,627.2857142857142,4.0,4.285714285714286,0.020516717325227963,0.47527609199480597,11.808782901101718,212.43100883539626,1.0164484526816653,0.0225816295392125,0.01733503880743145
2020-9-19,36829,646,23777,36319.0,105.0,133.0,631.5714285714284,0.0,4.285714285714286,0.02392344497607655,0.4935559416869139,11.808782901101718,210.86370396722532,1.016571717998618,0.02274755035491205,0.017389559970578165
2020-9-20,36981,648,23887,36441.85714285714,152.0,122.85714285714285,635.4285714285713,2.0,3.8571428571428568,0.024469820554649267,0.43871639261059014,11.845342600485933,212.31861148538943,1.0164572314339602,0.022593447742818795,0.01743677795941088
2020-9-21,37079,650,23949,36559.57142857143,98.0,117.71428571428571,639.1428571428571,2.0,3.7142857142857135,0.02581261950286807,0.43871639261059014,11.88190229987015,220.57751531346509,1.0158361837171888,0.021756771059966207,0.017482230566941624
