date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-12-21,31335,443,21248,28435.857142857138,395.0,752.1428571428571,394.2857142857143,4.0,12.857142857142856,0.023743660673121253,46.99301424536511,239.28626793904303,30.462876678597663,1.1204934407595832,0.14723973868081275,0.01386579318868029
2020-12-22,32339,459,21816,29214.428571428572,1004.0,778.5714285714286,407.2857142857143,16.0,12.999999999999998,0.0202474690663667,46.45286465633792,247.928661363478,30.322872577664704,1.121082173728435,0.14786662714580678,0.013941252121016523
2020-12-23,33484,479,22523,30052.571428571424,1145.0,838.1428571428571,421.85714285714283,20.0,14.57142857142857,0.020602218700475433,41.59151835509326,258.7316531440217,30.02530591966959,1.122352763595881,0.14921687424511376,0.014037306054152723
2020-12-24,34754,486,23402,30908.14285714286,1270.0,855.5714285714286,435.7142857142857,7.0,13.857142857142858,0.022978148231583687,45.91271506731074,262.512700267212,29.704034341691752,1.1237548197063476,0.15070257833891076,0.014097071044616074
2020-12-25,35420,502,24067,31796.571428571428,666.0,888.4285714285714,448.85714285714283,16.0,13.142857142857142,0.02205046601500341,41.59151835509326,271.155093691647,29.451250583220077,1.1248807577635198,0.15189247401285855,0.014116526489828193
2020-12-26,35819,515,24722,32652.714285714283,399.0,856.1428571428571,462.14285714285717,13.0,13.285714285714285,0.020942408376963352,40.51121917703889,278.1770383490004,29.231748155237497,1.1258751887463865,0.15294101789950398,0.014153275378550899
2020-12-27,36330,559,25326,33441.57142857143,511.0,788.8571428571428,474.7142857142857,44.0,12.57142857142857,0.021836111763324725,41.05136876606607,301.9436202661965,29.391338751218516,1.1251506208809747,0.15217724188319504,0.014195334293074062
2020-12-28,36838,578,25533,34211.57142857143,508.0,769.9999999999999,491.85714285714283,19.0,17.142857142857142,0.02017423200366804,62.65735232715348,312.20646245771303,29.923308760898557,1.122794437056286,0.14968537876295984,0.014376923430251251
2020-12-29,37676,603,26115,34997.71428571428,838.0,786.1428571428571,511.1428571428571,25.0,19.285714285714285,0.027491408934707903,64.27780109423503,325.71020218339265,30.728264019249742,1.119393010049146,0.14606586743833538,0.014605035430885283
2020-12-30,39043,626,27113,35760.142857142855,1367.0,762.4285714285713,531.7142857142857,23.0,20.57142857142857,0.030906593406593404,66.97854903937096,338.1336427310179,31.8511531635532,1.1149509071299017,0.14129902360970514,0.014868908321714917
2020-12-31,40904,635,27113,36554.28571428571,1861.0,794.1428571428571,552.7142857142857,9.0,20.999999999999996,0.030775806796324003,75.62094246380592,342.9949890322626,33.27541371902789,1.1097702947280272,0.13568178458858815,0.015120368922932625
2021-1-1,41615,644,29018,37432.85714285714,711.0,878.5714285714287,573.9999999999999,9.0,21.28571428571428,0.030441085110788982,71.83989534061563,347.8563353335073,34.79655312821213,1.1047289130682467,0.13015476004377047,0.015334122047093843
2021-1-2,41929,668,29870,38317.857142857145,314.0,884.9999999999999,594.2857142857142,24.0,20.28571428571428,0.02955762745487006,69.67929698450689,360.8199254701597,35.514562114677354,1.1025066207153202,0.1276991184215548,0.015509367135800166
2021-1-3,42497,680,30501,39190.71428571429,568.0,872.8571428571428,616.1428571428572,12.0,21.857142857142854,0.02704246810131403,58.876305203963184,367.30172053848594,35.64622296839641,1.1021093055989102,0.12725883120514503,0.01572165418193085
2021-1-4,43118,692,30892,40071.71428571428,621.0,880.9999999999999,633.4285714285714,12.0,17.28571428571428,0.029059829059829057,55.095258080772886,373.78351560681216,35.70927637129614,1.1019201161913443,0.12704904587456956,0.015807373922467578
2021-1-5,43942,722,30892,40968.85714285714,824.0,897.1428571428571,649.7142857142857,30.0,16.285714285714285,0.022201834862385316,48.07331342341948,389.9880032776277,35.83797645627647,1.1015361224027944,0.1266229830803346,0.015858735903927026
2021-1-6,45171,754,30892,41864.0,1229.0,895.142857142857,666.7142857142857,32.0,16.999999999999996,0.019430714163967956,51.854360546609776,407.2727901264976,35.682399412153984,1.1020006737845731,0.12713838385951692,0.01592571865359941
2021-1-7,46545,790,34268,42739.42857142857,1374.0,875.4285714285712,684.9999999999999,36.0,18.285714285714285,0.01986976122891968,64.27780109423503,426.7181753314763,35.774590931375286,1.1017248795265,0.12683246430618889,0.016027355135438667
2021-1-8,47782,801,34268,43545.28571428571,1237.0,805.8571428571429,707.1428571428571,11.0,22.142857142857142,0.020582087152275285,78.86183999796903,432.65982081077533,36.59892467352986,1.0993235322702404,0.1241610289595424,0.016239251747769974
2021-1-9,48952,818,35304,44426.28571428571,1170.0,880.9999999999999,729.5714285714286,17.0,22.428571428571427,0.02586350742532955,71.83989534061563,441.84236382423745,37.940450249954495,1.0956488290400146,0.12004579797058545,0.016422066730121164
2021-1-10,49568,849,35771,45429.57142857142,616.0,1003.2857142857141,751.0,31.0,21.428571428571427,0.02843172763491489,74.54064328575156,458.5870010840802,38.69505644268629,1.0936987937145215,0.11784850667558444,0.01653108264912408
2021-1-11,49899,864,36260,46439.71428571428,331.0,1010.142857142857,775.1428571428571,15.0,24.14285714285714,0.02782931354359926,84.80348547726807,466.689244919488,38.66389397980055,1.093777748702653,0.11793765546041435,0.016691378684500335
2021-1-12,50777,882,36260,47408.428571428565,878.0,968.7142857142857,799.7142857142857,18.0,24.57142857142857,0.030710521533708884,76.70124164186029,476.41193752197734,38.71008101954489,1.0936607740452449,0.11780557281637027,0.01686860986141705
