date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-5-29,12,1,9,11.285714285714285,0.0,0.14285714285714285,0.9999999999999998,0.0,0.0,,0.0,1.7018843263261083,92.16729024857675,1.0383185924314515,0.05128205128205143,0.08860759493670885
2020-5-30,14,1,9,11.428571428571427,2.0,0.14285714285714285,0.9999999999999998,0.0,0.0,,0.0,1.7018843263261083,93.38057434025731,1.0378114275741983,0.050632911392405,0.0875
2020-5-31,23,1,9,11.857142857142856,9.0,0.42857142857142855,0.9999999999999998,0.0,0.0,,0.0,1.7018843263261083,94.59385133775429,1.0373175138837436,0.04999999999999993,0.08433734939759036
2020-6-1,44,1,9,13.57142857142857,21.0,1.7142857142857142,0.9999999999999998,0.0,0.0,,0.0,1.7018843263261083,64.66340028278198,1.0550588647972023,0.07228915662650592,0.07368421052631578
2020-6-2,54,1,9,18.285714285714285,10.0,4.714285714285714,0.9999999999999998,0.0,0.0,0.0,0.0,1.7018843263261083,23.097045352072204,1.16189355567024,0.18947368421052624,0.05468749999999999
2020-6-3,74,1,9,24.428571428571423,20.0,6.142857142857142,0.9999999999999998,0.0,0.0,0.0,0.0,1.7018843263261083,9.547015144313137,1.437661369356684,0.3984375,0.04093567251461988
2020-6-4,82,1,9,33.285714285714285,8.0,8.857142857142858,0.9999999999999998,0.0,0.0,0.0,0.0,1.7018843263261083,6.181286741306849,1.7518667783465178,0.5438596491228069,0.030042918454935615
2020-6-5,90,1,9,43.285714285714285,8.0,10.0,0.9999999999999998,0.0,0.0,0.0,0.0,1.7018843263261083,4.4860137088755465,2.1653125481368933,0.6609442060085837,0.023102310231023097
2020-6-6,100,1,9,54.42857142857142,10.0,11.142857142857142,0.9999999999999998,0.0,0.0,0.0,0.0,1.7018843263261083,3.643469085132754,2.5888627676974103,0.735973597359736,0.018372703412073487
2020-6-7,122,1,9,66.71428571428571,22.0,12.285714285714283,0.9999999999999998,0.0,0.0,0.0,0.0,1.7018843263261083,3.183833032713951,2.969940671426341,0.7821522309711286,0.014989293361884367
2020-6-8,128,2,9,80.85714285714285,6.0,14.142857142857142,0.9999999999999998,1.0,0.0,0.0,0.0,3.4037686526522166,3.046891930525313,3.1188550888171407,0.7965738758029979,0.012367491166077738
2020-6-9,137,2,9,92.85714285714286,9.0,11.999999999999998,1.1428571428571428,0.0,0.14285714285714285,,1.7018843263261083,3.4037686526522166,3.2639232956561663,2.891661631562307,0.773851590106007,0.012307692307692306
2020-6-10,144,2,9,104.71428571428571,7.0,11.857142857142858,1.2857142857142856,0.0,0.14285714285714285,,1.7018843263261083,3.4037686526522166,3.6336390808713905,2.5955332960065514,0.736923076923077,0.01227830832196453
2020-6-11,168,2,9,114.7142857142857,24.0,10.0,1.4285714285714284,0.0,0.14285714285714285,1.0,1.7018843263261083,3.4037686526522166,4.2334871112872285,2.2674322742053987,0.6821282401091405,0.012453300124533002
2020-6-12,187,3,9,126.99999999999999,19.0,12.285714285714285,1.5714285714285712,1.0,0.14285714285714285,1.0,1.7018843263261083,5.105652978978325,4.9783718403158606,2.006031728123765,0.62266500622665,0.012373453318335207
2020-6-13,196,3,9,140.85714285714286,9.0,13.857142857142856,1.857142857142857,0.0,0.2857142857142857,1.0,3.4037686526522166,5.105652978978325,5.726475293708761,1.8316418628294775,0.5714285714285714,0.013184584178498984
2020-6-14,208,3,9,154.57142857142856,12.0,13.714285714285712,2.142857142857143,0.0,0.2857142857142857,0.6666666666666666,3.4037686526522166,5.105652978978325,6.492512159437759,1.7054091783383993,0.526369168356998,0.013863216266173753
2020-6-15,229,5,48,166.85714285714283,21.0,12.285714285714283,2.4285714285714284,2.0,0.2857142857142857,0.16666666666666666,1.7018843263261083,8.509421631630541,7.488020175967534,1.5885750431761023,0.4768946395563771,0.014554794520547946
2020-6-16,236,6,48,181.28571428571428,7.0,14.428571428571425,2.8571428571428568,1.0,0.42857142857142855,0.0606060606060606,5.105652978978325,10.21130595795665,8.278844237883053,1.519871165588482,0.44349315068493145,0.015760441292356184
2020-6-17,261,6,48,195.42857142857144,25.0,14.14285714285714,3.4285714285714284,0.0,0.5714285714285714,0.06976744186046512,6.807537305304433,10.21130595795665,8.840538544324547,1.4799786912627784,0.42237982663514584,0.017543859649122806
2020-6-18,277,7,74,212.14285714285714,16.0,16.714285714285715,4.0,1.0,0.5714285714285714,0.06451612903225806,6.807537305304433,11.913190284282758,9.107511524144982,1.463068567591523,0.41301169590643294,0.018855218855218854
2020-6-19,293,8,74,227.71428571428572,16.0,15.57142857142857,4.7142857142857135,1.0,0.7142857142857142,0.05714285714285714,6.807537305304433,13.615074610608866,9.456806354246881,1.4426483878829421,0.40134680134680145,0.020702634880803008
2020-6-20,303,8,74,242.85714285714286,10.0,15.142857142857142,5.428571428571429,0.0,0.7142857142857142,0.0641025641025641,8.509421631630541,13.615074610608866,10.101125577244446,1.4093152272124772,0.3814303638644918,0.02235294117647059
