date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-10-30,12410,110,7503,11578.42857142857,209.0,165.71428571428572,102.42857142857142,2.0,1.4285714285714284,0.011851851851851851,0.193720148128757,2.3676906993514746,74.1984945312309,1.0478170276608378,0.06330032920677453,0.008846500265271626
2020-10-31,12495,111,7503,11756.57142857143,85.0,178.14285714285714,104.0,1.0,1.5714285714285712,0.012562814070351758,0.23676906993514746,2.3892151602546696,70.5328466141027,1.050363696021739,0.06647830324865212,0.008846116457665013
2020-11-1,12743,112,7556,11927.714285714284,248.0,171.14285714285714,105.71428571428571,1.0,1.714285714285714,0.014588859416445624,0.21524460903195222,2.410739621157865,66.47295363187315,1.0535206278161737,0.07039224263633714,0.008862912305075814
2020-11-2,12971,114,7556,12113.42857142857,228.0,185.7142857142857,107.28571428571428,2.0,1.5714285714285712,0.015209125475285171,0.23676906993514746,2.453788542964255,63.54432216931482,1.0560551925957755,0.07351426449804777,0.008856758732929217
2020-11-3,13099,115,7612,12315.42857142857,128.0,202.0,109.14285714285714,1.0,1.8571428571428568,0.013301088270858524,0.23676906993514746,2.4753130038674507,60.14378146224571,1.059316805171542,0.07750548387857636,0.008862286562731997
2020-11-4,13351,117,7623,12526.571428571428,252.0,211.1428571428571,110.85714285714285,2.0,1.714285714285714,0.015421115065243176,0.193720148128757,2.518361925673841,56.01566459833633,1.063824926166477,0.08297373793615459,0.008849759368656342
2020-11-5,13568,117,7645,12752.857142857141,217.0,226.28571428571428,112.42857142857142,0.0,1.5714285714285712,0.013888888888888888,0.193720148128757,2.518361925673841,52.102852964770825,1.0687793471592117,0.08891955386264616,0.008815951607482917
2020-11-6,13852,131,7727,12948.142857142855,284.0,195.28571428571428,113.7142857142857,14.0,1.2857142857142856,0.011904761904761902,0.15067122632236657,2.819704378318574,50.222038678651195,1.0714450677802263,0.09209140808782346,0.008782285380142767
2020-11-7,14066,131,7753,13154.142857142857,214.0,206.0,116.7142857142857,0.0,3.0,0.01085645355850422,0.43048921806390444,2.819704378318574,50.25926601956784,1.0713903024371931,0.09202643512031494,0.008872815734315097
2020-11-8,14403,132,7771,13378.571428571428,337.0,224.4285714285714,119.57142857142854,1.0,2.857142857142857,0.024940617577197153,0.40896475716070924,2.8412288392217695,49.57519778283617,1.0724102283808181,0.09323515676755834,0.008937533368926854
2020-11-9,14574,133,7771,13615.714285714286,171.0,237.14285714285714,122.4285714285714,1.0,2.857142857142857,0.023446658851113716,0.387440296257514,2.8627533001249645,48.842839596861225,1.0735349427184675,0.09456486919380669,0.008991711258000207
