date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-7-13,5446,147,2501,5145.428571428572,91.0,68.0,141.57142857142856,0.0,2.4285714285714284,0.01545064377682403,2.9719871109164697,31.205864664622933,47.47499651245013,1.0757319226739477,0.09715266445332293,0.027514020767394076
2020-7-14,5518,147,2664,5216.5714285714275,72.0,71.14285714285714,143.57142857142856,0.0,1.9999999999999996,0.015232974910394263,2.547417523642688,31.205864664622933,51.84330386829209,1.0691353235371315,0.08934421678049875,0.027522182057180416
2020-7-15,5564,149,2830,5287.142857142857,46.0,70.57142857142856,145.28571428571428,2.0,1.714285714285714,0.013071895424836598,1.6982783490951256,31.630434251896713,55.53432119346322,1.06439557133674,0.08366195640267271,0.027479059713590923
2020-7-16,5659,150,2993,5355.285714285714,95.0,68.14285714285714,146.71428571428572,1.0,1.4285714285714284,0.012591815320041971,1.0614239681844535,31.842719045533602,58.744968917595216,1.060771317559193,0.07927587138611203,0.027396164003521226
2020-7-17,5710,151,3153,5431.428571428572,51.0,76.14285714285714,147.57142857142856,1.0,0.857142857142857,0.011534025374855823,0.8491391745475628,32.055003839170496,60.45681239070888,1.059000790086667,0.07712006829034068,0.027169910573382427
2020-7-18,5813,153,3279,5503.857142857142,103.0,72.42857142857143,148.28571428571428,2.0,0.7142857142857142,0.007518796992481203,0.8491391745475628,32.479573426444276,60.588153227044366,1.0588691974519422,0.07695949500263033,0.02694214447011187
2020-7-19,5873,155,3436,5580.714285714285,60.0,76.85714285714285,149.14285714285714,2.0,0.8571428571428571,0.006234413965087281,1.273708761821344,32.904143013718055,60.165893616352214,1.0592943711734115,0.07747813221896316,0.02672468961986433
2020-7-20,5923,155,3632,5654.714285714285,50.0,73.99999999999999,150.28571428571428,0.0,1.1428571428571428,0.008219178082191782,1.6982783490951256,32.904143013718055,59.74809840241667,1.059721135982407,0.07799820811468061,0.026577065912133997
2020-7-21,5985,155,3826,5722.857142857142,62.0,68.14285714285714,151.42857142857142,0.0,1.1428571428571428,0.011251758087201125,1.6982783490951256,32.904143013718055,60.162153059879266,1.059298164981707,0.07748275774953906,0.026460309535696457
2020-7-22,6027,155,3977,5789.571428571428,42.0,66.71428571428571,152.57142857142856,0.0,1.1428571428571428,0.012102874432677758,1.273708761821344,32.904143013718055,61.27060234822735,1.058194778367731,0.07613579630554168,0.02635280183581316
2020-7-23,6067,156,4086,5855.714285714285,40.0,66.14285714285714,153.42857142857142,1.0,0.8571428571428571,0.013008130081300811,1.0614239681844535,33.116427807354945,62.2260887483745,1.0572760812670778,0.07501172058134087,0.02620151256404001
2020-7-24,6116,156,4206,5913.999999999999,49.0,58.28571428571428,154.28571428571428,0.0,0.857142857142857,0.011538461538461539,1.0614239681844535,33.116427807354945,64.5081276544381,1.0551949848472644,0.07245669675530608,0.026088216822068702
2020-7-25,6151,156,4299,5971.999999999999,35.0,58.0,154.99999999999997,0.0,0.7142857142857142,0.012048192771084336,0.636854380910672,33.116427807354945,67.50812700732179,1.0526786958988437,0.06935117638533261,0.02595445411922304
2020-7-26,6171,156,4430,6020.285714285713,20.0,48.285714285714285,155.42857142857142,0.0,0.42857142857142855,0.011160714285714286,0.2122847936368907,33.116427807354945,71.6007211501954,1.0495942335080328,0.06552004592861915,0.02581747425371364
2020-7-27,6208,156,4653,6062.857142857142,37.0,42.57142857142857,155.57142857142856,0.0,0.14285714285714285,0.006302521008403361,0.2122847936368907,33.116427807354945,77.4526269098416,1.0457627515497518,0.06072326894784286,0.02565975494816211
2020-7-28,6249,156,4683,6103.571428571428,41.0,40.71428571428571,155.7142857142857,0.0,0.14285714285714285,0.002008032128514056,0.2122847936368907,33.116427807354945,84.07172821411639,1.0420850476734007,0.056079170593779426,0.02551199531889994
2020-7-29,6273,156,4776,6141.285714285715,24.0,37.714285714285715,155.85714285714283,0.0,0.14285714285714285,0.002024291497975709,0.2122847936368907,33.116427807354945,91.86700406816776,1.038446222134666,0.05144528964306616,0.025378585219474743
2020-7-30,6295,157,4889,6176.428571428571,22.0,35.142857142857146,155.99999999999997,1.0,0.14285714285714285,0.0020964360587002098,0.0,33.328712600991835,101.89886926117347,1.0345965300133382,0.04650026751029346,0.025257314675610036
