date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-4-3,6,0,1,4.999999999999999,0.0,0.42857142857142855,0.0,0.0,0.0,,0.0,0.0,5.386437318619117,1.902975970289133,0.59375,0.0
2020-4-4,9,0,1,5.285714285714285,3.0,0.2857142857142857,0.0,0.0,0.0,,0.0,0.0,6.198623281289577,1.7491217656189861,0.5428571428571428,0.0
2020-4-5,9,0,1,5.857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,,0.0,0.0,7.887099365802876,1.5518042925301838,0.45945945945945943,0.0
2020-4-6,9,0,1,6.428571428571428,0.0,0.5714285714285714,0.0,0.0,0.0,,0.0,0.0,9.060438906679586,1.4659639698341742,0.41463414634146334,0.0
2020-4-7,9,0,1,7.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,9.498408141997068,1.440334596888557,0.4,0.0
2020-4-8,9,0,1,7.571428571428571,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,9.889530434172478,1.4196990894514845,0.3877551020408163,0.0
2020-4-9,9,0,1,8.142857142857142,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,9.616435362021068,1.4338987751610908,0.39622641509433965,0.0
2020-4-10,9,0,1,8.57142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,9.948735626080637,1.4167413819870742,0.38596491228070184,0.0
2020-4-11,9,0,1,9.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,10.036745529350453,1.4124202887440311,0.3833333333333333,0.0
2020-4-12,12,0,1,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.295279406856498,1.359110540168522,0.3492063492063493,0.0
2020-4-13,14,0,1,9.428571428571427,2.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,14.420299019743013,1.271678030081504,0.2857142857142858,0.0
2020-4-14,16,0,1,10.142857142857142,2.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,16.291031353282104,1.2370615980734838,0.25757575757575746,0.0
2020-4-15,16,0,1,11.142857142857142,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,16.594493856786087,1.2322583531381615,0.2535211267605634,0.0
2020-4-16,16,0,2,12.142857142857142,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,15.469196029042637,1.2511224563539116,0.2692307692307693,0.0
2020-4-17,30,0,2,13.142857142857142,14.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,13.930338818533523,1.2824733215112374,0.2941176470588237,0.0
2020-4-18,31,0,2,16.142857142857142,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.813893891464156,1.310576394420206,0.3152173913043478,0.0
2020-4-19,31,0,4,19.28571428571428,0.0,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,8.30467194387636,1.5178936805724603,0.4424778761061947,0.0
