date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-4-23,250,8,67,201.7142857142857,13.0,11.14285714285714,6.857142857142858,1.0,0.14285714285714285,0.01639344262295082,0.15412229357399426,1.232978348591954,12.612738424254111,1.3162418671249152,0.3193403298350823,0.0339943342776204
2020-4-24,274,8,75,214.0,24.0,12.285714285714285,7.142857142857142,0.0,0.2857142857142857,0.01612903225806452,0.15412229357399426,1.232978348591954,12.887273669335674,1.3085596184679225,0.3137393767705382,0.03337783711615487
2020-4-25,274,8,75,227.85714285714286,0.0,13.857142857142858,7.285714285714285,0.0,0.14285714285714285,0.028169014084507043,0.15412229357399426,1.232978348591954,12.92002442066051,1.3076678793039722,0.3130841121495327,0.031974921630094036
2020-4-26,298,8,83,239.85714285714286,24.0,12.0,7.428571428571427,0.0,0.14285714285714285,0.01612903225806452,0.15412229357399426,1.232978348591954,13.090426014636979,1.303109699623767,0.3097178683385581,0.030970815961882066
2020-4-27,323,8,89,253.71428571428572,25.0,13.857142857142856,7.571428571428569,0.0,0.14285714285714285,0.015873015873015872,0.15412229357399426,1.232978348591954,13.65885880387929,1.2888307251597517,0.2989874925550924,0.029842342342342332
2020-4-28,345,8,97,268.71428571428567,22.0,15.0,7.7142857142857135,0.0,0.14285714285714285,0.014705882352941176,0.15412229357399426,1.232978348591954,14.07036138968577,1.2793020209433652,0.29166666666666663,0.02870813397129187
2020-4-29,377,9,106,285.85714285714283,32.0,17.142857142857142,7.857142857142856,1.0,0.14285714285714285,0.014084507042253521,0.15412229357399426,1.3871006421659484,14.12027132177761,1.2781887055987906,0.29080276448697495,0.027486256871564217
2020-4-30,395,10,119,305.85714285714283,18.0,20.0,8.142857142857142,1.0,0.2857142857142857,0.01515151515151515,0.15412229357399426,1.5412229357399427,13.917024511146323,1.2827786068851628,0.2943528235882059,0.026623073330219522
2020-5-1,424,10,124,326.57142857142856,29.0,20.714285714285708,8.428571428571427,0.0,0.2857142857142857,0.03278688524590164,0.3082445871479885,1.5412229357399427,13.585712608229592,1.290592631971873,0.3003269500233535,0.0258092738407699
2020-5-2,446,11,141,348.0,22.0,21.428571428571427,8.714285714285714,1.0,0.2857142857142857,0.03333333333333333,0.3082445871479885,1.6953452293139368,13.480489448649779,1.2931650429847545,0.3022747156605424,0.025041050903119866
2020-5-3,490,11,154,372.57142857142856,44.0,24.57142857142857,9.142857142857142,0.0,0.42857142857142855,0.027777777777777773,0.4623668807219828,1.6953452293139368,13.037520608665332,1.3045104508756513,0.3107553366174056,0.024539877300613498
