date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-3-31,5358,20,224,3128.0,663.0,517.7142857142858,10.142857142857142,4.0,2.142857142857143,0.089171974522293,1.4134137312056745,2.1744826633933454,3.2872477806159983,2.8699572398054425,0.7714535901926445,0.0032426013883814393
2020-4-1,6092,26,241,3716.5714285714284,734.0,588.5714285714286,12.571428571428573,6.0,2.4285714285714284,0.08571428571428572,1.6308619975450092,2.826827462411349,3.3587536056740466,2.8062576114466635,0.7641578370478626,0.003382533825338254
2020-4-2,6857,36,338,4248.428571428571,765.0,531.8571428571429,15.571428571428571,10.0,3.0,0.07555555555555556,1.957034397054011,3.914068794108022,3.7888400073215207,2.4960816359338613,0.7221325338253382,0.003665220753892196
2020-4-3,7428,40,403,4843.285714285715,571.0,594.8571428571429,19.57142857142857,4.0,3.9999999999999996,0.06422018348623854,2.6093791960720147,4.348965326786691,4.249851873823679,2.260295809540481,0.680722283869666,0.004040940329764327
2020-4-4,7851,44,427,5470.857142857143,423.0,627.5714285714286,23.57142857142857,4.0,4.0,0.06947890818858561,3.0442757287506836,4.78386185946536,4.6720915429517875,2.0997018868254123,0.6460195262956081,0.004308543973260914
2020-4-5,8430,49,477,6075.428571428571,579.0,604.5714285714286,28.14285714285714,5.0,4.571428571428571,0.05026929982046679,3.152999861920351,5.327482525313696,5.142872725585908,1.9618561694724788,0.6107165239189473,0.004632242287434161
2020-4-6,8904,57,585,6673.0,474.0,597.5714285714284,33.0,8.0,4.857142857142857,0.04776119402985075,3.58789639459902,6.197275590671034,5.743455652275403,1.8283674477064111,0.5703536493604213,0.004945301963135021
2020-4-7,9248,65,770,7274.285714285714,344.0,601.2857142857142,38.857142857142854,8.0,5.857142857142856,0.03985932004689331,4.022792927277689,7.067068656028373,6.403835033841954,1.7180620433174967,0.5312453169488985,0.005341712490180676
2020-4-8,9404,73,801,7830.0,156.0,555.7142857142857,45.285714285714285,8.0,6.428571428571427,0.04149797570850201,4.240241193617024,7.936861721385711,7.225185501728317,1.615548155920695,0.4890809112333071,0.005783616128443714
2020-4-9,9968,86,1011,8303.142857142857,564.0,473.14285714285705,52.0,13.0,6.7142857142857135,0.021791767554479414,4.022792927277689,9.350275452591385,7.935761161869448,1.54762858881051,0.457416529830323,0.006262688826950209
2020-4-10,10408,95,1183,8747.571428571428,440.0,444.4285714285714,59.142857142857146,9.0,7.1428571428571415,0.02074139452780229,5.001310125804695,10.328792651118391,9.001231022500338,1.4696570916467464,0.4166924744502941,0.0067610602126304455
2020-4-11,10743,101,1341,9173.285714285714,335.0,425.71428571428567,67.0,6.0,7.857142857142856,0.019952114924181964,5.544930791653031,10.981137450136394,10.33796802534286,1.3982807330561908,0.3745855992683682,0.007303816984099793
2020-4-12,11145,103,1627,9586.428571428572,402.0,413.14285714285705,75.14285714285714,2.0,8.142857142857142,0.01891984864121087,5.653654924822698,11.19858571647573,11.775543487826777,1.3422085494954548,0.3377042031987293,0.007838462111616123
2020-4-13,11586,116,1855,9974.285714285714,441.0,387.85714285714283,82.85714285714285,13.0,7.7142857142857135,0.01694411414982164,5.001310125804695,12.611999447681404,13.393080893866083,1.2953366518622216,0.30391178004619634,0.008307075336579777
2020-4-14,12046,123,2195,10357.42857142857,460.0,383.14285714285717,91.28571428571428,7.0,8.428571428571427,0.014900662251655625,5.544930791653031,13.373068379869075,15.370834412988078,1.2529174673470729,0.27069607562303066,0.008813549971035282
2020-4-15,12501,130,2563,10757.142857142857,455.0,399.7142857142857,99.57142857142856,7.0,8.285714285714285,0.014320388349514561,5.436206658483363,14.134137312056746,17.344693086817582,1.2211772457659633,0.24402085459711453,0.009256308100929613
2020-4-16,12758,142,2818,11199.571428571428,257.0,442.4285714285714,107.7142857142857,12.0,8.142857142857142,0.015578834273435399,4.78386185946536,15.438826910092752,18.738346218088715,1.2031633383968585,0.22812749003984067,0.00961771496358279
2020-4-17,12982,151,3126,11598.142857142855,224.0,398.57142857142856,115.71428571428572,9.0,8.0,0.013688760806916426,5.110034258974362,16.41734410861976,19.635945031357338,1.1930339166847308,0.21893694911795092,0.009976966755761393
2020-4-18,13265,164,3456,11965.857142857141,283.0,367.7142857142857,123.71428571428571,13.0,8.0,0.012747552925108126,5.436206658483363,17.830757839825434,20.68659804226692,1.182387055935052,0.20907288112628863,0.010338940557061162
2020-4-19,13491,172,3754,12326.142857142855,226.0,360.2857142857143,132.7142857142857,8.0,9.0,0.013232514177693762,6.6321721233497035,18.70055090518277,21.884683935563093,1.1715920316024242,0.19885149413211378,0.010766894985107148
2020-4-20,13713,177,4049,12661.285714285714,222.0,335.14285714285717,142.57142857142856,5.0,9.857142857142856,0.015060961032751617,6.088551457501367,19.244171571031107,22.91805947196088,1.1632559436531238,0.1908023596768772,0.011260422660754379
2020-4-21,13942,184,4507,12965.142857142855,229.0,303.8571428571429,151.28571428571428,7.0,8.714285714285714,0.01639344262295082,5.871103191162033,20.00524050321878,24.1580870089943,1.1542614393101287,0.181960757765517,0.011668650006611134
2020-4-22,14498,189,5215,13236.0,556.0,270.85714285714283,159.99999999999997,5.0,8.714285714285715,0.015681233933161953,5.871103191162033,20.548861169067113,25.989150805943027,1.1426534893161109,0.17030278989818848,0.012088244182532485
2020-4-23,14803,192,5611,13521.285714285714,305.0,285.2857142857143,168.42857142857142,3.0,8.428571428571429,0.01841787439613527,5.110034258974362,20.875033568576118,29.042790608733743,1.1267439977966092,0.1538552864482149,0.012456549989962915
2020-4-24,15058,194,6003,13813.428571428572,255.0,292.1428571428571,175.57142857142856,2.0,7.142857142857142,0.018964963034394086,4.457689459956359,21.09248183491545,31.625763792186326,1.1158158488798282,0.14223076841804994,0.012710199185058016
2020-4-25,15298,199,6435,14109.999999999998,240.0,296.57142857142856,181.7142857142857,5.0,6.142857142857143,0.016778523489932886,3.2617239950900183,21.636102500763787,33.79231261041262,1.1080036595284684,0.13375183568784021,0.012878404373797713
2020-4-26,15443,201,6731,14400.42857142857,145.0,290.42857142857144,186.7142857142857,2.0,5.0,0.014868603042876906,2.9355515955810163,21.853550767103123,35.8980671295072,1.1013578223045692,0.12642502784246235,0.012965883951866512
2020-4-27,15555,204,7200,14679.285714285712,112.0,278.8571428571429,190.85714285714286,3.0,4.142857142857142,0.01289134438305709,2.6093791960720147,22.179723166612124,37.697676862491704,1.0962935601147645,0.12077021517216746,0.01300180039900735
2020-4-28,15728,210,7746,14942.428571428569,173.0,263.1428571428571,194.7142857142857,6.0,3.8571428571428563,0.010812826249067858,2.1744826633933454,22.832067965630127,39.07478359583345,1.09274726084228,0.11677290642791105,0.01303096647131371
2020-4-29,15834,215,8233,15197.571428571428,106.0,255.14285714285714,198.42857142857142,5.0,3.7142857142857135,0.009649749821300927,2.2832067965630127,23.375688631478464,40.01201513455997,1.0904793602185918,0.11420021606738229,0.013056597388680523
2020-4-30,15946,222,8561,15388.42857142857,112.0,190.85714285714286,202.14285714285714,7.0,3.7142857142857135,0.008395221181788827,2.5006550629023474,24.136757563666134,41.51630398080359,1.0870622915063006,0.11029957794008438,0.013136029855457254
2020-5-1,16101,225,9156,15551.714285714284,155.0,163.28571428571428,206.42857142857144,3.0,4.285714285714286,0.009318996415770608,3.0442757287506836,24.462929963175135,44.936761456165016,1.080176805856231,0.10234963191266155,0.01327368595102056
