date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-4-28,530,15,49,418.14285714285717,0.0,34.42857142857142,11.428571428571427,0.0,1.1428571428571428,0.09302325581395349,0.44623292120190383,0.8366867272535697,8.702097114963987,1.7464239271781536,0.4274013402829486,0.027331738981892718
2020-4-29,557,16,62,451.8571428571429,27.0,33.714285714285715,12.57142857142857,1.0,1.1428571428571428,0.08888888888888889,0.39045380605166585,0.8924658424038077,8.60055917313067,1.7579579579579583,0.4311581824393578,0.027821688270629145
2020-4-30,599,16,66,486.2857142857143,42.0,34.42857142857142,13.714285714285712,0.0,1.1428571428571428,0.08602150537634409,0.2788955757511899,0.8924658424038077,8.615433661207472,1.7562465297057193,0.4306038570976921,0.02820211515863689
2020-5-1,644,16,72,517.0,45.0,30.71428571428571,14.428571428571427,0.0,0.7142857142857142,0.07920792079207921,0.2788955757511899,0.8924658424038077,9.030070330708527,1.7114127702363,0.41568742655699187,0.02790826195081514
2020-5-2,688,17,72,547.5714285714286,44.0,30.57142857142857,15.142857142857139,1.0,0.7142857142857142,0.05681818181818181,0.16733734545071394,0.9482449575540457,9.792778484933907,1.6412698412698412,0.39071566731141194,0.027654578659013822
2020-5-3,703,17,72,578.2857142857142,15.0,30.71428571428571,15.714285714285714,0.0,0.5714285714285714,0.05102040816326531,0.11155823030047596,0.9482449575540457,10.772211613645682,1.5689725747032337,0.3626402295851813,0.027173913043478264
2020-5-4,730,19,79,607.2857142857142,27.0,28.999999999999996,16.0,2.0,0.2857142857142857,0.03921568627450981,0.11155823030047596,1.0598031878545215,11.82932010863192,1.507073715562174,0.33646245059288526,0.02634674194307222
2020-5-5,763,19,79,635.8571428571429,33.0,28.57142857142857,16.571428571428573,0.0,0.5714285714285714,0.015037593984962405,0.22311646060095192,1.0598031878545215,13.001980625150633,1.4523402801503242,0.3114561279698893,0.026061559200179735
2020-5-6,798,21,86,669.1428571428571,35.0,33.285714285714285,17.142857142857142,2.0,0.5714285714285714,0.031496062992125984,0.16733734545071394,1.1713614181549976,14.203509447601261,1.407208346506481,0.2893731745675129,0.025619128949615714
2020-5-7,832,23,90,703.5714285714284,34.0,34.42857142857143,17.857142857142854,2.0,0.7142857142857142,0.029411764705882353,0.2788955757511899,1.2829196484554735,15.200537252149374,1.3760282021151586,0.2732707087959009,0.025380710659898477
2020-5-8,900,24,101,736.8571428571429,68.0,33.285714285714285,18.857142857142854,1.0,0.9999999999999999,0.026595744680851064,0.39045380605166585,1.3386987636057115,15.746876009836658,1.3608731693838074,0.26517766497461914,0.02559131446297014
2020-5-9,967,24,104,773.4285714285714,67.0,36.57142857142857,19.999999999999996,0.0,1.1428571428571428,0.032407407407407406,0.39045380605166585,1.3386987636057115,16.34224298845631,1.345682233237673,0.25688251260178374,0.02585888437384558
2020-5-10,1052,26,110,813.2857142857142,85.0,39.857142857142854,20.999999999999996,2.0,1.0,0.03361344537815126,0.39045380605166585,1.4502569939061876,16.6871044950604,1.3374505928853757,0.2523088289619506,0.02582118391006499
2020-5-11,1114,26,111,863.1428571428571,62.0,49.85714285714285,22.285714285714285,0.0,1.2857142857142856,0.02880658436213992,0.39045380605166585,1.4502569939061876,16.611814425691097,1.3392143025170549,0.25329351835587566,0.025819265143992055
2020-5-12,1199,27,120,918.0,85.0,54.857142857142854,23.28571428571429,1.0,0.9999999999999999,0.03734439834024896,0.39045380605166585,1.5060361090564254,15.876735447391052,1.3574477645472927,0.2633234028467394,0.025365701836290073
