date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-4-12,166831,17209,62391,147572.14285714284,3804.0,5265.571428571428,14707.571428571428,603.0,665.5714285714286,0.10202461294164351,84.79997002379874,368.0511183201898,15.30710289271357,1.25409422120156,0.2716539543400265,0.09966360278991873
2020-4-13,170099,17756,64727,152598.57142857142,3268.0,5026.428571428571,15360.142857142855,547.0,652.5714285714284,0.09074441977328505,82.72541842422535,379.7498783713923,17.043179561067486,1.2255017025643584,0.24775291503913333,0.1006571864555931
2020-4-14,172541,18056,67504,157373.42857142855,2442.0,4774.857142857143,15990.857142857141,300.0,630.7142857142857,0.08648239303294206,79.36763903110142,386.166017339145,18.85194651263383,1.201823137010604,0.22692217676630566,0.10161090908430721
2020-4-15,177644,18708,70853,161744.71428571426,5103.0,4371.285714285714,16563.85714285714,652.0,573.0,0.07878582390520718,69.80759196914984,400.110426029061,20.739009249970884,1.1818865487884955,0.20860392115568605,0.10240740920657156
2020-4-16,184948,19315,74797,165948.14285714284,7304.0,4203.428571428571,17123.285714285714,607.0,559.4285714285713,0.07345750233503655,69.7434305794723,413.09241387381405,22.88630497032619,1.1635000438257619,0.19104002515427743,0.10318455765441356
2020-4-17,190839,20002,74797,170480.42857142858,5891.0,4532.285714285714,17675.85714285714,687.0,552.5714285714284,0.07214576539729912,69.16597807237456,427.78537210996785,25.048312445549815,1.1483912520774473,0.1761006235166407,0.10368261794609016
2020-4-18,191726,20043,74797,175132.7142857143,887.0,4652.285714285714,18236.0,41.0,560.1428571428571,0.07232610321615557,72.63069311496105,428.6622444355607,26.86069390122213,1.1377200438311061,0.16526153400097043,0.10412674796011841
2020-4-19,198674,20453,77357,179232.57142857142,6948.0,4099.857142857142,18727.0,410.0,490.99999999999994,0.07407477377061569,60.61112611537091,437.43096769148946,28.336846881036077,1.1300986433916558,0.15736963559879902,0.10448435711621294
2020-4-20,200210,20852,80587,183781.57142857142,1536.0,4549.0,19190.42857142857,399.0,463.4285714285714,0.06669124495498292,57.68108932009715,445.9644325186006,30.160533941693604,1.1217720624283716,0.1486002225360824,0.10441976538919259
2020-4-21,204178,21282,82514,188083.14285714287,3968.0,4301.571428571428,19632.714285714283,430.0,442.2857142857143,0.06658593156673988,59.79841517945556,455.1608983723795,31.277907654792507,1.117176584086399,0.1436930952971346,0.1043831679302922
