date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-5-7,25,5,1,13.142857142857142,0.0,2.714285714285714,2.714285714285714,0.0,0.7142857142857142,,0.10032409028539428,0.1672068171423238,2.687282414082095,3.6316263028369438,0.8356164383561644,0.20652173913043476
2020-5-8,34,7,1,15.857142857142856,9.0,2.714285714285714,3.1428571428571423,2.0,0.42857142857142855,,0.10032409028539428,0.23408954399925333,2.8734463049774197,3.3405156003052174,0.8152173913043479,0.19819819819819817
2020-5-9,34,7,1,19.71428571428571,0.0,3.8571428571428563,3.8571428571428568,0.0,0.7142857142857142,,0.1672068171423238,0.23408954399925333,3.0825408751620347,3.0780965975099184,0.7927927927927928,0.1956521739130435
2020-5-10,51,8,1,23.142857142857142,17.0,3.428571428571428,4.571428571428571,1.0,0.7142857142857142,,0.1672068171423238,0.26753090742771807,3.31985715294762,2.8403897342070454,0.7681159420289855,0.19753086419753085
2020-5-11,56,9,1,28.999999999999996,5.0,5.857142857142856,5.428571428571429,1.0,0.857142857142857,,0.20064818057078856,0.30097227085618283,3.531255142325365,2.668311581998279,0.7469135802469136,0.187192118226601
2020-5-12,65,10,1,35.285714285714285,9.0,6.285714285714286,6.428571428571428,1.0,0.9999999999999998,,0.1672068171423238,0.3344136342846476,3.562529157217302,2.645420907825085,0.7438423645320197,0.18218623481781376
2020-5-13,70,12,1,41.42857142857142,5.0,6.142857142857142,7.285714285714285,2.0,0.857142857142857,,0.1672068171423238,0.40129636114157713,3.980568745160965,2.3884950866772443,0.7044534412955465,0.17586206896551723
2020-5-14,85,12,1,47.857142857142854,15.0,6.428571428571428,8.285714285714285,0.0,0.9999999999999999,1.2,0.23408954399925333,0.40129636114157713,4.2261672426559285,2.2706496077736062,0.6827586206896552,0.17313432835820894
2020-5-15,106,15,1,56.42857142857143,21.0,8.571428571428571,9.285714285714286,3.0,0.9999999999999999,1.4000000000000001,0.1672068171423238,0.5016204514269714,4.3925663698356905,2.2011946508198763,0.6686567164179105,0.16455696202531647
2020-5-16,122,18,1,66.71428571428571,16.0,10.285714285714285,10.428571428571427,3.0,1.1428571428571428,1.1666666666666667,0.26753090742771807,0.6019445417123657,4.613809674863792,2.119469393443684,0.6506329113924052,0.15631691648822268
2020-5-17,128,20,1,79.28571428571428,6.0,12.57142857142857,12.0,2.0,1.5714285714285714,0.888888888888889,0.3344136342846476,0.6688272685692952,4.582865197724659,2.13024671518779,0.6531049250535332,0.15135135135135136
2020-5-18,130,20,1,90.28571428571428,2.0,11.0,13.714285714285712,0.0,1.7142857142857144,1.2222222222222223,0.36785499771311236,0.6688272685692952,4.824232387058862,2.0511518733509333,0.6342342342342342,0.15189873417721517
2020-5-19,167,28,5,100.85714285714285,37.0,10.571428571428571,15.285714285714285,8.0,1.5714285714285712,1.0909090909090913,0.3344136342846476,0.9363581759970133,5.164475574655871,1.9563337461861658,0.6091772151898733,0.15155807365439095
2020-5-20,184,30,5,115.42857142857142,17.0,14.571428571428573,17.857142857142858,2.0,2.571428571428571,0.5238095238095238,0.5350618148554361,1.0032409028539429,5.453347347378538,1.8880121637490188,0.5892351274787535,0.15470297029702973
2020-5-21,197,33,5,131.7142857142857,13.0,16.285714285714285,20.428571428571427,3.0,2.571428571428571,0.9473684210526316,0.6019445417123657,1.1035649931393372,5.510968334048301,1.8755081985522313,0.5853960396039604,0.15509761388286336
2020-5-22,209,33,11,147.7142857142857,12.0,16.0,23.428571428571427,0.0,2.9999999999999996,0.9473684210526316,0.6019445417123657,1.1035649931393372,5.724032468906488,1.8321150085911546,0.5715835140997829,0.1586073500967118
2020-5-23,212,39,11,162.42857142857142,3.0,14.714285714285714,26.0,6.0,2.571428571428571,0.7777777777777778,0.5016204514269714,1.3042131737101257,6.104251561775173,1.7643065301738876,0.5483558994197292,0.1600703605980651
2020-5-24,222,42,10,175.28571428571428,10.0,12.857142857142858,29.0,3.0,2.9999999999999996,0.7500000000000001,0.6353859051408305,1.40453726399552,6.765425267060246,1.6690785371822554,0.5118733509234829,0.16544417277913612
2020-5-25,233,44,10,188.7142857142857,11.0,13.428571428571429,32.142857142857146,2.0,3.1428571428571423,0.5121951219512195,0.7357099954262247,1.4714199908524495,7.313463947077543,1.6062211715568866,0.48492257538712313,0.17032551097653295
2020-5-26,249,49,10,203.42857142857142,16.0,14.714285714285714,35.57142857142857,5.0,3.428571428571428,0.49999999999999994,0.5350618148554361,1.6386268079947732,7.744301931476688,1.5644287825096146,0.46555639666919,0.17485955056179775
2020-5-27,256,53,10,215.1428571428571,7.0,11.714285714285715,38.57142857142857,4.0,3.0,0.5581395348837209,0.6353859051408305,1.7723922617086323,8.562461246804924,1.4989416757751117,0.4325842696629214,0.17928286852589642
2020-5-28,278,57,11,225.4285714285714,22.0,10.285714285714285,41.857142857142854,4.0,3.2857142857142856,0.46666666666666673,0.6688272685692952,1.9061577154224913,9.888638193453378,1.4197439814062025,0.38778220451527223,0.18567807351077315
2020-5-29,283,65,11,237.0,5.0,11.57142857142857,45.28571428571428,8.0,3.428571428571428,0.3833333333333333,0.8025927222831543,2.1736886228502095,11.478024949783396,1.3524872690774503,0.34474017743979724,0.19107896323086193
