date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-8-20,47638,775,32806,42193.714285714275,1325.0,1374.142857142857,660.4285714285713,32.0,26.714285714285715,0.028789565770637824,4.2638373522503255,20.782855018830205,23.051854422828917,1.1622353892021906,0.18980741031088055,0.015652297566326738
2020-8-21,49247,817,34199,43579.85714285714,1609.0,1386.1428571428569,687.7142857142857,42.0,27.285714285714285,0.029287392325763505,4.397920287855682,21.909151677915194,23.28169643948477,1.1605116314409292,0.18812213058139993,0.015780553925634058
2020-8-22,50812,858,35040,45009.28571428571,1565.0,1429.4285714285713,717.142857142857,41.0,29.42857142857143,0.030126182965299682,4.961068617398178,23.008631749879115,23.601942904473706,1.1581699468377644,0.18582307029132072,0.015933220129179693
2020-8-23,52349,888,36343,46408.571428571435,1537.0,1399.2857142857142,749.4285714285714,30.0,32.285714285714285,0.029462242562929068,5.363317424214246,23.81312936351125,23.994104200578274,1.155393693173055,0.18308285591862006,0.01614849473619405
2020-8-24,53252,920,37478,47817.14285714286,903.0,1408.5714285714284,782.2857142857143,32.0,32.85714285714286,0.02935064935064935,5.5510335340617445,24.671260151385532,24.56507902173252,1.151521197998331,0.17923413162593127,0.016359942638623327
2020-8-25,54528,955,38293,49202.0,1276.0,1384.8571428571427,816.4285714285714,35.0,34.142857142857146,0.029236049319944078,5.5242169469406734,25.609840700623025,25.215017085958824,1.1473412342572857,0.17504481357552604,0.01659340212651054
2020-8-26,55864,984,40586,50591.28571428571,1336.0,1389.2857142857142,850.8571428571429,29.0,34.42857142857142,0.029957382802707454,5.685116469667101,26.38752172713409,25.978274539507794,1.142717286217518,0.17036763894615203,0.016818254978977182
2020-8-27,57085,1011,41901,51955.71428571428,1221.0,1364.4285714285713,885.2857142857142,27.0,34.42857142857143,0.029411764705882353,5.6046667083038875,27.111569579403014,26.73175862806629,1.138428304304547,0.16598849604251453,0.017039236712584893
2020-8-28,58489,1052,43049,53305.28571428571,1404.0,1349.5714285714284,919.0,41.0,33.714285714285715,0.029067663731757332,5.202417901487818,28.211049651366935,27.600242103429725,1.1337934432799261,0.16121147130798208,0.017240316559333436
2020-8-29,60056,1078,44618,54625.57142857143,1567.0,1320.2857142857142,952.5714285714284,26.0,33.57142857142857,0.0275090336869099,5.202417901487818,28.908280916514787,28.6819504302419,1.1284368327739083,0.15563184567598498,0.01743819613524801
2020-8-30,61399,1111,46355,55946.142857142855,1343.0,1320.5714285714287,984.0,33.0,31.42857142857143,0.026082130965593787,5.095151553003534,29.793228291510136,29.763780433251732,1.1234916583319685,0.15042405571435657,0.017588343891957316
2020-8-31,62590,1141,47595,57239.0,1191.0,1292.857142857143,1015.8571428571428,30.0,31.857142857142858,0.023778642455685263,5.121968140124605,30.597725905142273,30.90361187988835,1.1186768793288795,0.14530045477410658,0.01774763959637909
2020-9-1,63781,1184,48922,58572.99999999999,1191.0,1334.0,1047.4285714285716,43.0,31.571428571428573,0.023486045286993155,4.987885204519249,31.750839151348337,32.068680923498384,1.1141282869126183,0.1404112580583169,0.017882447056298493
2020-9-2,65453,1216,50357,59894.857142857145,1672.0,1321.8571428571427,1080.142857142857,32.0,32.71428571428571,0.02300166527893422,5.363317424214246,32.60896993922262,33.12090459025119,1.1103096346425885,0.13626951472033677,0.01803398336131888
2020-9-3,66855,1253,51223,61264.71428571428,1402.0,1369.857142857143,1113.2857142857142,37.0,33.14285714285714,0.023807048549745292,5.497400359819602,33.601183662702255,34.12142437283202,1.1069081397847909,0.13255132804152048,0.01817172784147482
2020-9-4,68605,1292,52483,62660.428571428565,1750.0,1395.7142857142856,1147.8571428571427,39.0,34.57142857142857,0.023910130887354428,5.390134011335317,34.64703056042403,34.864414193950424,1.1045147664763026,0.1299186434512526,0.018318692818206066
2020-9-5,70160,1329,53929,64105.57142857142,1555.0,1445.1428571428569,1182.1428571428569,37.0,34.285714285714285,0.024185488706775934,5.738749643909244,35.639244283903665,35.357433473587164,1.1029848531235344,0.12822856986523723,0.01844056344556635
