,date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
54,2020-3-16,37,2,0,19.57142857142857,9.0,2.0,0.5714285714285714,0.0,0.2857142857142857,0.11341939748440313,0.11341939748440313,10.07793131987071,1.618421052631579,0.38211382113821135,0.029197080291970805
55,2020-3-17,58,2,0,22.714285714285715,21.0,3.142857142857143,0.8571428571428571,0.0,0.2857142857142857,0.11341939748440313,0.11341939748440313,10.164945897142239,1.6117647058823528,0.3795620437956204,0.03773584905660377
56,2020-3-18,111,2,0,28.857142857142854,53.0,6.142857142857142,1.1428571428571428,0.0,0.2857142857142857,0.11341939748440313,0.11341939748440313,9.047152079572133,1.7096774193548392,0.41509433962264153,0.039603960396039604
57,2020-3-19,199,3,0,42.285714285714285,88.0,13.428571428571427,1.4285714285714284,1.0,0.2857142857142857,0.11341939748440313,0.1701290962266047,6.900935055463094,2.02,0.504950495049505,0.03378378378378378
58,2020-3-20,367,5,0,68.28571428571428,168.0,26.0,1.857142857142857,2.0,0.42857142857142855,0.1701290962266047,0.2835484937110078,4.6387917111639805,2.846153846153847,0.6486486486486487,0.027196652719665274
59,2020-3-21,506,7,3,118.28571428571428,139.0,50.0,2.571428571428571,2.0,0.7142857142857142,0.1701290962266047,0.396967891195411,3.261914027327539,4.425925925925926,0.7740585774058577,0.021739130434782608
60,2020-3-22,789,14,3,186.57142857142856,283.0,68.28571428571429,3.2857142857142856,7.0,0.7142857142857142,0.2835484937110078,0.793935782390822,2.544554742634207,6.731707317073173,0.8514492753623188,0.01761102603369066
61,2020-3-23,981,18,3,295.2857142857143,192.0,108.71428571428572,5.0,4.0,1.7142857142857142,0.6805163849064187,1.0207745773596282,2.151921277752759,9.532846715328466,0.8950995405819295,0.016932752781809387
62,2020-3-24,1082,27,3,430.1428571428571,101.0,134.85714285714283,7.285714285714286,9.0,2.2857142857142856,0.9073551798752251,1.5311618660394424,1.8916670809912381,13.0,0.9230769230769231,0.016937894387246764
63,2020-3-25,1173,28,3,576.4285714285714,91.0,146.28571428571425,10.857142857142858,1.0,3.571428571428571,1.417742468555039,1.587871564781644,1.795877712038941,14.905940594059409,0.932912653603454,0.01883519206939281
