2020/06/17 03:14:07 UTC
"
North America
","2,544,646","+5,033","147,883",+749,"1,119,407","1,277,356","19,469",,,,,,North America
"
South America
","1,514,498",+810,"63,290",+28,"807,301","643,907","12,102",,,,,,South America
"
Europe
","2,235,212",,"183,967",,"1,189,451","861,794","6,492",,,,,,Europe
"
Asia
","1,691,886",+437,"43,661",+1,"1,060,226","587,999","16,024",,,,,,Asia
"
Africa
","261,939",+358,"7,046",+20,"121,264","133,629",500,,,,,,Africa
"
Oceania
","8,983",+23,124,,"8,448",411,3,,,,,,Australia/Oceania
"

",721,,15,,651,55,4,,,,,,
World,"8,257,885","+6,661","445,986",+798,"4,306,748","3,505,151","54,594","1,059",57.2,,,,All
USA,"2,208,400",,"119,132 ",,"903,041","1,186,227","16,695","6,673",360,"25,729,368","77,749","330,928,170 ",North America
Brazil,"928,834",,"45,456 ",,"464,774","418,604","8,318","4,371",214,"1,628,482","7,663","212,500,470 ",South America
Russia,"545,458",,"7,284 ",,"294,306","243,868","2,300","3,738",50,"15,395,417","105,497","145,932,234 ",Europe
India,"354,161",,"11,921 ",,"187,552","154,688","8,944",257,9,"5,921,069","4,292","1,379,455,941 ",Asia
UK,"298,136",,"41,969 ",,N/A,N/A,395,"4,393",618,"6,981,493","102,862","67,872,439 ",Europe
Spain,"291,408",,"27,136 ",,N/A,N/A,617,"6,233",580,"4,826,516","103,232","46,754,133 ",Europe
Italy,"237,500",,"34,405 ",,"178,526","24,569",177,"3,928",569,"4,695,707","77,660","60,464,907 ",Europe
Peru,"237,156",,"7,056 ",,"125,205","104,895","1,121","7,197",214,"1,396,605","42,383","32,952,301 ",South America
Iran,"192,439",,"9,065 ",,"152,675","30,699","2,815","2,292",108,"1,293,609","15,410","83,947,823 ",Asia
Germany,"188,382",,"8,910 ",,"173,100","6,372",419,"2,249",106,"4,694,147","56,033","83,774,027 ",Europe
Chile,"184,449",,"3,383 ",,"156,232","24,834","1,727","9,652",177,"873,533","45,712","19,109,674 ",South America
Turkey,"181,298",,"4,842 ",,"153,379","23,077",732,"2,151",57,"2,721,003","32,277","84,301,943 ",Asia
France,"157,716",,"29,547 ",,"73,335","54,834",820,"2,416",453,"1,384,633","21,214","65,268,238 ",Europe
Mexico,"154,863","+4,599","18,310 ",+730,"116,178","20,375",378,"1,202",142,"428,563","3,325","128,877,519 ",North America
Pakistan,"148,921",,"2,839 ",,"56,390","89,692",111,675,13,"922,665","4,181","220,697,198 ",Asia
Saudi Arabia,"136,315",,"1,052 ",,"89,540","45,723","1,897","3,918",30,"1,144,282","32,891","34,790,318 ",Asia
Canada,"99,467",,"8,213 ",,"61,443","29,811","1,971","2,636",218,"2,216,730","58,754","37,728,960 ",North America
Bangladesh,"94,481",,"1,262 ",,"36,264","56,955",1,574,8,"533,717","3,242","164,622,947 ",Asia
Qatar,"82,077",,80 ,,"60,461","21,536",244,"29,232",28,"300,499","107,023","2,807,805 ",Asia
South Africa,"76,334",,"1,625 ",,"42,063","32,646",208,"1,288",27,"1,148,933","19,382","59,277,377 ",Africa
Belgium,"60,155",,"9,663 ",,"16,625","33,867",76,"5,191",834,"1,045,014","90,183","11,587,727 ",Europe
Belarus,"55,369",,318 ,,"31,273","23,778",92,"5,860",34,"760,549","80,486","9,449,432 ",Europe
Colombia,"54,931",,"1,801 ",,"20,366","32,764",335,"1,080",35,"519,990","10,224","50,860,734 ",South America
Sweden,"53,323",,"4,939 ",,N/A,N/A,272,"5,281",489,"325,000","32,188","10,096,837 ",Europe
Netherlands,"49,087",,"6,070 ",,N/A,N/A,87,"2,865",354,"484,389","28,271","17,133,488 ",Europe
Ecuador,"47,943",,"3,970 ",,"23,684","20,289",230,"2,719",225,"135,845","7,705","17,631,471 ",South America
Egypt,"47,856",,"1,766 ",,"12,730","33,360",41,468,17,"135,000","1,320","102,247,168 ",Africa
UAE,"42,982",,293 ,,"28,861","13,828",1,"4,348",30,"2,626,000","265,643","9,885,431 ",Asia
