2020/06/19 01:34:41 UTC
"
North America
","2,617,021","+6,731","151,066",+691,"1,156,244","1,309,711","19,316",,,,,,North America
"
South America
","1,628,253",,"66,924",,"886,003","675,326","12,229",,,,,,South America
"
Europe
","2,268,136",,"185,235",,"1,219,133","863,768","6,400",,,,,,Europe
"
Asia
","1,775,383",+81,"45,455",,"1,114,563","615,365","16,029",,,,,,Asia
"
Africa
","278,677",,"7,450",,"128,347","142,880",506,,,,,,Africa
"
Oceania
","9,005",,124,,"8,466",415,2,,,,,,Australia/Oceania
"

",721,,15,,651,55,4,,,,,,
World,"8,577,196","+6,812","456,269",+691,"4,513,407","3,607,520","54,486","1,100",58.5,,,,All
USA,"2,263,651",,"120,688 ",,"930,994","1,211,969","16,503","6,840",365,"26,723,179","80,750","330,938,757 ",North America
Brazil,"983,359",,"47,869 ",,"503,507","431,983","8,318","4,627",225,"1,761,482","8,289","212,508,714 ",South America
Russia,"561,091",,"7,660 ",,"313,963","239,468","2,300","3,845",52,"15,679,724","107,445","145,932,574 ",Europe
India,"381,091",,"12,604 ",,"205,182","163,305","8,944",276,9,"6,249,668","4,530","1,379,530,022 ",Asia
UK,"300,469",,"42,288 ",,N/A,N/A,379,"4,427",623,"7,259,555","106,956","67,874,383 ",Europe
Spain,"292,348",,"27,136 ",,N/A,N/A,617,"6,253",580,"4,826,516","103,232","46,754,232 ",Europe
Peru,"244,388",,"7,461 ",,"131,190","105,737","1,130","7,416",226,"1,439,767","43,689","32,954,812 ",South America
Italy,"238,159",,"34,514 ",,"180,544","23,101",168,"3,939",571,"4,831,562","79,908","60,464,423 ",Europe
Chile,"225,103",,"3,841 ",,"186,441","34,821","1,845","11,779",201,"903,166","47,260","19,110,570 ",South America
Iran,"197,647",,"9,272 ",,"156,991","31,384","2,795","2,354",110,"1,344,599","16,016","83,953,697 ",Asia
Germany,"190,126",,"8,946 ",,"174,100","7,080",396,"2,269",107,"5,029,696","60,038","83,775,487 ",Europe
Turkey,"184,031",,"4,882 ",,"156,022","23,127",755,"2,183",58,"2,822,316","33,477","84,306,899 ",Asia
Mexico,"165,455","+5,662","19,747 ",+667,"123,095","22,613",378,"1,284",153,"453,481","3,518","128,884,917 ",North America
Pakistan,"160,118",,"3,093 ",,"59,215","97,810",111,725,14,"982,012","4,449","220,720,675 ",Asia
France,"158,641",,"29,603 ",,"73,887","55,151",752,"2,431",454,"1,384,633","21,214","65,269,025 ",Europe
Saudi Arabia,"145,991",,"1,139 ",,"93,915","50,937","1,877","4,196",33,"1,198,273","34,440","34,793,283 ",Asia
Bangladesh,"102,292",,"1,343 ",,"40,164","60,785",1,621,8,"570,503","3,465","164,631,906 ",Asia
Canada,"100,220",,"8,300 ",,"62,496","29,424","1,990","2,656",220,"2,295,440","60,837","37,730,767 ",North America
Qatar,"84,441",,86 ,,"63,642","20,713",230,"30,074",31,"309,670","110,289","2,807,805 ",Asia
South Africa,"83,890",,"1,737 ",,"44,920","37,233",208,"1,415",29,"1,228,098","20,716","59,281,463 ",Africa
Belgium,"60,348",,"9,683 ",,"16,724","33,941",60,"5,208",836,"1,056,075","91,135","11,588,002 ",Europe
Colombia,"60,217",,"1,950 ",,"22,680","35,587",335,"1,184",38,"550,611","10,825","50,863,696 ",South America
Belarus,"56,657",,331 ,,"34,023","22,303",92,"5,996",35,"800,435","84,707","9,449,416 ",Europe
Sweden,"56,043",,"5,053 ",,N/A,N/A,272,"5,550",500,"385,659","38,195","10,097,180 ",Europe
Egypt,"50,437",,"1,938 ",,"13,528","34,971",41,493,19,"135,000","1,320","102,257,731 ",Africa
Netherlands,"49,319",,"6,078 ",,N/A,N/A,67,"2,878",355,"505,370","29,496","17,133,694 ",Europe
Ecuador,"49,097",,"4,087 ",,"24,123","20,887",230,"2,784",232,"137,060","7,773","17,632,936 ",South America
UAE,"43,752",,298 ,,"30,241","13,213",1,"4,426",30,"3,000,000","303,457","9,886,084 ",Asia
Indonesia,"42,762",,"2,339 ",,"16,798","23,625",,156,9,"580,522","2,123","273,421,374 ",Asia
Singapore,"41,473",,26 ,,"32,712","8,735",2,"7,091",4,"576,189","98,514","5,848,780 ",Asia
Portugal,"38,089",,"1,524 ",,"24,010","12,555",67,"3,735",149,"1,032,268","101,227","10,197,556 ",Europe
Kuwait,"38,074",,308 ,,"29,512","8,254",188,"8,920",72,"346,325","81,141","4,268,199 ",Asia
Argentina,"37,510",,948 ,,"10,721","25,841",274,830,21,"250,615","5,547","45,181,415 ",South America
Ukraine,"34,063",,966 ,,"15,447","17,650",327,779,22,"517,995","11,842","43,740,849 ",Europe
Switzerland,"31,200",,"1,956 ",,"28,900",344,18,"3,606",226,"485,948","56,163","8,652,491 ",Europe
Poland,"31,015",,"1,316 ",,"15,317","14,382",72,819,35,"1,270,951","33,581","37,847,830 ",Europe
Philippines,"27,799",,"1,116 ",,"7,090","19,593",417,254,10,"536,845","4,901","109,527,436 ",Asia
Afghanistan,"27,532",,546 ,,"7,660","19,326",19,708,14,"61,599","1,584","38,891,787 ",Asia
Oman,"26,818",,119 ,,"13,264","13,435",102,"5,257",23,"148,467","29,105","5,101,003 ",Asia
Iraq,"25,717",,856 ,,"11,333","13,528",212,640,21,"380,005","9,456","40,184,894 ",Asia
Ireland,"25,355",,"1,714 ",,"22,698",943,28,"5,137",347,"393,421","79,707","4,935,819 ",Europe
Dominican Republic,"24,645",,635 ,,"14,293","9,717",162,"2,273",59,"117,119","10,800","10,844,096 ",North America
Panama,"23,351",,475 ,,"13,782","9,094",107,"5,415",110,"99,870","23,160","4,312,182 ",North America
Romania,"23,080",,"1,473 ",,"16,308","5,299",178,"1,200",77,"597,696","31,063","19,241,111 ",Europe
Bolivia,"20,685",,679 ,,"4,002","16,004",71,"1,773",58,"51,336","4,400","11,667,137 ",South America
Bahrain,"20,430",,55 ,,"14,696","5,679",27,"12,027",32,"454,368","267,479","1,698,705 ",Asia
Israel,"20,036",,303 ,,"15,518","4,215",38,"2,178",33,"804,743","87,495","9,197,590 ",Asia
Armenia,"18,698",,309 ,,"7,560","10,829",10,"6,310",104,"89,992","30,371","2,963,072 ",Asia
Nigeria,"18,480",,475 ,,"6,307","11,698",7,90,2,"106,006",515,"205,920,215 ",Africa
