2020/06/17 22:26:29 UTC
"
North America
","2,569,806","+30,193","148,738","+1,604","1,128,384","1,292,684","19,435",,,,,,North America
"
South America
","1,547,599","+33,911","64,885","+1,623","824,859","657,855","12,158",,,,,,South America
"
Europe
","2,252,387","+17,175","184,659",+692,"1,204,367","863,361","6,407",,,,,,Europe
"
Asia
","1,733,193","+41,744","44,558",+898,"1,085,221","603,414","15,959",,,,,,Asia
"
Africa
","269,174","+7,593","7,219",+193,"124,785","137,170",496,,,,,,Africa
"
Oceania
","8,983",+23,124,,"8,448",411,3,,,,,,Australia/Oceania
"

",721,,15,,651,55,4,,,,,,
World,"8,381,863","+130,639","450,198","+5,010","4,376,715","3,554,950","54,462","1,075",57.8,,,,All
USA,"2,232,030","+23,630","119,914 ",+782,"911,120","1,200,996","16,664","6,745",362,"26,159,091","79,048","330,928,170 ",North America
Brazil,"955,377","+26,543","46,510 ","+1,054","477,364","431,503","8,318","4,496",219,"1,709,468","8,045","212,500,470 ",South America
Russia,"553,301","+7,843","7,478 ",+194,"304,342","241,481","2,300","3,791",51,"15,679,724","107,445","145,932,234 ",Europe
India,"367,264","+13,103","12,262 ",+341,"194,438","160,564","8,944",266,9,"6,084,256","4,411","1,379,455,941 ",Asia
UK,"299,251","+1,115","42,153 ",+184,N/A,N/A,379,"4,409",621,"7,121,976","104,932","67,872,439 ",Europe
Spain,"291,763",+355,"27,136 ",,N/A,N/A,617,"6,240",580,"4,826,516","103,232","46,754,133 ",Europe
Peru,"240,908","+3,752","7,257 ",+201,"128,622","105,029","1,111","7,311",220,"1,417,911","43,029","32,952,301 ",South America
Italy,"237,828",+328,"34,448 ",+43,"179,455","23,925",163,"3,933",570,"4,773,408","78,945","60,464,907 ",Europe
Iran,"195,051","+2,612","9,185 ",+120,"154,812","31,054","2,789","2,323",109,"1,319,920","15,723","83,947,823 ",Asia
Germany,"190,179","+1,797","8,927  ",+17,"173,600","7,652",406,"2,270",107,"5,029,696","60,039","83,774,027 ",Europe
Chile,"184,449",,"3,615 ",+232,"156,232","24,602","1,794","9,652",189,"886,169","46,373","19,109,674 ",South America
Turkey,"182,727","+1,429","4,861 ",+19,"154,640","23,226",745,"2,168",58,"2,773,904","32,904","84,301,943 ",Asia
France,"158,174",+458,"29,575 ",+28,"73,667","54,932",772,"2,423",453,"1,384,633","21,214","65,268,238 ",Europe
Mexico,"154,863","+4,599","18,310 ",+730,"116,178","20,375",378,"1,202",142,"428,563","3,325","128,877,519 ",North America
Pakistan,"154,760","+5,839","2,975 ",+136,"58,437","93,348",111,701,13,"950,782","4,308","220,697,198 ",Asia
Saudi Arabia,"141,234","+4,919","1,091 ",+39,"91,662","48,481","1,859","4,060",31,"1,167,766","33,566","34,790,318 ",Asia
