2020/03/15 12:16:47 UTC,,,,,,,,
 Macao ,10, , , ,10,0, ,
 Bolivia ,10, , , , ,10, ,0.9
 Martinique ,10, , , , ,10, ,
 Venezuela ,10,8, , , ,10, ,0.4
 Lithuania ,9, , , ,1,8, ,3.3
 New Zealand ,8, , , , ,8, ,1.7
 Jamaica ,8, , , , ,8, ,2.7
 Kazakhstan ,8,2, , , ,8, ,0.4
 Cambodia ,7, , , ,1,6, ,0.4
 Jordan ,7,6, , ,1,6, ,0.7
 French Guiana ,7, , , , ,7, ,
 Liechtenstein ,7,3, , , ,7, ,
 Paraguay ,7, , , , ,7,1,1
 Réunion ,6, , , , ,6, ,
 Turkey ,6, , , , ,6, ,0.1
 Uruguay ,6, , , , ,6, ,1.7
 Bangladesh ,5, , , ,2,3, ,
 Ivory Coast ,4,2, , , ,4, ,0.2
 Cuba ,4, , , , ,4, ,0.4
 Puerto Rico ,4, , , , ,4, ,1.4
 Ukraine ,3, ,1, , ,2, ,0.1
 Burkina Faso ,3,1, , , ,3, ,0.1
 Channel Islands ,3, , , , ,3, ,
 French Polynesia ,3, , , , ,3, ,
 Ghana ,3,1, , , ,3, ,0.1
 Guadeloupe ,3, , , , ,3, ,
 Guam ,3,3, , , ,3, ,
 Honduras ,3, , , , ,3, ,0.3
 Monaco ,2, , , , ,2, ,
 Nigeria ,2, , , ,1,1, ,
 Aruba ,2, , , , ,2, ,
 Cameroon ,2, , , , ,2, ,0.1
 Curaçao ,2, , , , ,2, ,
 DRC ,2, , , , ,2, ,
 Namibia ,2, , , , ,2, ,0.8
 Saint Lucia ,2,1, , , ,2, ,
 Saint Martin ,2, , , , ,2, ,
 Seychelles ,2, , , , ,2, ,
 Trinidad and Tobago ,2, , , , ,2, ,1.4
 Guyana ,1, ,1, , ,0, ,
 Sudan ,1, ,1, , ,0, ,
 Andorra ,1, , , , ,1, ,
 Nepal ,1, , , ,1,0, ,
 Antigua and Barbuda ,1, , , , ,1, ,
 Bhutan ,1, , , , ,1, ,
 Cayman Islands ,1, , , , ,1, ,
 CAR ,1,1, , , ,1, ,0.2
 Equatorial Guinea ,1, , , , ,1, ,0.7
 Ethiopia ,1, , , , ,1, ,
 Gabon ,1, , , , ,1, ,0.4
 Gibraltar ,1, , , ,1,0, ,
 Guatemala ,1, , , , ,1, ,0.1
 Guinea ,1, , , , ,1, ,0.1
 Vatican City ,1, , , , ,1, ,
 Kenya ,1, , , , ,1, ,
 Mauritania ,1, , , , ,1, ,0.2
 Mayotte ,1, , , , ,1, ,
 Mongolia ,1, , , , ,1, ,0.3
 Rwanda ,1, , , , ,1, ,0.1
 St. Barth ,1, , , , ,1, ,
 St. Vincent Grenadines ,1, , , , ,1, ,
 Suriname ,1, , , , ,1, ,
 Eswatini ,1, , , , ,1, ,0.9
 Togo ,1, , , , ,1, ,0.1
 U.S. Virgin Islands ,1, , , , ,1, ,
 Uzbekistan ,1,1, , , ,1, ,
Total:,159758,3156,5961,138,75958,77839,5654,20.5
