2020/03/15 12:16:47 UTC,,,,,,,,
 China ,80849,25,3199,10,66929,10721,3226,56.2
 Italy ,21157, ,1441, ,1966,17750,1518,349.9
 Iran ,13938,1209,724,113,4339,8875, ,165.9
 S. Korea ,8162,76,75,3,834,7253,59,159.2
 Spain ,6392,1,197,1,517,5678,272,136.7
 Germany ,5142,543,9, ,46,5087,9,61.4
 France ,4499,30,91, ,12,4396,300,68.9
 USA ,3045,102,60,3,56,2929,10,9.2
 Switzerland ,1376,1,14,1,4,1358, ,159
 Norway ,1199,90,3, ,1,1195,27,221.2
 UK ,1140, ,21, ,18,1101,20,16.8
 Sweden ,981,20,2, ,1,978,2,97.1
 Netherlands ,959, ,12, ,2,945,45,56
 Belgium ,886,197,4, ,1,881,24,76.4
 Denmark ,864,28,1, ,1,862,2,149.2
 Japan ,805,1,22, ,144,639,35,6.4
 Austria ,800,145,1, ,6,793,1,88.8
 Diamond Princess ,696, ,7, ,456,233,15,
 Malaysia ,428,190, , ,35,393,9,13.2
 Qatar ,337, , , ,4,333, ,117
 Australia ,299,51,5,2,27,267,1,11.7
 Portugal ,256,87, , ,2,254,10,25.1
 Canada ,252, ,1, ,11,240,1,6.7
 Finland ,244,19, , ,10,234, ,44
 Czechia ,231,42, , , ,231,2,21.6
 Greece ,228, ,4,1,8,216,5,21.9
 Bahrain ,212, , , ,60,152,2,124.6
 Singapore ,212, , , ,105,107,11,36.2
 Israel ,200,7, , ,4,196,2,23.1
 Slovenia ,181, ,1, , ,180,3,87.1
 Iceland ,161, , , , ,161,1,
 Brazil ,151, , , ,1,150,2,0.7
 Hong Kong ,145,3,4, ,81,60,4,19.3
 Philippines ,140,29,11,3,2,127,1,1.3
 Estonia ,135,20, , ,1,134, ,101.8
 Romania ,131,8, , ,9,122,1,6.8
 Ireland ,129, ,2, ,1,126,6,26.1
 Indonesia ,117,21,5, ,8,104, ,0.4
 Thailand ,114,32,1, ,35,78,1,1.6
 Kuwait ,112,8, , ,9,103,4,26.2
 Poland ,111,7,3, ,13,95,3,2.9
 Iraq ,110, ,10, ,26,74, ,2.7
 Egypt ,110, ,2, ,27,81, ,1.1
 India ,107,7,2, ,10,95, ,0.1
 Saudi Arabia ,103, , , ,2,101, ,3
 San Marino ,101, ,5, ,4,92,3,
 Lebanon ,99,6,3, ,1,95,3,14.5
 UAE ,86,1, , ,20,66,2,8.7
 Chile ,61, , , , ,61, ,3.2
 Luxembourg ,59,8,1, , ,58, ,
 Taiwan ,59,6,1, ,20,38, ,2.5
 Russia ,59, , , ,8,51, ,0.4
 Slovakia ,54,10, , , ,54, ,9.9
 Vietnam ,53, , , ,16,37, ,0.5
 South Africa ,51,13, , , ,51, ,0.9
 Brunei ,50,10, , , ,50, ,
 Algeria ,48,9,4,1,10,34, ,1.1
 Croatia ,46,7, , ,2,44, ,11.2
 Serbia ,46, , , , ,46,1,5.3
 Argentina ,45, ,2, , ,43,1,1
 Bulgaria ,43,2,2, , ,41, ,6.2
 Panama ,43, ,1, , ,42, ,10
 Peru ,43, , , , ,43, ,1.3
 Albania ,42,4,1, , ,41,2,14.6
 Mexico ,41,15, , ,4,37,1,0.3
 Pakistan ,38,5, , ,2,36, ,0.2
 Palestine ,38, , , , ,38, ,7.4
 Hungary ,32,2, , ,1,31, ,3.3
 Georgia ,30, , , ,1,29,1,7.5
 Latvia ,30,4, , ,1,29, ,15.9
 Ecuador ,28, ,2, , ,26,1,1.6
 Morocco ,28,10,1, ,1,26,1,0.8
 Belarus ,27, , , ,3,24, ,2.9
 Costa Rica ,27, , , , ,27,1,5.3
 Cyprus ,26, , , , ,26, ,21.5
 Senegal ,24, , , ,2,22, ,1.4
 Colombia ,24, , , , ,24, ,0.5
 Armenia ,23,3, , , ,23, ,7.8
 Bosnia and Herzegovina ,21, , , , ,21, ,6.4
 Malta ,21,3, , ,2,19, ,
 Oman ,20, , , ,9,11, ,3.9
 Azerbaijan ,19, ,1, ,6,12, ,1.9
 North Macedonia ,19, , , ,1,18, ,9.1
 Tunisia ,18, , , , ,18,2,1.5
 Afghanistan ,16,5, , ,1,15, ,0.4
 Maldives ,13,3, , , ,13, ,
 Moldova ,12, , , , ,12, ,3
 Dominican Republic ,11, , , , ,11, ,1
 Sri Lanka ,11,1, , ,1,10, ,0.5
 Faeroe Islands ,11,1, , , ,11, ,
