2020/03/17 11:18:08 UTC,,,,,,,,
 China ,80881,21,3226,13,68708,8947,3226,56.2
 Italy ,27980, ,2158, ,2749,23073,1851,462.8
 Iran ,14991, ,853, ,4996,9142, ,178.5
 Spain ,11178,1236,491,149,530,10157,272,239.1
 S. Korea ,8320,84,81,6,1401,6838,59,162.3
 Germany ,7610,338,17, ,67,7526,2,90.8
 France ,6633, ,148, ,12,6473,400,101.6
 USA ,4743,80,93,7,74,4576,12,14.3
 Switzerland ,2354,1,21,2,4,2329, ,272
 UK ,1543, ,55, ,52,1436,20,22.7
 Netherlands ,1413, ,24, ,2,1387,45,82.5
 Norway ,1375,27,3, ,1,1371,27,253.6
 Belgium ,1243,185,10, ,1,1232,33,107.3
 Austria ,1211,193,3, ,8,1200,12,134.5
 Sweden ,1125,4,7, ,1,1117,2,111.4
 Denmark ,960,46,4, ,1,955,10,165.7
 Japan ,852,19,28, ,144,680,41,6.7
 Diamond Princess ,696, ,7, ,456,233,15,
 Malaysia ,673,107,2,2,49,622,10,20.8
 Australia ,452,51,5, ,27,420,1,17.7
 Canada ,441, ,4, ,11,426,1,11.7
 Qatar ,439, , , ,4,435, ,152.4
 Czechia ,383,39, , ,3,380,2,35.8
 Greece ,352, ,4, ,10,338,5,33.8
 Portugal ,331, ,1, ,3,327,18,32.5
 Israel ,304,6, , ,5,299,4,35.1
 Finland ,294,16, , ,10,284,1,53.1
 Slovenia ,253, ,1, , ,252,3,121.7
 Singapore ,243, , , ,109,134,11,41.5
 Bahrain ,236,8,1, ,81,154,3,138.7
 Brazil ,234, , , ,2,232,18,1.1
 Estonia ,225,20, , ,1,224, ,169.6
 Ireland ,223, ,2, ,5,216,6,45.2
 Poland ,205,28,5,1, ,200,3,5.4
 Iceland ,199, , , , ,199,1,
 Pakistan ,194,10,1, ,2,191, ,0.9
 Philippines ,187,45,12, ,5,170,1,1.7
 Romania ,184,16, , ,16,168,3,9.6
 Thailand ,177,30,1, ,41,135,1,2.5
 Indonesia ,172,38,5, ,8,159, ,0.6
 Egypt ,166, ,4, ,32,130, ,1.6
 Hong Kong ,162,7,4, ,81,77,4,21.6
 Chile ,156, , , , ,156, ,8.2
 Luxembourg ,140,59,1, , ,139,10,
 Iraq ,133, ,10, ,32,91, ,3.3
 Saudi Arabia ,133, , , ,6,127, ,3.8
 Kuwait ,130,7, , ,12,118,4,30.4
 India ,126, ,3,1,13,110, ,0.1
 Lebanon ,120,11,3, ,3,114,3,17.6
 San Marino ,102, ,9,2,4,89,11,
 UAE ,98, , , ,26,72,2,9.9
 Russia ,93, , , ,8,85, ,0.6
 Peru ,86, , , ,1,85,8,2.6
 Mexico ,82,29, , ,4,78,1,0.6
 Taiwan ,77,10,1, ,20,56, ,3.2
 Slovakia ,72, , , , ,72, ,13.2
 Panama ,69, ,1, , ,68, ,16
 Bulgaria ,67,5,2, , ,65, ,9.6
 Argentina ,65, ,2, ,3,60,1,1.4
 Croatia ,65,8, , ,4,61, ,15.8
 Serbia ,65,8, , ,1,64,2,7.4
 Armenia ,64,12, , ,1,63,2,21.6
 South Africa ,62, , , , ,62, ,1
 Vietnam ,61, , , ,16,45, ,0.6
 Algeria ,60, ,5,1,10,45, ,1.4
 Ecuador ,58, ,2, , ,56,2,3.3
 Colombia ,57,3, , ,1,56, ,1.1
 Brunei ,56,2, , , ,56,1,
 Albania ,51, ,1, , ,50,2,17.7
 Hungary ,50,11,1, ,2,47, ,5.2
 Latvia ,49,15, , ,1,48, ,26
 Faeroe Islands ,47,29, , , ,47, ,
 Turkey ,47, , , , ,47, ,0.6
 Cyprus ,46, , , , ,46,1,38.1
 Costa Rica ,41, , , , ,41,3,8
 Palestine ,40,1, , , ,40, ,7.8
 Morocco ,38,1,2,1,1,35,1,1
 Belarus ,36, , , ,3,33, ,3.8
 Jordan ,35,6, , ,1,34, ,3.4
 Georgia ,34,1, , ,1,33,1,8.5
 Venezuela ,33,16, , , ,33, ,1.2
 Kazakhstan ,32,22, , , ,32, ,1.7
 Malta ,30, , , ,2,28, ,
 Sri Lanka ,29,1, , ,2,27, ,1.4
 Moldova ,29, , , ,1,28,1,7.2
 Uruguay ,29, , , , ,29, ,8.3
 Azerbaijan ,28,3,1, ,6,21, ,2.8
 Senegal ,27, , , ,2,25, ,1.6
 Bosnia and Herzegovina ,26,1, , ,2,24, ,7.9
 Cambodia ,24,12, , ,1,23, ,1.4
 North Macedonia ,24, , , ,1,23,1,11.5
 Oman ,24, , , ,12,12, ,4.7
 Tunisia ,24, , , , ,24,2,2
 Afghanistan ,22,1, , ,1,21, ,0.6
 Dominican Republic ,21, ,1, , ,20, ,1.9
 Lithuania ,18, , , ,1,17,1,6.6
 Martinique ,15, ,1, , ,14, ,
 Burkina Faso ,15, , , , ,15, ,0.7
 Andorra ,14, , , , ,14, ,
 Maldives ,13, , , , ,13, ,
 Macao ,12, , , ,10,2, ,
 New Zealand ,12,4, , , ,12, ,2.5
 Jamaica ,12, , , ,2,10, ,4.1
 Bolivia ,11, , , , ,11, ,0.9
 French Guiana ,11, , , , ,11, ,
 Bangladesh ,10,2, , ,3,7, ,0.1
 Cameroon ,10,5, , , ,10, ,0.4
 Uzbekistan ,10,2, , , ,10, ,0.3
 Monaco ,9, , , , ,9, ,
 Paraguay ,9,1, , , ,9,1,1.3
 Réunion ,9, , , , ,9, ,
 Guatemala ,8, ,1, , ,7, ,0.4
 Honduras ,8,2, , , ,8, ,0.8
 Guyana ,7, ,1, , ,6, ,
 Ukraine ,7, ,1, , ,6, ,0.2
 Liechtenstein ,7, , , , ,7, ,
 Rwanda ,7, , , , ,7, ,0.5
 Channel Islands ,6, , , , ,6, ,
 Ghana ,6, , , , ,6, ,0.2
 Guadeloupe ,6, , , , ,6, ,
 Cuba ,5,1, , , ,5, ,0.4
 Ethiopia ,5, , , , ,5, ,
 Guam ,5,2, , , ,5, ,
 Puerto Rico ,5, , , , ,5, ,1.7
 Trinidad and Tobago ,5,1, , , ,5, ,3.6
 Ivory Coast ,4, , , , ,4, ,0.2
 Mongolia ,4, , , , ,4, ,1.2
 Seychelles ,4,1, , , ,4, ,
 Nigeria ,3,1, , ,1,2, ,
 Aruba ,3,1, , , ,3, ,
 DRC ,3, , , , ,3, ,
 French Polynesia ,3, , , , ,3, ,
 Gibraltar ,3, , , ,1,2, ,
 Kenya ,3, , , , ,3, ,0.1
 St. Barth ,3, , , , ,3, ,
 Curaçao ,2, , , , ,2, ,
 Liberia ,2,1, , , ,2, ,0.4
 Namibia ,2, , , , ,2, ,0.8
 Saint Lucia ,2, , , , ,2, ,
 Saint Martin ,2, , , , ,2, ,
 U.S. Virgin Islands ,2,1, , , ,2, ,
 Cayman Islands ,1, ,1, , ,0, ,
 Sudan ,1, ,1, , ,0, ,
 Nepal ,1, , , ,1,0, ,
 Antigua and Barbuda ,1, , , , ,1, ,
 Bahamas ,1, , , , ,1, ,
 Benin ,1, , , , ,1, ,0.1
 Bhutan ,1, , , , ,1, ,
 CAR ,1, , , , ,1, ,0.2
 Congo ,1, , , , ,1, ,0.2
 Equatorial Guinea ,1, , , , ,1, ,0.7
 Gabon ,1, , , , ,1, ,0.4
 Greenland ,1, , , , ,1, ,
 Guinea ,1, , , , ,1, ,0.1
 Vatican City ,1, , , , ,1, ,
 Mauritania ,1, , , , ,1, ,0.2
 Mayotte ,1, , , , ,1, ,
 St. Vincent Grenadines ,1, , , , ,1, ,
 Somalia ,1, , , , ,1, ,0.1
 Suriname ,1, , , , ,1, ,
 Eswatini ,1, , , , ,1, ,0.9
 Tanzania ,1, , , , ,1, ,
 Togo ,1, , , , ,1, ,0.1
Total:,185394,2954,7332,185,79935,98127,6184,23.8
