2020/08/20 04:54:05 JST
北海道,1632,103
青森県,33,1
岩手県,9,0
宮城県,185,1
秋田県,44,0
山形県,76,1
福島県,109,0
茨城県,463,10
栃木県,282,1
群馬県,307,19
埼玉県,3280,82
千葉県,2532,58
東京都,18082,344
神奈川県,3988,105
新潟県,133,0
富山県,319,22
石川県,486,29
福井県,155,8
山梨県,142,1
長野県,150,-
岐阜県,520,8
静岡県,425,1
愛知県,3787,45
三重県,285,2
滋賀県,354,4
京都府,1138,21
大阪府,7101,117
兵庫県,1924,48
奈良県,440,3
和歌山県,209,4
鳥取県,21,0
島根県,133,0
岡山県,128,-
広島県,437,3
山口県,84,0
徳島県,95,1
香川県,65,1
愛媛県,110,6
高知県,103,3
福岡県,3683,42
佐賀県,199,0
長崎県,189,3
熊本県,417,7
大分県,120,1
宮崎県,273,1
鹿児島県,335,7
沖縄県,1689,14
