2020/07/26 11:20:56 JST
北海道,1371,103
青森県,31,1
岩手県,0,0
宮城県,140,1
秋田県,16,0
山形県,75,1
福島県,86,0
茨城県,239,10
栃木県,147,0
群馬県,177,19
埼玉県,2000,71
千葉県,1432,46
東京都,10680,327
神奈川県,2188,98
新潟県,92,0
富山県,235,22
石川県,310,27
福井県,127,8
山梨県,85,1
長野県,87,-
岐阜県,216,7
静岡県,119,1
愛知県,869,35
三重県,61,1
滋賀県,151,1
京都府,586,18
大阪府,2915,87
兵庫県,918,45
奈良県,195,2
和歌山県,112,3
鳥取県,5,0
島根県,26,0
岡山県,49,-
広島県,244,3
山口県,47,0
徳島県,10,1
香川県,45,0
愛媛県,84,5
高知県,78,3
福岡県,1240,33
佐賀県,63,0
長崎県,47,1
熊本県,57,3
大分県,60,1
宮崎県,27,0
鹿児島県,203,0
沖縄県,172,7
