2020/04/26 13:34:45 JST
北海道,562,25
青森県,22,0
岩手県,0,0
宮城県,84,0
秋田県,16,0
山形県,66,0
福島県,66,0
茨城県,157,6
栃木県,53,0
群馬県,140,9
埼玉県,767,15
千葉県,768,18
東京都,3747,19
神奈川県,912,24
新潟県,65,0
富山県,163,3
石川県,222,5
福井県,120,5
山梨県,51,0
長野県,67,0
岐阜県,146,7
静岡県,59,0
愛知県,474,30
三重県,45,1
滋賀県,93,1
京都府,286,7
大阪府,1448,25
兵庫県,605,17
奈良県,76,1
和歌山県,52,1
鳥取県,3,0
島根県,16,0
岡山県,20,0
広島県,142,1
山口県,31,0
徳島県,5,0
香川県,28,0
愛媛県,47,3
高知県,71,2
福岡県,584,15
佐賀県,32,0
長崎県,16,1
熊本県,43,1
大分県,60,1
宮崎県,17,0
鹿児島県,10,0
沖縄県,133,4
