2020/09/17 07:15:39 JST
北海道,1884,106
青森県,35,1
岩手県,23,0
宮城県,313,2
秋田県,51,0
山形県,78,1
福島県,214,0
茨城県,616,16
栃木県,368,1
群馬県,567,19
埼玉県,4320,97
千葉県,3446,67
東京都,23274,386
神奈川県,6012,130
新潟県,151,0
富山県,408,25
石川県,736,43
福井県,244,8
山梨県,179,5
長野県,297,1
岐阜県,596,10
静岡県,506,1
愛知県,4920,76
三重県,463,5
滋賀県,472,7
京都府,1628,25
大阪府,9725,186
兵庫県,2478,55
奈良県,550,9
和歌山県,236,4
鳥取県,34,0
島根県,137,0
岡山県,147,-
広島県,472,3
山口県,194,1
徳島県,147,8
香川県,92,2
愛媛県,114,6
高知県,137,4
福岡県,4948,80
佐賀県,244,0
長崎県,236,3
熊本県,570,8
大分県,158,2
宮崎県,343,1
鹿児島県,373,11
沖縄県,2297,45
