2020/08/13 14:34:04 JST
北海道,1565,103
青森県,32,1
岩手県,7,0
宮城県,182,1
秋田県,35,0
山形県,76,1
福島県,98,0
茨城県,406,10
栃木県,249,0
群馬県,238,19
埼玉県,2956,79
千葉県,2224,55
東京都,16252,336
神奈川県,3305,103
新潟県,128,0
富山県,293,22
石川県,390,28
福井県,154,8
山梨県,132,1
長野県,134,-
岐阜県,475,7
静岡県,376,1
愛知県,3239,37
三重県,249,1
滋賀県,302,2
京都府,991,21
大阪府,5994,97
兵庫県,1662,47
奈良県,339,2
和歌山県,184,4
鳥取県,21,0
島根県,126,0
岡山県,115,-
広島県,415,3
山口県,78,0
徳島県,61,1
香川県,60,0
愛媛県,107,5
高知県,83,3
福岡県,3084,38
佐賀県,162,0
長崎県,170,3
熊本県,361,5
大分県,93,1
宮崎県,241,0
鹿児島県,277,3
沖縄県,1242,10
