2020/11/05 16:39:37 JST
北海道,3301,110
青森県,245,4
岩手県,27,0
宮城県,772,2
秋田県,64,0
山形県,86,1
福島県,391,6
茨城県,775,18
栃木県,492,1
群馬県,905,19
埼玉県,5945,109
千葉県,5119,81
東京都,31502,459
神奈川県,8868,173
新潟県,184,0
富山県,423,26
石川県,812,49
福井県,257,11
山梨県,216,6
長野県,349,6
岐阜県,698,11
静岡県,661,2
愛知県,6319,96
三重県,569,7
滋賀県,560,9
京都府,2061,30
大阪府,12876,244
兵庫県,3275,65
奈良県,675,10
和歌山県,277,4
鳥取県,38,0
島根県,141,0
岡山県,303,4
広島県,662,5
山口県,215,2
徳島県,164,9
香川県,102,2
愛媛県,116,6
高知県,144,4
福岡県,5238,103
佐賀県,264,0
長崎県,244,3
熊本県,814,8
大分県,159,3
宮崎県,369,1
鹿児島県,475,13
沖縄県,3392,63
