2020/10/07 14:15:15 JST
北海道,2181,107
青森県,37,1
岩手県,24,0
宮城県,428,2
秋田県,58,0
山形県,78,1
福島県,269,4
茨城県,677,17
栃木県,438,1
群馬県,728,19
埼玉県,4820,102
千葉県,4069,72
東京都,26550,413
神奈川県,7147,143
新潟県,170,0
富山県,422,26
石川県,778,47
福井県,244,11
山梨県,194,6
長野県,313,1
岐阜県,630,10
静岡県,558,2
愛知県,5437,86
三重県,530,7
滋賀県,506,8
京都府,1787,26
大阪府,10840,219
兵庫県,2797,59
奈良県,581,9
和歌山県,242,4
鳥取県,36,0
島根県,140,0
岡山県,161,-
広島県,604,3
山口県,201,2
徳島県,149,9
香川県,93,2
愛媛県,115,6
高知県,138,4
福岡県,5057,99
佐賀県,246,0
長崎県,238,3
熊本県,626,8
大分県,158,2
宮崎県,344,1
鹿児島県,435,12
沖縄県,2607,47
