2020/05/07 08:57:16 JST
北海道,891,43
青森県,26,0
岩手県,0,0
宮城県,88,0
秋田県,16,0
山形県,69,0
福島県,79,0
茨城県,168,9
栃木県,54,0
群馬県,146,16
埼玉県,901,27
千葉県,835,27
東京都,4727,19
神奈川県,1125,41
新潟県,78,0
富山県,216,10
石川県,268,13
福井県,122,8
山梨県,56,0
長野県,72,0
岐阜県,150,6
静岡県,73,1
愛知県,498,34
三重県,45,1
滋賀県,98,1
京都府,338,12
大阪府,1689,55
兵庫県,673,18
奈良県,88,2
和歌山県,62,2
鳥取県,3,0
島根県,24,0
岡山県,23,0
広島県,162,2
山口県,37,0
徳島県,5,1
香川県,28,0
愛媛県,48,3
高知県,74,3
福岡県,650,22
佐賀県,45,0
長崎県,17,1
熊本県,47,2
大分県,60,1
宮崎県,17,0
鹿児島県,10,0
沖縄県,142,4
