2020/09/25 05:48:36 JST
北海道,1984,107
青森県,35,1
岩手県,23,0
宮城県,372,2
秋田県,53,0
山形県,78,1
福島県,228,2
茨城県,630,17
栃木県,408,1
群馬県,684,19
埼玉県,4474,100
千葉県,3689,68
東京都,24453,392
神奈川県,6452,136
新潟県,165,0
富山県,410,25
石川県,761,46
福井県,244,10
山梨県,180,6
長野県,303,1
岐阜県,603,10
静岡県,522,1
愛知県,5131,81
三重県,480,7
滋賀県,481,8
京都府,1702,25
大阪府,10205,195
兵庫県,2615,57
奈良県,558,9
和歌山県,238,4
鳥取県,36,0
島根県,137,0
岡山県,148,-
広島県,487,3
山口県,195,2
徳島県,147,9
香川県,93,2
愛媛県,114,6
高知県,137,4
福岡県,5006,91
佐賀県,244,0
長崎県,236,3
熊本県,571,8
大分県,158,2
宮崎県,344,1
鹿児島県,377,12
沖縄県,2376,45
