2020/10/23 07:01:34 JST
北海道,2590,108
青森県,138,1
岩手県,26,0
宮城県,538,2
秋田県,61,0
山形県,81,1
福島県,374,6
茨城県,731,18
栃木県,473,1
群馬県,806,19
埼玉県,5476,103
千葉県,4637,76
東京都,29335,439
神奈川県,8100,154
新潟県,180,0
富山県,422,26
石川県,795,47
福井県,256,11
山梨県,199,6
長野県,327,4
岐阜県,651,10
静岡県,583,2
愛知県,5713,91
三重県,551,7
滋賀県,531,9
京都府,1934,29
大阪府,11702,229
兵庫県,3027,61
奈良県,618,9
和歌山県,260,4
鳥取県,35,0
島根県,140,0
岡山県,185,1
広島県,651,4
山口県,210,2
徳島県,163,9
香川県,99,2
愛媛県,116,6
高知県,140,4
福岡県,5153,100
佐賀県,253,0
長崎県,242,3
熊本県,754,8
大分県,159,3
宮崎県,366,1
鹿児島県,463,12
沖縄県,3012,56
