2020/08/23 03:45:24 JST
北海道,1671,103
青森県,33,1
岩手県,11,0
宮城県,189,2
秋田県,45,0
山形県,77,1
福島県,122,0
茨城県,490,11
栃木県,286,1
群馬県,361,19
埼玉県,3465,85
千葉県,2695,59
東京都,18865,350
神奈川県,4269,107
新潟県,137,0
富山県,336,22
石川県,532,30
福井県,156,8
山梨県,162,1
長野県,163,-
岐阜県,533,9
静岡県,433,1
愛知県,3978,49
三重県,318,2
滋賀県,373,4
京都府,1243,21
大阪府,7586,128
兵庫県,2033,48
奈良県,472,3
和歌山県,223,4
鳥取県,22,0
島根県,134,0
岡山県,133,-
広島県,438,3
山口県,100,0
徳島県,104,1
香川県,71,1
愛媛県,112,6
高知県,106,3
福岡県,3900,47
佐賀県,214,0
長崎県,192,3
熊本県,442,7
大分県,137,1
宮崎県,303,1
鹿児島県,340,8
沖縄県,1834,18
