2020/05/03 07:28:40 JST
北海道,790,29
青森県,26,0
岩手県,0,0
宮城県,88,0
秋田県,16,0
山形県,68,0
福島県,74,0
茨城県,165,7
栃木県,54,0
群馬県,146,15
埼玉県,857,17
千葉県,816,25
東京都,4331,19
神奈川県,1042,32
新潟県,77,0
富山県,201,7
石川県,254,7
福井県,122,8
山梨県,54,0
長野県,66,0
岐阜県,149,6
静岡県,73,1
愛知県,491,32
三重県,45,1
滋賀県,96,1
京都府,323,10
大阪府,1641,44
兵庫県,650,18
奈良県,85,1
和歌山県,62,2
鳥取県,3,0
島根県,23,0
岡山県,23,0
広島県,156,2
山口県,34,0
徳島県,5,0
香川県,28,0
愛媛県,47,3
高知県,74,3
福岡県,645,17
佐賀県,42,0
長崎県,17,1
熊本県,47,1
大分県,60,1
宮崎県,17,0
鹿児島県,10,0
沖縄県,142,4
