2020/04/29 06:23:12 JST
北海道,650,26
青森県,23,0
岩手県,0,0
宮城県,86,0
秋田県,16,0
山形県,66,0
福島県,69,0
茨城県,161,6
栃木県,54,0
群馬県,146,9
埼玉県,823,16
千葉県,793,23
東京都,3961,19
神奈川県,965,27
新潟県,69,0
富山県,181,3
石川県,236,5
福井県,121,6
山梨県,51,0
長野県,66,0
岐阜県,146,7
静岡県,64,0
愛知県,477,30
三重県,45,1
滋賀県,94,1
京都府,309,8
大阪府,1523,32
兵庫県,629,17
奈良県,78,1
和歌山県,59,1
鳥取県,3,0
島根県,22,0
岡山県,22,0
広島県,145,1
山口県,32,0
徳島県,5,0
香川県,28,0
愛媛県,47,3
高知県,73,2
福岡県,615,16
佐賀県,36,0
長崎県,16,1
熊本県,45,1
大分県,60,1
宮崎県,17,0
鹿児島県,10,0
沖縄県,137,4
