2020/09/13 23:12:44 JST
北海道,1860,106
青森県,35,1
岩手県,23,0
宮城県,275,2
秋田県,50,0
山形県,78,1
福島県,200,0
茨城県,606,14
栃木県,328,1
群馬県,517,19
埼玉県,4227,97
千葉県,3339,66
東京都,22631,380
神奈川県,5823,126
新潟県,147,0
富山県,408,25
石川県,724,42
福井県,244,8
山梨県,179,5
長野県,296,1
岐阜県,574,10
静岡県,504,1
愛知県,4787,74
三重県,450,4
滋賀県,468,7
京都府,1607,25
大阪府,9444,175
兵庫県,2421,54
奈良県,544,8
和歌山県,236,4
鳥取県,22,0
島根県,137,0
岡山県,146,-
広島県,464,3
山口県,194,1
徳島県,146,8
香川県,87,2
愛媛県,114,6
高知県,137,3
福岡県,4893,77
佐賀県,244,0
長崎県,234,3
熊本県,564,8
大分県,158,2
宮崎県,339,1
鹿児島県,372,11
沖縄県,2269,41
