2020/10/25 08:24:50 JST
北海道,2652,108
青森県,150,1
岩手県,27,0
宮城県,545,2
秋田県,61,0
山形県,84,1
福島県,379,6
茨城県,737,18
栃木県,476,1
群馬県,839,19
埼玉県,5561,103
千葉県,4734,76
東京都,29706,445
神奈川県,8246,157
新潟県,180,0
富山県,422,26
石川県,798,49
福井県,256,11
山梨県,203,6
長野県,330,4
岐阜県,668,11
静岡県,588,2
愛知県,5768,92
三重県,554,7
滋賀県,535,9
京都府,1958,30
大阪府,11880,232
兵庫県,3056,61
奈良県,624,9
和歌山県,268,4
鳥取県,35,0
島根県,140,0
岡山県,194,1
広島県,651,5
山口県,213,2
徳島県,164,9
香川県,101,2
愛媛県,116,6
高知県,140,4
福岡県,5174,101
佐賀県,253,0
長崎県,242,3
熊本県,767,8
大分県,159,3
宮崎県,366,1
鹿児島県,463,12
沖縄県,3094,58
