2020/07/28 07:02:01 JST
北海道,1386,103
青森県,31,1
岩手県,0,0
宮城県,140,1
秋田県,18,0
山形県,75,1
福島県,86,0
茨城県,242,10
栃木県,159,0
群馬県,179,19
埼玉県,2068,72
千葉県,1475,46
東京都,11214,328
神奈川県,2239,98
新潟県,92,0
富山県,235,22
石川県,313,27
福井県,129,8
山梨県,85,1
長野県,92,-
岐阜県,231,7
静岡県,119,1
愛知県,1010,35
三重県,65,1
滋賀県,153,1
京都府,586,18
大阪府,2915,87
兵庫県,965,45
奈良県,205,2
和歌山県,122,3
鳥取県,6,0
島根県,28,0
岡山県,61,-
広島県,257,3
山口県,49,0
徳島県,12,1
香川県,45,0
愛媛県,85,5
高知県,79,3
福岡県,1342,33
佐賀県,67,0
長崎県,52,2
熊本県,72,3
大分県,60,1
宮崎県,62,0
鹿児島県,211,0
沖縄県,186,7
