2020/08/29 11:32:14 JST
北海道,1734,103
青森県,35,1
岩手県,19,0
宮城県,192,2
秋田県,48,0
山形県,77,1
福島県,146,0
茨城県,532,12
栃木県,295,1
群馬県,426,19
埼玉県,3750,87
千葉県,2922,61
東京都,20096,356
神奈川県,4667,116
新潟県,140,0
富山県,368,23
石川県,605,33
福井県,190,8
山梨県,172,2
長野県,200,-
岐阜県,551,9
静岡県,469,1
愛知県,4323,58
三重県,354,2
滋賀県,428,4
京都府,1374,22
大阪府,8233,138
兵庫県,2187,50
奈良県,506,5
和歌山県,228,4
鳥取県,22,0
島根県,137,0
岡山県,143,-
広島県,453,3
山口県,141,0
徳島県,124,4
香川県,74,1
愛媛県,114,6
高知県,118,3
福岡県,4282,53
佐賀県,229,0
長崎県,219,3
熊本県,491,7
大分県,144,1
宮崎県,330,1
鹿児島県,351,11
沖縄県,2013,26
