2020/08/25 07:11:54 JST
北海道,1698,103
青森県,33,1
岩手県,11,0
宮城県,191,2
秋田県,45,0
山形県,77,1
福島県,125,0
茨城県,503,11
栃木県,289,1
群馬県,380,19
埼玉県,3562,86
千葉県,2774,59
東京都,19333,350
神奈川県,4420,107
新潟県,139,0
富山県,341,23
石川県,556,31
福井県,163,8
山梨県,162,1
長野県,172,-
岐阜県,539,9
静岡県,433,1
愛知県,4137,54
三重県,337,2
滋賀県,391,4
京都府,1243,21
大阪府,7841,129
兵庫県,2105,49
奈良県,490,3
和歌山県,225,4
鳥取県,22,0
島根県,134,0
岡山県,138,-
広島県,450,3
山口県,111,0
徳島県,106,1
香川県,71,1
愛媛県,114,6
高知県,109,3
福岡県,4055,48
佐賀県,222,0
長崎県,201,3
熊本県,471,7
大分県,138,1
宮崎県,317,1
鹿児島県,342,8
沖縄県,1889,19
