2020/10/17 06:01:59 JST
北海道,2430,107
青森県,57,1
岩手県,25,0
宮城県,504,2
秋田県,59,0
山形県,81,1
福島県,332,5
茨城県,719,18
栃木県,453,1
群馬県,764,19
埼玉県,5234,102
千葉県,4430,75
東京都,28420,427
神奈川県,7758,153
新潟県,180,0
富山県,422,26
石川県,787,47
福井県,249,11
山梨県,199,6
長野県,320,3
岐阜県,640,10
静岡県,572,2
愛知県,5596,91
三重県,544,7
滋賀県,520,8
京都府,1898,27
大阪府,11361,224
兵庫県,2946,60
奈良県,607,9
和歌山県,254,4
鳥取県,36,0
島根県,140,0
岡山県,168,1
広島県,644,3
山口県,209,2
徳島県,149,9
香川県,96,2
愛媛県,115,6
高知県,140,4
福岡県,5125,99
佐賀県,249,0
長崎県,241,3
熊本県,726,8
大分県,158,2
宮崎県,366,1
鹿児島県,456,12
沖縄県,2826,51
