2020/04/24 03:27:03 JST
北海道,473,21
青森県,22,0
岩手県,0,0
宮城県,84,0
秋田県,16,0
山形県,64,0
福島県,64,0
茨城県,146,6
栃木県,51,0
群馬県,131,9
埼玉県,681,10
千葉県,704,11
東京都,3320,19
神奈川県,816,19
新潟県,58,0
富山県,115,2
石川県,190,5
福井県,118,4
山梨県,50,0
長野県,54,0
岐阜県,140,5
静岡県,53,0
愛知県,422,27
三重県,41,1
滋賀県,76,1
京都府,264,6
大阪府,1351,15
兵庫県,546,17
奈良県,73,1
和歌山県,47,1
鳥取県,3,0
島根県,16,0
岡山県,19,0
広島県,138,0
山口県,31,0
徳島県,5,0
香川県,26,0
愛媛県,47,3
高知県,69,2
福岡県,539,13
佐賀県,17,0
長崎県,17,0
熊本県,41,1
大分県,60,1
宮崎県,17,0
鹿児島県,10,0
沖縄県,125,3
