Country,Deaths/Mil.,2020/03/18 20:52:00 UTC
 San Marino ,324.176
 Italy ,49.282
 Cayman Islands ,15.000
 Spain ,13.651
 Iran ,13.533
 France ,4.046
 Switzerland ,3.814
 Netherlands ,3.393
 Luxembourg ,3.192
 Martinique ,2.652
 China ,2.241
 S. Korea ,1.637
 UK ,1.545
 Guyana ,1.250
 Belgium ,1.206
Total:,1.145
 Norway ,1.107
 Sweden ,0.991
 Albania ,0.712
 Denmark ,0.689
 Bahrain ,0.588
 Lebanon ,0.571
 Hong Kong ,0.530
 Slovenia ,0.483
 Greece ,0.478
 Austria ,0.445
 Ireland ,0.404
 USA ,0.400
 Germany ,0.334
 Iraq ,0.293
 Bulgaria ,0.283
 Moldova ,0.250
 Australia ,0.234
 Canada ,0.233
 Panama ,0.233
 Japan ,0.226
 Portugal ,0.196
 Algeria ,0.187
 Philippines ,0.168
 Poland ,0.139
 Ecuador ,0.116
 Hungary ,0.103
 Dominican Republic ,0.095
 Azerbaijan ,0.088
 Indonesia ,0.067
 Malaysia ,0.061
 Egypt ,0.057
 Argentina ,0.051
 Burkina Faso ,0.050
 Ukraine ,0.050
 Guatemala ,0.050
 Taiwan ,0.040
 Morocco ,0.037
 Sudan ,0.025
 Turkey ,0.021
 Brazil ,0.015
 Thailand ,0.014
 Pakistan ,0.007
 Bangladesh ,0.006
 India ,0.002
