Country,Deaths/Mil.,2020/04/17 00:35:41 UTC
San Marino,1119.930
Andorra,427.088
Belgium,419.017
Spain,413.144
Italy,366.655
France,274.511
Sint Maarten,209.842
UK,202.287
Netherlands,193.471
Switzerland,148.025
Sweden,132.024
Luxembourg,110.232
Channel Islands,109.302
USA,104.570
Ireland,98.438
Bermuda,80.309
Monaco,76.452
Portugal,61.695
Iran,57.995
Denmark,55.437
Saint Martin,51.714
Germany,48.348
Isle of Man,47.042
Austria,45.515
Canada,31.557
Antigua and Barbuda,30.652
Slovenia,29.345
Norway,28.045
Estonia,27.138
Liechtenstein,26.228
Turks and Caicos,25.818
Panama,23.862
Iceland,23.443
Ecuador,22.833
North Macedonia,22.085
Martinique,21.316
Romania,20.396
Bahamas,20.377
Guadeloupe,19.972
Turkey,19.488
Aruba,18.737
World,18.674
Total:,18.661
Dominican Republic,18.060
Barbados,17.400
Israel,16.406
Czechia,15.789
Cayman Islands,15.217
Hungary,14.699
Finland,13.535
Moldova,13.387
Bosnia and Herzegovina,13.117
Serbia,11.795
Lithuania,11.745
Mayotte,10.996
Greece,10.086
Cyprus,9.943
Brazil,9.138
Albania,9.035
Croatia,8.520
Peru,8.314
Poland,8.288
Algeria,7.979
Guyana,7.636
Mauritius,7.083
Malta,6.794
Montenegro,6.363
Armenia,6.072
Curaçao,6.071
Trinidad and Tobago,5.684
Chile,5.496
Bulgaria,5.463
Belize,5.000
S. Korea,4.467
Belarus,4.234
Bahrain,4.114
UAE,3.539
Honduras,3.533
Morocco,3.530
Mexico,3.456
Philippines,3.326
Tunisia,3.151
Lebanon,3.072
Colombia,2.851
Argentina,2.697
Latvia,2.652
Ukraine,2.648
Uruguay,2.600
Malaysia,2.594
Bolivia,2.499
Australia,2.474
Qatar,2.429
Saudi Arabia,2.381
Cuba,2.381
China,2.313
Brunei ,2.287
Djibouti,2.024
Iraq,2.008
Egypt,1.906
New Zealand,1.869
Cabo Verde,1.804
Indonesia,1.798
Singapore,1.710
Suriname,1.700
Jamaica,1.678
Russia,1.586
Burkina Faso,1.524
Japan,1.503
Azerbaijan,1.485
Slovakia,1.466
Liberia,1.220
Paraguay,1.103
El Salvador,0.915
Kazakhstan,0.909
Congo,0.897
Eswatini,0.875
Cameroon,0.839
South Africa,0.811
Afghanistan,0.786
Oman,0.785
Costa Rica,0.785
Kyrgyzstan,0.762
Georgia,0.750
Kuwait,0.703
Jordan,0.679
Thailand,0.654
Togo,0.617
Mali,0.608
Niger,0.575
Pakistan,0.573
Hong Kong,0.534
Gabon,0.450
Gambia,0.444
Botswana,0.400
Palestine,0.390
Bangladesh,0.382
India,0.334
Sri Lanka,0.324
Somalia,0.312
Venezuela,0.309
Haiti,0.293
Mauritania,0.286
Guatemala,0.281
Ghana,0.262
Zimbabwe,0.261
Taiwan,0.258
DRC,0.247
Ivory Coast,0.229
Kenya,0.188
Libya,0.143
Zambia,0.125
Syria,0.121
Uzbekistan,0.119
Senegal,0.119
Nicaragua,0.111
Sudan,0.109
Malawi,0.100
Myanmar,0.094
Benin,0.086
Tanzania,0.085
Burundi,0.080
Guinea,0.075
Angola,0.063
Nigeria,0.059
Ethiopia,0.026
