Country,Deaths/Mil.,2020/08/16 22:21:36 UTC
World,2284.866
Total:,2284.866
"
North America
",913.986
Total:,913.986
USA,535.907
"
South America
",495.929
Total:,495.929
"
Asia
",401.988
Total:,401.988
Mexico,398.969
"
Europe
",332.426
Total:,332.426
Brazil,268.581
Iran,222.081
India,172.456
Canada,169.745
Peru,75.173
France,51.069
Spain,49.204
Colombia,48.417
Russia,39.091
Argentina,33.578
Chile,32.227
"
Africa
",27.669
Total:,27.669
Ecuador,22.477
Romania,20.333
Saudi Arabia,20.251
Iraq,18.945
Pakistan,16.429
Turkey,16.270
El Salvador,11.619
South Africa,10.865
Moldova,10.746
Belgium,10.462
UK,9.482
Germany,9.249
Italy,7.806
Philippines,7.619
Dominican Republic,5.093
Japan,4.638
Ethiopia,3.835
Netherlands,3.527
Panama,3.377
Ukraine,3.127
Bolivia,2.867
Israel,2.823
Kazakhstan,2.731
Uzbekistan,2.692
Poland,2.682
Egypt,2.193
Sweden,2.127
Bulgaria,1.899
China,1.857
Serbia,1.658
Algeria,1.420
Switzerland,1.358
Portugal,1.282
Honduras,1.160
Madagascar,1.143
Afghanistan,1.134
Senegal,1.103
Costa Rica,1.054
Oman,1.040
Angola,0.923
Kyrgyzstan,0.857
"
Oceania
",0.846
Total:,0.846
Australia,0.799
Lebanon,0.789
Greece,0.773
Kuwait,0.769
Hungary,0.742
Venezuela,0.708
Kenya,0.692
Cameroon,0.651
Austria,0.592
Paraguay,0.542
Ireland,0.521
Czechia,0.517
Morocco,0.480
Albania,0.463
Hong Kong,0.416
Tanzania,0.289
Croatia,0.278
S. Korea,0.259
Tunisia,0.231
Guyana,0.228
Suriname,0.213
Lithuania,0.201
Guatemala,0.190
Eswatini,0.182
North Macedonia,0.171
Sint Maarten,0.170
Bahrain,0.149
Guinea,0.144
Nigeria,0.140
Malawi,0.125
Qatar,0.124
Namibia,0.118
Monaco,0.110
Slovenia,0.107
Uruguay,0.106
Malaysia,0.095
Martinique,0.095
French Guiana,0.093
"

",0.083
Total:,0.083
Guinea-Bissau,0.078
Cyprus,0.075
Diamond Princess,0.073
Mauritania,0.070
Slovakia,0.064
Trinidad and Tobago,0.064
Guadeloupe,0.063
Somalia,0.057
Andorra,0.054
Cuba,0.053
Norway,0.052
Luxembourg,0.049
Togo,0.047
Maldives,0.046
New Zealand,0.041
Saint Martin,0.037
Ghana,0.033
Antigua and Barbuda,0.032
CAR,0.026
Jamaica,0.025
Jordan,0.024
Réunion,0.023
Malta,0.021
Belize,0.020
Turks and Caicos,0.020
Thailand,0.017
Bahamas,0.014
Mayotte,0.013
Gabon,0.006
Iceland,0.005
Sri Lanka,0.004
Botswana,0.002
