Country,Deaths/Mil.,2020/04/27 20:59:06 UTC
San Marino,1208.357
Belgium,621.796
Andorra,517.724
Spain,503.080
Italy,446.158
France,356.891
UK,310.711
Sint Maarten,303.216
Netherlands,263.673
Isle of Man,235.195
Sweden,225.165
Ireland,223.171
Channel Islands,201.333
Montserrat,200.364
Switzerland,192.396
USA,170.708
Luxembourg,140.578
Monaco,101.937
Bermuda,96.330
Portugal,90.996
Saint Martin,77.605
Denmark,73.736
Germany,72.193
Canada,71.573
Iran,69.122
Austria,60.960
Slovenia,39.902
Panama,38.231
Norway,37.803
Estonia,37.705
Ecuador,37.572
Martinique,37.280
Finland,34.818
Turkey,34.383
Romania,33.296
British Virgin Islands,33.000
North Macedonia,31.222
Antigua and Barbuda,30.625
Guadeloupe,29.960
Iceland,29.302
Hungary,28.943
Bahamas,27.913
World,27.074
Total:,27.074
Liechtenstein,26.232
Dominican Republic,25.991
Turks and Caicos,25.833
Moldova,25.288
Peru,23.706
Israel,23.567
Brazil,21.383
Barbados,20.886
Czechia,20.733
Aruba,18.740
Serbia,18.539
Bosnia and Herzegovina,18.288
Cayman Islands,15.214
Lithuania,15.053
Poland,14.827
Mayotte,14.663
Croatia,14.381
Greece,13.042
Cyprus,12.427
Montenegro,11.143
Mexico,10.494
Chile,10.364
Guyana,10.162
Algeria,9.827
Armenia,9.784
Albania,9.739
Malta,9.058
Bulgaria,8.340
UAE,8.292
Belarus,7.939
Mauritius,7.874
Latvia,6.897
Honduras,6.183
Curaçao,6.125
Trinidad and Tobago,5.724
Russia,5.439
Kuwait,5.152
Ukraine,5.031
Belize,5.000
Cuba,4.959
Colombia,4.808
S. Korea,4.730
Bahrain,4.701
Philippines,4.665
Morocco,4.404
Uruguay,4.307
Bolivia,4.263
Argentina,4.243
Saudi Arabia,4.134
New Zealand,3.945
Lebanon,3.515
Qatar,3.471
French Guiana,3.351
Egypt,3.312
Slovakia,3.298
Australia,3.261
China,3.244
Tunisia,3.203
Malaysia,3.062
Japan,2.934
Indonesia,2.775
Liberia,2.419
Singapore,2.393
Jamaica,2.360
Brunei ,2.283
Iraq,2.192
Azerbaijan,2.163
Cameroon,2.107
Djibouti,2.025
Burkina Faso,1.994
Oman,1.957
Cabo Verde,1.798
Suriname,1.700
Somalia,1.625
South Africa,1.521
Georgia,1.509
Afghanistan,1.473
Gabon,1.347
Kazakhstan,1.332
Pakistan,1.322
Paraguay,1.263
El Salvador,1.238
Kyrgyzstan,1.232
Niger,1.200
Costa Rica,1.179
Mali,1.127
Congo,1.080
Bangladesh,0.925
Eswatini,0.862
Guatemala,0.840
Thailand,0.745
Togo,0.735
Equatorial Guinea,0.713
Jordan,0.686
India,0.670
Senegal,0.538
Guinea,0.536
Hong Kong,0.532
Ivory Coast,0.529
Sierra Leone,0.516
Guinea-Bissau,0.507
Haiti,0.486
Sudan,0.480
Nicaragua,0.462
Botswana,0.409
Gambia,0.400
Palestine,0.392
Ghana,0.355
Venezuela,0.338
Sri Lanka,0.321
DRC,0.305
Libya,0.295
Mauritania,0.286
Kenya,0.270
Zimbabwe,0.258
Taiwan,0.252
Uzbekistan,0.239
Nigeria,0.189
Zambia,0.170
Tanzania,0.167
Malawi,0.167
Syria,0.140
Myanmar,0.103
Burundi,0.082
Benin,0.078
Angola,0.059
Ethiopia,0.024
