番号,地点記号,掲載地点名,緯度,経度,MSL潮位表基準面,MSL標高,潮位表基準面標高,M2振幅,M2遅角,S2振幅,S2遅角,K1振幅,K1角度,O1振幅,O1遅角,分潮一覧表,備考
205,N5,対馬比田勝,34゜39',129゜29',58.0,8.7,-49.3,32.16,253.35,15.84,278.84,3.09,245.98,3.67,251.86,2019年,
206,K5,萩,34゜26',131゜25',48.0,-,-,15.56,315.96,7.82,335.17,9.67,326.64,11.09,301.22,-,
207,ZK,須佐,34゜38',131゜36',40.0,24.7,-15.3,12.20,328.77,6.20,345.42,9.12,337.55,10.53,309.89,-,
208,HA,浜田,34゜54',132゜04',29.0,26.3,-2.7,7.89,353.06,3.90,3.68,7.24,352.58,8.83,325.69,2019年,
209,SK,境,35゜33',133゜15',17.0,28.7,11.7,5.49,68.36,2.03,82.37,4.86,343.20,4.61,311.91,2019年,
210,SA,西郷,36゜12',133゜20',17.0,11.8,-5.2,5.72,63.42,2.02,78.99,5.07,347.32,5.60,323.88,2019年,
211,ZE,田後,35゜36',134゜19',20.0,28.3,8.3,6.00,66.50,2.17,83.83,5.07,342.27,5.20,314.35,-,
212,T6,津居山,35゜39',134゜50',17.0,-,-,5.79,70.02,2.06,88.22,4.96,342.87,5.00,314.08,-,
213,T2,宮津,35゜32',135゜12',18.0,-,-,6.28,68.22,2.29,88.87,5.07,341.92,5.13,314.34,-,
214,MZ,舞鶴,35゜29',135゜23',19.0,28.8,9.8,6.11,71.08,2.26,90.21,5.22,342.31,5.35,314.42,2019年,
215,XM,敦賀,35゜40',136゜04',18.0,-,-,5.74,73.10,2.09,95.53,5.06,342.78,5.26,315.20,-,
216,ZG,三国,36゜15',136゜09',18.0,30.9,12.9,5.62,78.29,1.89,100.62,5.20,346.29,5.30,318.39,-,
217,T1,金沢,36゜37',136゜36',20.0,-,-,5.64,76.21,1.98,98.58,5.25,344.90,5.38,318.14,-,
218,Z7,輪島,37゜24',136゜54',20.0,22.8,2.8,5.75,79.79,2.05,104.17,5.43,346.26,5.45,319.68,-,
219,SZ,能登,37゜30',137゜09',20.0,26.6,6.6,5.66,80.43,2.03,107.00,5.36,346.18,5.37,319.66,2019年,
220,XO,七尾,37゜03',136゜58',20.0,-,-,6.17,83.76,2.24,110.02,5.34,347.56,5.39,322.10,-,
221,XQ,伏木富山,36゜48',137゜04',20.0,-,-,5.87,82.11,2.12,107.46,5.31,346.20,5.26,320.51,-,
222,SN,新湊,36゜47',137゜07',20.0,-,-,5.89,81.23,2.13,107.11,5.30,346.12,5.27,320.02,-,
223,TY,富山,36゜46',137゜13',22.0,29.5,7.5,5.78,82.37,2.11,108.95,5.28,346.91,5.23,320.14,2019年,
224,I7,生地,36゜53',137゜25',22.0,-,-,5.82,82.34,2.13,109.31,5.49,346.29,5.37,319.91,-,
225,T3,直江津,37゜11',138゜15',19.0,-,-,5.89,81.82,2.10,111.09,5.31,345.33,5.33,320.28,-,
226,ZC,柏崎,37゜21',138゜31',21.0,23.0,2.0,5.53,87.05,2.03,115.54,5.29,348.38,5.40,322.59,-,
227,S6,新潟西港,37゜56',139゜04',17.0,-,-,5.59,88.46,2.03,119.64,5.30,348.77,5.41,323.49,-,
228,I5,新潟東港,37゜59',139゜13',17.0,-,-,5.44,90.29,2.05,122.08,5.29,349.83,5.42,324.07,-,
229,ZN,小木,37゜49',138゜17',19.0,0.6,-18.4,5.49,86.52,2.00,115.49,5.34,347.93,5.40,322.52,-,
230,RZ,両津,38゜05',138゜26',18.0,-,-,5.68,87.49,2.02,118.33,5.37,347.84,5.39,322.76,-,
231,S0,佐渡,38゜19',138゜31',18.0,5.9,-12.1,5.48,87.67,2.03,118.91,5.34,347.65,5.52,323.07,2019年,
232,QR,粟島,38゜28',139゜15',20.0,9.3,-10.7,5.39,90.38,2.01,122.35,5.25,349.41,5.37,323.49,-,
233,ZB,鼠ヶ関,38゜34',139゜33',20.0,26.8,6.8,5.13,93.46,1.96,126.18,5.15,350.82,5.30,324.20,-,
234,S9,酒田,38゜55',139゜49',21.0,-,-,5.19,94.22,2.02,126.92,5.26,350.91,5.48,324.90,-,
235,ZQ,飛島,39゜11',139゜33',19.0,0.2,-18.8,5.24,93.86,2.00,126.85,5.32,349.98,5.44,324.79,-,
236,S1,秋田,39゜45',140゜04',19.0,-,-,5.17,96.96,2.08,130.50,5.36,351.25,5.42,325.81,-,
237,S2,船川港,39゜55',139゜51',18.0,-,-,5.45,95.59,2.07,135.24,5.38,348.43,5.41,325.57,-,
238,ZI,男鹿,39゜57',139゜42',18.0,27.4,9.4,5.05,101.10,1.98,136.04,5.36,353.51,5.33,328.43,-,
239,FK,深浦,40゜39',139゜56',18.0,29.3,11.3,5.01,98.08,2.04,132.85,5.29,352.42,5.31,326.61,2019年,
