Date Time, Water Level, Sigma, O, F, R, L, Quality 
2018-04-01 12:24,0.095,0.056,0,0,0,0,v
2018-04-01 12:30,0.217,0.059,0,0,0,0,v
2018-04-01 12:36,0.381,0.062,0,0,0,0,v
2018-04-01 12:42,0.551,0.062,0,0,0,0,v
2018-04-01 12:48,0.732,0.069,0,0,0,0,v
2018-04-01 12:54,0.932,0.082,0,0,0,0,v
2018-04-01 13:00,1.165,0.075,0,0,0,0,v
2018-04-01 13:06,1.407,0.089,0,0,0,0,v
2018-04-01 13:12,1.670,0.089,0,0,0,0,v
2018-04-01 13:18,1.929,0.085,0,0,0,0,v
2018-04-01 13:24,2.238,0.112,0,0,0,0,v
2018-04-01 13:30,2.549,0.105,0,0,0,0,v
2018-04-01 13:36,2.858,0.112,0,0,0,0,v
2018-04-01 13:42,3.179,0.102,0,0,0,0,v
2018-04-01 13:48,3.491,0.112,0,0,0,0,v
2018-04-01 13:54,3.832,0.118,0,0,0,0,v
2018-04-01 14:00,4.150,0.112,0,0,0,0,v
2018-04-01 14:06,4.459,0.098,0,0,0,0,v
2018-04-01 14:12,4.777,0.102,0,0,0,0,v
2018-04-01 14:18,5.085,0.098,0,0,0,0,v
2018-04-01 14:24,5.374,0.095,0,0,0,0,v
2018-04-01 14:30,5.640,0.098,0,0,0,0,v
2018-04-01 14:36,5.919,0.085,0,0,0,0,v
2018-04-01 14:42,6.168,0.092,0,0,0,0,v
2018-04-01 14:48,6.407,0.082,0,0,0,0,v
2018-04-01 14:54,6.624,0.069,0,0,0,0,v
2018-04-01 15:00,6.808,0.062,0,0,0,0,v
2018-04-01 15:06,6.982,0.066,0,0,0,0,v
2018-04-01 15:12,7.133,0.066,0,0,0,0,v
2018-04-01 15:18,7.274,0.059,0,0,0,0,v
2018-04-01 15:24,7.392,0.056,0,0,0,0,v
2018-04-01 15:30,7.503,0.052,0,0,0,0,v
2018-04-01 15:36,7.579,0.056,0,0,0,0,v
2018-04-01 15:42,7.648,0.043,0,0,0,0,v
2018-04-01 15:48,7.713,0.046,0,0,0,0,v
2018-04-01 15:54,7.753,0.039,0,0,0,0,v
2018-04-01 16:00,7.769,0.039,0,0,0,0,v
2018-04-01 16:06,7.785,0.033,0,0,0,0,v
2018-04-01 16:12,7.785,0.033,0,0,0,0,v
2018-04-01 16:18,7.789,0.036,0,0,0,0,v
2018-04-01 16:24,7.785,0.039,0,0,0,0,v
2018-04-01 16:30,7.779,0.039,0,0,0,0,v
2018-04-01 16:36,7.779,0.046,0,0,0,0,v
2018-04-01 16:42,7.779,0.043,0,0,0,0,v
2018-04-01 16:48,7.789,0.043,0,0,0,0,v
2018-04-01 16:54,7.802,0.033,0,0,0,0,v
2018-04-01 17:00,7.802,0.039,0,0,0,0,v
2018-04-01 17:06,7.828,0.043,0,0,0,0,v
2018-04-01 17:12,7.822,0.043,0,0,0,0,v
2018-04-01 17:18,7.841,0.049,0,0,0,0,v
2018-04-01 17:24,7.831,0.039,0,0,0,0,v
2018-04-01 17:30,7.835,0.033,0,0,0,0,v
2018-04-01 17:36,7.808,0.039,0,0,0,0,v
2018-04-01 17:42,7.782,0.039,0,0,0,0,v
2018-04-01 17:48,7.749,0.036,0,0,0,0,v
2018-04-01 17:54,7.703,0.036,0,0,0,0,v
2018-04-01 18:00,7.641,0.039,0,0,0,0,v
2018-04-01 18:06,7.566,0.046,0,0,0,0,v
2018-04-01 18:12,7.477,0.043,0,0,0,0,v
2018-04-01 18:18,7.369,0.043,0,0,0,0,v
2018-04-01 18:24,7.260,0.046,0,0,0,0,v
2018-04-01 18:30,7.116,0.056,0,0,0,0,v
2018-04-01 18:36,6.965,0.052,0,0,0,0,v
2018-04-01 18:42,6.818,0.062,0,0,0,0,v
2018-04-01 18:48,6.637,0.066,0,0,0,0,v
2018-04-01 18:54,6.467,0.059,0,0,0,0,v
2018-04-01 19:00,6.250,0.079,0,0,0,0,v
2018-04-01 19:06,6.033,0.079,0,0,0,0,v
2018-04-01 19:12,5.810,0.089,0,0,0,0,v
2018-04-01 19:18,5.561,0.082,0,0,0,0,v
2018-04-01 19:24,5.305,0.089,0,0,0,0,v
2018-04-01 19:30,5.033,0.095,0,0,0,0,v
2018-04-01 19:36,4.770,0.092,0,0,0,0,v
2018-04-01 19:42,4.485,0.089,0,0,0,0,v
2018-04-01 19:48,4.226,0.098,0,0,0,0,v
2018-04-01 19:54,3.963,0.082,0,0,0,0,v
2018-04-01 20:00,3.701,0.098,0,0,0,0,v
2018-04-01 20:06,3.432,0.085,0,0,0,0,v
2018-04-01 20:12,3.133,0.095,0,0,0,0,v
2018-04-01 20:18,2.864,0.095,0,0,0,0,v
2018-04-01 20:24,2.621,0.102,0,0,0,0,v
2018-04-01 20:30,2.362,0.079,0,0,0,0,v
2018-04-01 20:36,2.119,0.082,0,0,0,0,v
2018-04-01 20:42,1.883,0.095,0,0,0,0,v
2018-04-01 20:48,1.650,0.075,0,0,0,0,v
2018-04-01 20:54,1.440,0.069,0,0,0,0,v
2018-04-01 21:00,1.220,0.066,0,0,0,0,v
2018-04-01 21:06,1.024,0.069,0,0,0,0,v
2018-04-01 21:12,0.830,0.072,0,0,0,0,v
2018-04-01 21:18,0.630,0.072,0,0,0,0,v
2018-04-01 21:24,0.453,0.062,0,0,0,0,v
2018-04-01 21:30,0.282,0.049,0,0,0,0,v
2018-04-01 21:36,0.131,0.046,0,0,0,0,v
2018-04-01 21:42,-0.010,0.052,0,0,0,0,v
2018-04-01 21:48,-0.131,0.052,0,0,0,0,v
2018-04-01 21:54,-0.230,0.046,0,0,0,0,v
2018-04-01 22:00,-0.322,0.039,0,0,0,0,v
2018-04-01 22:06,-0.390,0.033,0,0,0,0,v
2018-04-01 22:12,-0.436,0.033,0,0,0,0,v
2018-04-01 22:18,-0.463,0.026,0,0,0,0,v
2018-04-01 22:24,-0.482,0.030,0,0,0,0,v
2018-04-01 22:30,-0.479,0.033,0,0,0,0,v
2018-04-01 22:36,-0.472,0.033,0,0,0,0,v
2018-04-01 22:42,-0.466,0.030,0,0,0,0,v
2018-04-01 22:48,-0.443,0.026,0,0,0,0,v
2018-04-01 22:54,-0.433,0.026,0,0,0,0,v
2018-04-01 23:00,-0.427,0.026,0,0,0,0,v
2018-04-01 23:06,-0.423,0.026,0,0,0,0,v
2018-04-01 23:12,-0.440,0.023,0,0,0,0,v
2018-04-01 23:18,-0.443,0.023,0,0,0,0,v
2018-04-01 23:24,-0.446,0.026,0,0,0,0,v
2018-04-01 23:30,-0.466,0.023,0,0,0,0,v
2018-04-01 23:36,-0.486,0.023,0,0,0,0,v
2018-04-01 23:42,-0.499,0.023,0,0,0,0,v
2018-04-01 23:48,-0.518,0.026,0,0,0,0,v
2018-04-01 23:54,-0.525,0.023,0,0,0,0,v
2018-04-02 00:00,-0.512,0.026,0,0,0,0,v
2018-04-02 00:06,-0.492,0.023,0,0,0,0,v
2018-04-02 00:12,-0.469,0.033,0,0,0,0,v
2018-04-02 00:18,-0.433,0.033,0,0,0,0,v
2018-04-02 00:24,-0.374,0.033,0,0,0,0,v
2018-04-02 00:30,-0.292,0.033,0,0,0,0,v
2018-04-02 00:36,-0.200,0.046,0,0,0,0,v
2018-04-02 00:42,-0.082,0.046,0,0,0,0,v
2018-04-02 00:48,0.069,0.049,0,0,0,0,v
2018-04-02 00:54,0.230,0.066,0,0,0,0,v
2018-04-02 01:00,0.417,0.062,0,0,0,0,v
2018-04-02 01:06,0.640,0.069,0,0,0,0,v
2018-04-02 01:12,0.883,0.085,0,0,0,0,v
2018-04-02 01:18,1.138,0.095,0,0,0,0,v
2018-04-02 01:24,1.437,0.098,0,0,0,0,v
2018-04-02 01:30,1.742,0.098,0,0,0,0,v
2018-04-02 01:36,2.077,0.105,0,0,0,0,v
2018-04-02 01:42,2.398,0.108,0,0,0,0,v
2018-04-02 01:48,2.743,0.105,0,0,0,0,v
2018-04-02 01:54,3.087,0.105,0,0,0,0,v
2018-04-02 02:00,3.435,0.105,0,0,0,0,v
2018-04-02 02:06,3.783,0.108,0,0,0,0,v
2018-04-02 02:12,4.134,0.102,0,0,0,0,v
2018-04-02 02:18,4.472,0.102,0,0,0,0,v
2018-04-02 02:24,4.793,0.098,0,0,0,0,v
2018-04-02 02:30,5.102,0.089,0,0,0,0,v
2018-04-02 02:36,5.384,0.082,0,0,0,0,v
2018-04-02 02:42,5.659,0.079,0,0,0,0,v
2018-04-02 02:48,5.919,0.075,0,0,0,0,v
2018-04-02 02:54,6.161,0.072,0,0,0,0,v
2018-04-02 03:00,6.388,0.062,0,0,0,0,v
2018-04-02 03:06,6.598,0.062,0,0,0,0,v
2018-04-02 03:12,6.795,0.059,0,0,0,0,v
2018-04-02 03:18,6.978,0.056,0,0,0,0,v
2018-04-02 03:24,7.139,0.049,0,0,0,0,v
2018-04-02 03:30,7.300,0.046,0,0,0,0,v
2018-04-02 03:36,7.434,0.039,0,0,0,0,v
2018-04-02 03:42,7.556,0.033,0,0,0,0,v
2018-04-02 03:48,7.667,0.036,0,0,0,0,v
2018-04-02 03:54,7.766,0.026,0,0,0,0,v
2018-04-02 04:00,7.844,0.020,0,0,0,0,v
2018-04-02 04:06,7.904,0.023,0,0,0,0,v
2018-04-02 04:12,7.959,0.016,0,0,0,0,v
2018-04-02 04:18,7.999,0.016,0,0,0,0,v
2018-04-02 04:24,8.035,0.013,0,0,0,0,v
2018-04-02 04:30,8.058,0.013,0,0,0,0,v
2018-04-02 04:36,8.074,0.013,0,0,0,0,v
2018-04-02 04:42,8.087,0.013,0,0,0,0,v
2018-04-02 04:48,8.094,0.013,0,0,0,0,v
2018-04-02 04:54,8.104,0.013,0,0,0,0,v
2018-04-02 05:00,8.117,0.013,0,0,0,0,v
2018-04-02 05:06,8.127,0.013,0,0,0,0,v
2018-04-02 05:12,8.136,0.013,0,0,0,0,v
2018-04-02 05:18,8.153,0.013,0,0,0,0,v
2018-04-02 05:24,8.166,0.010,0,0,0,0,v
2018-04-02 05:30,8.176,0.010,0,0,0,0,v
2018-04-02 05:36,8.179,0.010,0,0,0,0,v
2018-04-02 05:42,8.179,0.013,0,0,0,0,v
2018-04-02 05:48,8.176,0.013,0,0,0,0,v
2018-04-02 05:54,8.150,0.013,0,0,0,0,v
2018-04-02 06:00,8.123,0.016,0,0,0,0,v
2018-04-02 06:06,8.091,0.020,0,0,0,0,v
2018-04-02 06:12,8.041,0.016,0,0,0,0,v
2018-04-02 06:18,7.979,0.020,0,0,0,0,v
2018-04-02 06:24,7.907,0.026,0,0,0,0,v
2018-04-02 06:30,7.828,0.030,0,0,0,0,v
2018-04-02 06:36,7.736,0.036,0,0,0,0,v
2018-04-02 06:42,7.628,0.039,0,0,0,0,v
2018-04-02 06:48,7.503,0.039,0,0,0,0,v
2018-04-02 06:54,7.369,0.043,0,0,0,0,v
2018-04-02 07:00,7.211,0.052,0,0,0,0,v
2018-04-02 07:06,7.047,0.052,0,0,0,0,v
2018-04-02 07:12,6.873,0.059,0,0,0,0,v
2018-04-02 07:18,6.680,0.062,0,0,0,0,v
2018-04-02 07:24,6.476,0.062,0,0,0,0,v
2018-04-02 07:30,6.253,0.072,0,0,0,0,v
2018-04-02 07:36,6.033,0.062,0,0,0,0,v
2018-04-02 07:42,5.804,0.075,0,0,0,0,v
2018-04-02 07:48,5.548,0.082,0,0,0,0,v
2018-04-02 07:54,5.295,0.075,0,0,0,0,v
2018-04-02 08:00,5.059,0.082,0,0,0,0,v
2018-04-02 08:06,4.803,0.075,0,0,0,0,v
2018-04-02 08:12,4.547,0.079,0,0,0,0,v
2018-04-02 08:18,4.285,0.085,0,0,0,0,v
2018-04-02 08:24,4.016,0.089,0,0,0,0,v
2018-04-02 08:30,3.737,0.089,0,0,0,0,v
2018-04-02 08:36,3.471,0.082,0,0,0,0,v
2018-04-02 08:42,3.202,0.085,0,0,0,0,v
2018-04-02 08:48,2.949,0.079,0,0,0,0,v
2018-04-02 08:54,2.700,0.075,0,0,0,0,v
2018-04-02 09:00,2.451,0.075,0,0,0,0,v
2018-04-02 09:06,2.221,0.072,0,0,0,0,v
2018-04-02 09:12,2.001,0.062,0,0,0,0,v
2018-04-02 09:18,1.798,0.062,0,0,0,0,v
2018-04-02 09:24,1.601,0.056,0,0,0,0,v
2018-04-02 09:30,1.417,0.056,0,0,0,0,v
2018-04-02 09:36,1.240,0.052,0,0,0,0,v
2018-04-02 09:42,1.083,0.046,0,0,0,0,v
2018-04-02 09:48,0.938,0.046,0,0,0,0,v
2018-04-02 09:54,0.801,0.036,0,0,0,0,v
2018-04-02 10:00,0.679,0.033,0,0,0,0,v
2018-04-02 10:06,0.574,0.033,0,0,0,0,v
2018-04-02 10:12,0.472,0.030,0,0,0,0,v
2018-04-02 10:18,0.397,0.023,0,0,0,0,v
2018-04-02 10:24,0.338,0.020,0,0,0,0,v
2018-04-02 10:30,0.292,0.010,0,0,0,0,v
2018-04-02 10:36,0.262,0.007,0,0,0,0,v
2018-04-02 10:42,0.240,0.007,0,0,0,0,v
2018-04-02 10:48,0.226,0.010,0,0,0,0,v
2018-04-02 10:54,0.217,0.003,0,0,0,0,v
2018-04-02 11:00,0.197,0.007,0,0,0,0,v
2018-04-02 11:06,0.177,0.007,0,0,0,0,v
2018-04-02 11:12,0.161,0.010,0,0,0,0,v
2018-04-02 11:18,0.128,0.000,1,0,0,0,v
2018-04-02 11:24,0.095,0.010,0,0,0,0,v
2018-04-02 11:30,0.052,0.013,0,0,0,0,v
2018-04-02 11:36,0.013,0.013,0,0,0,0,v
2018-04-02 11:42,-0.020,0.010,0,0,0,0,v
2018-04-02 11:48,-0.056,0.010,0,0,0,0,v
2018-04-02 11:54,-0.095,0.010,0,0,0,0,v
2018-04-02 12:00,-0.121,0.010,0,0,0,0,v
2018-04-02 12:06,-0.151,0.007,0,0,0,0,v
2018-04-02 12:12,-0.171,0.010,0,0,0,0,v
2018-04-02 12:18,-0.194,0.010,0,0,0,0,v
2018-04-02 12:24,-0.200,0.007,0,0,0,0,v
2018-04-02 12:30,-0.200,0.010,0,0,0,0,v
2018-04-02 12:36,-0.180,0.010,0,0,0,0,v
2018-04-02 12:42,-0.164,0.013,0,0,0,0,v
2018-04-02 12:48,-0.125,0.020,0,0,0,0,v
2018-04-02 12:54,-0.062,0.023,0,0,0,0,v
2018-04-02 13:00,0.013,0.026,0,0,0,0,v
2018-04-02 13:06,0.098,0.036,0,0,0,0,v
2018-04-02 13:12,0.213,0.043,0,0,0,0,v
2018-04-02 13:18,0.348,0.046,0,0,0,0,v
2018-04-02 13:24,0.499,0.049,0,0,0,0,v
2018-04-02 13:30,0.669,0.062,0,0,0,0,v
2018-04-02 13:36,0.863,0.062,0,0,0,0,v
2018-04-02 13:42,1.076,0.069,0,0,0,0,v
2018-04-02 13:48,1.309,0.082,0,0,0,0,v
2018-04-02 13:54,1.565,0.082,0,0,0,0,v
2018-04-02 14:00,1.831,0.089,0,0,0,0,v
2018-04-02 14:06,2.123,0.089,0,0,0,0,v
2018-04-02 14:12,2.425,0.098,0,0,0,0,v
2018-04-02 14:18,2.733,0.089,0,0,0,0,v
2018-04-02 14:24,3.045,0.105,0,0,0,0,v
2018-04-02 14:30,3.383,0.098,0,0,0,0,v
2018-04-02 14:36,3.711,0.105,0,0,0,0,v
2018-04-02 14:42,4.049,0.102,0,0,0,0,v
2018-04-02 14:48,4.383,0.105,0,0,0,0,v
2018-04-02 14:54,4.711,0.102,0,0,0,0,v
2018-04-02 15:00,5.023,0.098,0,0,0,0,v
2018-04-02 15:06,5.341,0.098,0,0,0,0,v
2018-04-02 15:12,5.640,0.089,0,0,0,0,v
2018-04-02 15:18,5.922,0.089,0,0,0,0,v
2018-04-02 15:24,6.201,0.082,0,0,0,0,v
2018-04-02 15:30,6.450,0.072,0,0,0,0,v
2018-04-02 15:36,6.686,0.072,0,0,0,0,v
2018-04-02 15:42,6.900,0.066,0,0,0,0,v
2018-04-02 15:48,7.083,0.056,0,0,0,0,v
2018-04-02 15:54,7.251,0.052,0,0,0,0,v
2018-04-02 16:00,7.382,0.043,0,0,0,0,v
2018-04-02 16:06,7.500,0.036,0,0,0,0,v
2018-04-02 16:12,7.598,0.033,0,0,0,0,v
2018-04-02 16:18,7.680,0.026,0,0,0,0,v
2018-04-02 16:24,7.743,0.033,0,0,0,0,v
2018-04-02 16:30,7.789,0.023,0,0,0,0,v
2018-04-02 16:36,7.822,0.023,0,0,0,0,v
2018-04-02 16:42,7.851,0.020,0,0,0,0,v
2018-04-02 16:48,7.861,0.020,0,0,0,0,v
2018-04-02 16:54,7.877,0.020,0,0,0,0,v
2018-04-02 17:00,7.894,0.023,0,0,0,0,v
2018-04-02 17:06,7.897,0.023,0,0,0,0,v
2018-04-02 17:12,7.907,0.020,0,0,0,0,v
2018-04-02 17:18,7.910,0.020,0,0,0,0,v
2018-04-02 17:24,7.920,0.026,0,0,0,0,v
2018-04-02 17:30,7.917,0.020,0,0,0,0,v
2018-04-02 17:36,7.920,0.023,0,0,0,0,v
2018-04-02 17:42,7.917,0.020,0,0,0,0,v
2018-04-02 17:48,7.927,0.020,0,0,0,0,v
2018-04-02 17:54,7.920,0.026,0,0,0,0,v
2018-04-02 18:00,7.907,0.020,0,0,0,0,v
2018-04-02 18:06,7.900,0.016,0,0,0,0,v
2018-04-02 18:12,7.877,0.020,0,0,0,0,v
2018-04-02 18:18,7.841,0.020,0,0,0,0,v
2018-04-02 18:24,7.795,0.020,0,0,0,0,v
2018-04-02 18:30,7.743,0.023,0,0,0,0,v
2018-04-02 18:36,7.680,0.030,0,0,0,0,v
2018-04-02 18:42,7.612,0.026,0,0,0,0,v
2018-04-02 18:48,7.533,0.030,0,0,0,0,v
2018-04-02 18:54,7.438,0.033,0,0,0,0,v
2018-04-02 19:00,7.329,0.033,0,0,0,0,v
2018-04-02 19:06,7.215,0.039,0,0,0,0,v
2018-04-02 19:12,7.093,0.039,0,0,0,0,v
2018-04-02 19:18,6.962,0.043,0,0,0,0,v
2018-04-02 19:24,6.811,0.052,0,0,0,0,v
2018-04-02 19:30,6.660,0.043,0,0,0,0,v
2018-04-02 19:36,6.499,0.052,0,0,0,0,v
2018-04-02 19:42,6.319,0.059,0,0,0,0,v
2018-04-02 19:48,6.122,0.059,0,0,0,0,v
2018-04-02 19:54,5.919,0.069,0,0,0,0,v
2018-04-02 20:00,5.702,0.066,0,0,0,0,v
2018-04-02 20:06,5.479,0.072,0,0,0,0,v
2018-04-02 20:12,5.243,0.072,0,0,0,0,v
2018-04-02 20:18,5.007,0.072,0,0,0,0,v
2018-04-02 20:24,4.770,0.072,0,0,0,0,v
2018-04-02 20:30,4.528,0.075,0,0,0,0,v
2018-04-02 20:36,4.278,0.075,0,0,0,0,v
2018-04-02 20:42,4.039,0.075,0,0,0,0,v
2018-04-02 20:48,3.793,0.072,0,0,0,0,v
2018-04-02 20:54,3.547,0.075,0,0,0,0,v
2018-04-02 21:00,3.297,0.075,0,0,0,0,v
2018-04-02 21:06,3.045,0.072,0,0,0,0,v
2018-04-02 21:12,2.818,0.072,0,0,0,0,v
2018-04-02 21:18,2.582,0.079,0,0,0,0,v
2018-04-02 21:24,2.352,0.066,0,0,0,0,v
2018-04-02 21:30,2.133,0.066,0,0,0,0,v
2018-04-02 21:36,1.916,0.062,0,0,0,0,v
2018-04-02 21:42,1.709,0.059,0,0,0,0,v
2018-04-02 21:48,1.512,0.059,0,0,0,0,v
2018-04-02 21:54,1.325,0.056,0,0,0,0,v
2018-04-02 22:00,1.152,0.066,0,0,0,0,v
2018-04-02 22:06,0.991,0.043,0,0,0,0,v
2018-04-02 22:12,0.850,0.039,0,0,0,0,v
2018-04-02 22:18,0.725,0.033,0,0,0,0,v
2018-04-02 22:24,0.623,0.033,0,0,0,0,v
2018-04-02 22:30,0.541,0.023,0,0,0,0,v
2018-04-02 22:36,0.479,0.013,0,0,0,0,v
2018-04-02 22:42,0.440,0.007,0,0,0,0,v
2018-04-02 22:48,0.420,0.003,0,0,0,0,v
2018-04-02 22:54,0.417,0.000,0,0,0,0,v
2018-04-02 23:00,0.423,0.003,0,0,0,0,v
2018-04-02 23:06,0.440,0.010,0,0,0,0,v
2018-04-02 23:12,0.466,0.007,0,0,0,0,v
2018-04-02 23:18,0.486,0.007,0,0,0,0,v
2018-04-02 23:24,0.505,0.007,0,0,0,0,v
2018-04-02 23:30,0.515,0.003,0,0,0,0,v
2018-04-02 23:36,0.522,0.003,0,0,0,0,v
2018-04-02 23:42,0.522,0.003,0,0,0,0,v
