name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1210,84,1028.0,98.0,6,0.0,19687.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,959.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,903.0
Miyagi,宮城県,91,3,87.0,1.0,0,0.0,3572.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,986.0
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2518.0
Fukushima,福島県,82,2,80.0,0.0,0,0.0,6415.0
Ibaraki,茨城県,170,5,155.0,10.0,0,0.0,5209.0
Tochigi,栃木県,66,1,65.0,0.0,0,0.0,6574.0
Gunma,群馬県,152,3,130.0,19.0,0,0.0,4764.0
Saitama,埼玉県,1074,62,947.0,65.0,4,0.0,32451.0
Chiba,千葉県,937,25,867.0,45.0,2,0.0,17597.0
Tokyo,東京都,5943,360,5258.0,325.0,19,0.0,73753.0
Kanagawa,神奈川県,1444,60,1290.0,94.0,10,0.0,12278.0
Niigata,新潟県,84,2,81.0,0.0,0,1.0,4842.0
Toyama,富山県,227,0,205.0,22.0,0,0.0,3890.0
Ishikawa,石川県,300,23,250.0,27.0,1,0.0,2881.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3306.0
Yamanashi,山梨県,72,0,71.0,1.0,0,0.0,5447.0
Nagano,長野県,77,2,75.0,,0,0.0,3188.0
Gifu,岐阜県,156,4,145.0,7.0,1,0.0,4984.0
Shizuoka,静岡県,80,4,75.0,1.0,0,0.0,7108.0
Aichi,愛知県,523,9,474.0,34.0,0,6.0,12363.0
Mie,三重県,46,1,44.0,1.0,0,0.0,2816.0
Shiga,滋賀県,101,2,98.0,1.0,1,0.0,2285.0
Kyoto,京都府,365,5,342.0,18.0,0,0.0,9818.0
Osaka,大阪府,1811,32,1693.0,86.0,4,0.0,38699.0
Hyogo,兵庫県,704,8,653.0,43.0,0,0.0,14347.0
Nara,奈良県,92,0,90.0,2.0,0,0.0,3760.0
Wakayama,和歌山県,64,1,60.0,3.0,0,0.0,3938.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1465.0
Shimane,島根県,24,1,23.0,0.0,0,0.0,1228.0
Okayama,岡山県,26,1,25.0,,-,0.0,1891.0
Hiroshima,広島県,168,0,165.0,3.0,0,0.0,7722.0
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2187.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,854.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2583.0
Ehime,愛媛県,82,2,76.0,4.0,0,0.0,2581.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1946.0
Fukuoka,福岡県,842,21,788.0,33.0,2,0.0,15796.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1605.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3165.0
Kumamoto,熊本県,49,1,45.0,3.0,0,0.0,4219.0
Oita,大分県,60,0,59.0,1.0,0,0.0,4748.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1543.0
Kagoshima,鹿児島県,11,1,10.0,0.0,0,0.0,2507.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3004.0
Zenkoku,全国,17737,726,16040.0,968.0,,,
