name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,1071,223,763.0,85.0,12,0.0,12982.0,
Aomori,青森県,27,1,25.0,1.0,0,0.0,843.0,
Iwate,岩手県,0,0,0.0,0.0,0,0.0,637.0,
Miyagi,宮城県,88,0,87.0,1.0,0,0.0,2884.0,
Akita,秋田県,16,0,16.0,0.0,0,0.0,931.0,
Yamagata,山形県,69,3,66.0,0.0,1,0.0,2644.0,
Fukushima,福島県,81,7,74.0,0.0,0,0.0,4186.0,
Ibaraki,茨城県,168,9,149.0,10.0,0,0.0,4601.0,
Tochigi,栃木県,65,17,48.0,0.0,2,0.0,3674.0,
Gunma,群馬県,149,14,116.0,19.0,1,0.0,3575.0,
Saitama,埼玉県,1002,73,882.0,47.0,6,0.0,20156.0,
Chiba,千葉県,906,64,797.0,45.0,4,0.0,14284.0,
Tokyo,東京都,5195,453,4443.0,299.0,32,0.0,14936.0,
Kanagawa,神奈川県,1341,229,1034.0,78.0,28,0.0,9225.0,
Niigata,新潟県,83,7,75.0,0.0,0,1.0,4121.0,
Toyama,富山県,227,19,186.0,22.0,0,0.0,3133.0,
Ishikawa,石川県,297,58,215.0,24.0,3,0.0,2667.0,
Fukui,福井県,122,5,109.0,8.0,2,0.0,2565.0,
Yamanashi,山梨県,60,2,57.0,1.0,0,0.0,3842.0,
Nagano,長野県,76,10,66.0,,1,0.0,2662.0,
Gifu,岐阜県,150,2,141.0,7.0,1,0.0,3496.0,
Shizuoka,静岡県,76,4,71.0,1.0,1,0.0,3491.0,
Aichi,愛知県,507,15,453.0,34.0,0,5.0,9920.0,
Mie,三重県,45,3,41.0,1.0,0,0.0,2480.0,
Shiga,滋賀県,100,10,89.0,1.0,1,0.0,1804.0,
Kyoto,京都府,358,21,321.0,16.0,1,0.0,7846.0,
Osaka,大阪府,1782,148,1539.0,82.0,19,13.0,30162.0,
Hyogo,兵庫県,699,37,622.0,40.0,5,0.0,10942.0,
Nara,奈良県,92,5,85.0,2.0,0,0.0,2545.0,
Wakayama,和歌山県,63,4,56.0,3.0,0,0.0,3657.0,
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1321.0,
Shimane,島根県,24,2,22.0,0.0,1,0.0,1099.0,
Okayama,岡山県,25,0,25.0,,-,0.0,1677.0,
Hiroshima,広島県,167,13,151.0,3.0,0,0.0,6885.0,
Yamaguchi,山口県,37,2,35.0,0.0,1,0.0,1674.0,
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,726.0,
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2155.0,
Ehime,愛媛県,82,29,49.0,4.0,1,0.0,2046.0,
Kochi,高知県,74,1,70.0,3.0,0,0.0,1770.0,
Fukuoka,福岡県,682,43,614.0,25.0,6,0.0,12107.0,
Saga,佐賀県,47,10,35.0,0.0,0,2.0,1398.0,
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2715.0,
Kumamoto,熊本県,48,6,39.0,3.0,0,0.0,3885.0,
Oita,大分県,60,1,58.0,1.0,0,0.0,3927.0,
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1363.0,
Kagoshima,鹿児島県,10,0,10.0,0.0,0,0.0,1852.0,
Okinawa,沖縄県,142,4,136.0,6.0,2,0.0,2843.0,
Zenkoku,全国,16383,1554,13938.0,874.0,,,,
