name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,23409,1325,21170.0,843.0,25.0,71.0,513838.0,JP-01
Aomori,青森県,1489,231,1236.0,22.0,0.0,0.0,31534.0,JP-02
Iwate,岩手県,851,76,744.0,31.0,2.0,0.0,54744.0,JP-03
Miyagi,宮城県,7914,628,7220.0,60.0,16.0,6.0,116146.0,JP-04
Akita,秋田県,417,64,344.0,9.0,0.0,0.0,9948.0,JP-05
Yamagata,山形県,1460,195,1233.0,32.0,5.0,0.0,46448.0,JP-06
Fukushima,福島県,3216,332,2763.0,121.0,11.0,0.0,181078.0,JP-07
Ibaraki,茨城県,7922,541,7248.0,133.0,15.0,0.0,29325.0,JP-08
Tochigi,栃木県,5242,199,4972.0,71.0,4.0,0.0,195757.0,JP-09
Gunma,群馬県,5754,314,5337.0,103.0,3.0,0.0,133234.0,JP-10
Saitama,埼玉県,36993,2033,34222.0,738.0,30.0,0.0,737021.0,JP-11
Chiba,千葉県,32593,1208,30769.0,616.0,17.0,0.0,536166.0,JP-12
Tokyo,東京都,135598,5862,127860.0,1876.0,55.0,0.0,1975748.0,JP-13
Kanagawa,神奈川県,52571,1806,49953.0,812.0,35.0,0.0,788782.0,JP-14
Niigata,新潟県,2192,370,1804.0,18.0,2.0,0.0,103993.0,JP-15
Toyama,富山県,1263,148,1086.0,29.0,5.0,0.0,49195.0,JP-16
Ishikawa,石川県,2382,272,2039.0,69.0,11.0,2.0,69195.0,JP-17
Fukui,福井県,849,176,649.0,33.0,3.0,9.0,45505.0,JP-18
Yamanashi,山梨県,1138,79,1040.0,19.0,1.0,0.0,35312.0,JP-19
Nagano,長野県,3741,353,3376.0,62.0,5.0,50.0,143675.0,JP-20
Gifu,岐阜県,5667,380,5156.0,131.0,5.0,0.0,182367.0,JP-21
Shizuoka,静岡県,6327,217,5989.0,121.0,1.0,0.0,284390.0,JP-22
Aichi,愛知県,31957,2823,28515.0,619.0,21.0,0.0,538780.0,JP-23
Mie,三重県,3558,543,3032.0,77.0,12.0,94.0,91905.0,JP-24
Shiga,滋賀県,3553,457,3035.0,61.0,4.0,0.0,101680.0,JP-25
Kyoto,京都府,11881,1384,10346.0,182.0,16.0,31.0,207282.0,JP-26
Osaka,大阪府,76483,17085,57321.0,1376.0,369.0,701.0,1360338.0,JP-27
Hyogo,兵庫県,29235,4524,24052.0,659.0,90.0,0.0,364605.0,JP-28
Nara,奈良県,5823,1038,4714.0,71.0,20.0,0.0,121657.0,JP-29
Wakayama,和歌山県,2049,363,1630.0,24.0,52.0,32.0,30171.0,JP-30
Tottori,鳥取県,362,64,285.0,2.0,0.0,11.0,59994.0,JP-31
Shimane,島根県,335,38,297.0,0.0,0.0,0.0,19437.0,JP-32
Okayama,岡山県,3639,396,2907.0,37.0,11.0,299.0,95544.0,JP-33
Hiroshima,広島県,5669,259,5277.0,109.0,4.0,24.0,237949.0,JP-34
Yamaguchi,山口県,1724,232,1449.0,43.0,1.0,0.0,77872.0,JP-35
Tokushima,徳島県,1188,386,765.0,37.0,6.0,0.0,41480.0,JP-36
Kagawa,香川県,1165,140,1010.0,21.0,4.0,6.0,60207.0,JP-37
Ehime,愛媛県,2213,374,1807.0,32.0,11.0,0.0,57959.0,JP-38
Kochi,高知県,996,39,938.0,19.0,2.0,0.0,7743.0,JP-39
Fukuoka,福岡県,21915,2138,19431.0,346.0,19.0,0.0,582365.0,JP-40
Saga,佐賀県,1535,210,1329.0,13.0,5.0,17.0,37388.0,JP-41
Nagasaki,長崎県,1967,276,1662.0,40.0,1.0,11.0,89490.0,JP-42
Kumamoto,熊本県,3953,354,3522.0,77.0,6.0,0.0,62491.0,JP-43
Oita,大分県,1674,310,1340.0,24.0,1.0,0.0,106688.0,JP-44
Miyazaki,宮崎県,2145,102,2013.0,22.0,1.0,8.0,29454.0,JP-45
Kagoshima,鹿児島県,2037,91,1933.0,28.0,0.0,15.0,80588.0,JP-46
Okinawa,沖縄県,12179,1171,10881.0,133.0,9.0,6.0,187493.0,JP-47
Zenkoku,全国,568223,51606,505701.0,10001.0,,,,
