name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1478,114,1261.0,103.0,3,0.0,30526.0
Aomori,青森県,32,2,29.0,1.0,0,0.0,1476.0
Iwate,岩手県,4,3,1.0,0.0,0,0.0,1641.0
Miyagi,宮城県,174,27,146.0,1.0,0,0.0,6163.0
Akita,秋田県,18,2,16.0,0.0,0,0.0,1177.0
Yamagata,山形県,76,1,75.0,1.0,0,1.0,2934.0
Fukushima,福島県,89,3,86.0,0.0,0,0.0,10284.0
Ibaraki,茨城県,334,84,240.0,10.0,1,0.0,7520.0
Tochigi,栃木県,202,51,147.0,0.0,0,4.0,14485.0
Gunma,群馬県,197,30,148.0,19.0,1,0.0,8595.0
Saitama,埼玉県,2559,521,1962.0,76.0,3,0.0,71677.0
Chiba,千葉県,1870,505,1315.0,50.0,6,0.0,29812.0
Tokyo,東京都,14022,3252,10437.0,333.0,22,0.0,205452.0
Kanagawa,神奈川県,2752,439,2214.0,99.0,11,0.0,18776.0
Niigata,新潟県,120,27,92.0,0.0,0,1.0,6853.0
Toyama,富山県,254,21,211.0,22.0,0,0.0,5545.0
Ishikawa,石川県,324,16,281.0,27.0,2,0.0,3334.0
Fukui,福井県,145,19,118.0,8.0,0,0.0,5090.0
Yamanashi,山梨県,107,20,86.0,1.0,0,0.0,7478.0
Nagano,長野県,122,32,90.0,,0,0.0,8435.0
Gifu,岐阜県,379,142,230.0,7.0,0,0.0,11573.0
Shizuoka,静岡県,321,135,185.0,1.0,0,0.0,14647.0
Aichi,愛知県,2268,1560,667.0,35.0,5,6.0,26790.0
Mie,三重県,144,70,57.0,1.0,0,16.0,4855.0
Shiga,滋賀県,207,63,143.0,1.0,1,0.0,4676.0
Kyoto,京都府,855,256,579.0,20.0,2,0.0,19482.0
Osaka,大阪府,4720,1503,3119.0,92.0,26,6.0,80161.0
Hyogo,兵庫県,1339,286,1008.0,45.0,7,0.0,28241.0
Nara,奈良県,277,76,199.0,2.0,1,0.0,8733.0
Wakayama,和歌山県,170,43,122.0,3.0,1,2.0,6495.0
Tottori,鳥取県,19,14,5.0,0.0,0,0.0,3334.0
Shimane,島根県,29,2,27.0,0.0,0,0.0,2987.0
Okayama,岡山県,94,39,53.0,,-,2.0,3164.0
Hiroshima,広島県,376,121,247.0,3.0,0,5.0,13026.0
Yamaguchi,山口県,59,13,46.0,0.0,0,0.0,4152.0
Tokushima,徳島県,30,16,9.0,1.0,0,4.0,2116.0
Kagawa,香川県,46,4,42.0,0.0,0,0.0,4941.0
Ehime,愛媛県,100,13,82.0,5.0,1,0.0,3117.0
Kochi,高知県,82,5,74.0,3.0,0,0.0,2307.0
Fukuoka,福岡県,2269,1033,1201.0,35.0,8,0.0,26900.0
Saga,佐賀県,111,66,62.0,0.0,0,17.0,2726.0
Nagasaki,長崎県,135,101,32.0,2.0,-,0.0,7668.0
Kumamoto,熊本県,280,220,56.0,4.0,0,0.0,6504.0
Oita,大分県,73,13,59.0,1.0,0,0.0,7292.0
Miyazaki,宮崎県,175,148,27.0,0.0,1,0.0,5342.0
Kagoshima,鹿児島県,262,77,183.0,2.0,0,0.0,11128.0
Okinawa,沖縄県,637,477,157.0,7.0,2,0.0,9612.0
Zenkoku,全国,40336,11665,27626.0,1021.0,,,
