name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,43015,1000,40552.0,1422.0,6.0,41.0,834853.0,JP-01
Aomori,青森県,2608,56,2521.0,31.0,0.0,0.0,54399.0,JP-02
Iwate,岩手県,1899,84,1768.0,47.0,0.0,0.0,91968.0,JP-03
Miyagi,宮城県,9651,252,9305.0,91.0,2.0,3.0,168759.0,JP-04
Akita,秋田県,990,41,929.0,20.0,1.0,0.0,16817.0,JP-05
Yamagata,山形県,2092,26,2019.0,47.0,0.0,0.0,69954.0,JP-06
Fukushima,福島県,5289,174,4953.0,162.0,4.0,0.0,302093.0,JP-07
Ibaraki,茨城県,11462,482,10814.0,166.0,4.0,0.0,34393.0,JP-08
Tochigi,栃木県,7586,298,7204.0,84.0,8.0,0.0,321278.0,JP-09
Gunma,群馬県,8200,145,7967.0,155.0,1.0,67.0,207093.0,JP-10
Saitama,埼玉県,51832,3795,47191.0,846.0,33.0,0.0,1048444.0,JP-11
Chiba,千葉県,45287,2515,42044.0,728.0,18.0,0.0,752268.0,JP-12
Tokyo,東京都,197528,11881,183370.0,2277.0,74.0,0.0,2724519.0,JP-13
Kanagawa,神奈川県,76308,4182,71146.0,980.0,49.0,0.0,1119795.0,JP-14
Niigata,新潟県,3724,224,3446.0,54.0,1.0,0.0,187556.0,JP-15
Toyama,富山県,2141,78,2025.0,38.0,2.0,0.0,78919.0,JP-16
Ishikawa,石川県,4470,363,3982.0,116.0,1.0,9.0,132568.0,JP-17
Fukui,福井県,1445,44,1365.0,36.0,0.0,0.0,75827.0,JP-18
Yamanashi,山梨県,2218,47,2150.0,21.0,0.0,0.0,65656.0,JP-19
Nagano,長野県,5127,54,5055.0,94.0,0.0,76.0,219477.0,JP-20
Gifu,岐阜県,9634,109,9337.0,188.0,2.0,0.0,287919.0,JP-21
Shizuoka,静岡県,10137,464,9519.0,154.0,2.0,0.0,437255.0,JP-22
Aichi,愛知県,52561,898,50661.0,1002.0,10.0,0.0,891300.0,JP-23
Mie,三重県,5562,196,5392.0,113.0,3.0,139.0,156553.0,JP-24
Shiga,滋賀県,5768,126,5550.0,92.0,1.0,0.0,165430.0,JP-25
Kyoto,京都府,17375,416,16676.0,249.0,6.0,34.0,302828.0,JP-26
Osaka,大阪府,108897,3292,102019.0,2717.0,147.0,869.0,2387175.0,JP-27
Hyogo,兵庫県,42316,846,40155.0,1315.0,13.0,0.0,543044.0,JP-28
Nara,奈良県,8737,227,8377.0,133.0,5.0,0.0,181075.0,JP-29
Wakayama,和歌山県,2795,65,2620.0,49.0,0.0,61.0,43500.0,JP-30
Tottori,鳥取県,640,123,484.0,2.0,1.0,31.0,93682.0,JP-31
Shimane,島根県,662,98,562.0,2.0,0.0,0.0,32936.0,JP-32
Okayama,岡山県,7841,104,7518.0,127.0,1.0,92.0,178588.0,JP-33
Hiroshima,広島県,11801,142,11443.0,179.0,4.0,37.0,577995.0,JP-34
Yamaguchi,山口県,3206,36,3090.0,80.0,0.0,0.0,128696.0,JP-35
Tokushima,徳島県,1734,62,1610.0,63.0,0.0,1.0,69792.0,JP-36
Kagawa,香川県,2156,33,2095.0,32.0,0.0,4.0,91943.0,JP-37
Ehime,愛媛県,2823,51,2695.0,77.0,2.0,0.0,102729.0,JP-38
Kochi,高知県,1989,63,1897.0,29.0,3.0,0.0,60661.0,JP-39
Fukuoka,福岡県,37047,940,35480.0,528.0,10.0,99.0,891518.0,JP-40
Saga,佐賀県,2636,59,2586.0,24.0,0.0,33.0,61579.0,JP-41
Nagasaki,長崎県,3321,88,3165.0,69.0,0.0,1.0,133273.0,JP-42
Kumamoto,熊本県,6549,48,6380.0,121.0,0.0,0.0,83473.0,JP-43
Oita,大分県,3561,53,3444.0,64.0,0.0,0.0,181233.0,JP-44
Miyazaki,宮崎県,3139,38,3073.0,27.0,0.0,1.0,45086.0,JP-45
Kagoshima,鹿児島県,3825,73,3744.0,39.0,1.0,31.0,115968.0,JP-46
Okinawa,沖縄県,22522,1045,21238.0,228.0,33.0,11.0,274041.0,JP-47
Zenkoku,全国,862106,35436,810616.0,15118.0,,,,
