name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,116089,31008,83834.0,1541.0,3.0,294.0,1492396.0,JP-01
Aomori,青森県,12752,3862,8848.0,42.0,0.0,0.0,136463.0,JP-02
Iwate,岩手県,5724,1264,4407.0,53.0,0.0,0.0,155918.0,JP-03
Miyagi,宮城県,25984,5339,20123.0,121.0,4.0,401.0,335527.0,JP-04
Akita,秋田県,5380,2021,3332.0,27.0,1.0,0.0,36871.0,JP-05
Yamagata,山形県,7564,2722,4784.0,58.0,0.0,0.0,137145.0,JP-06
Fukushima,福島県,16850,4252,12420.0,178.0,5.0,0.0,549979.0,JP-07
Ibaraki,茨城県,45587,8135,37222.0,230.0,6.0,0.0,42981.0,JP-08
Tochigi,栃木県,29953,7151,22668.0,134.0,3.0,0.0,587963.0,JP-09
Gunma,群馬県,36707,7958,28545.0,204.0,7.0,0.0,438885.0,JP-10
Saitama,埼玉県,207867,32577,174213.0,1077.0,47.0,0.0,1974935.0,JP-11
Chiba,千葉県,178063,30377,141914.0,1081.0,14.0,4691.0,1454538.0,JP-12
Tokyo,東京都,705140,162741,539152.0,3247.0,48.0,0.0,4957482.0,JP-13
Kanagawa,神奈川県,301723,70003,230347.0,1373.0,83.0,0.0,2165465.0,JP-14
Niigata,新潟県,19748,3825,15860.0,63.0,4.0,0.0,415824.0,JP-15
Toyama,富山県,9145,2669,6424.0,52.0,1.0,0.0,159549.0,JP-16
Ishikawa,石川県,16213,5270,10776.0,144.0,6.0,23.0,247147.0,JP-17
Fukui,福井県,7096,1372,5686.0,38.0,1.0,0.0,170746.0,JP-18
Yamanashi,山梨県,11092,2381,8679.0,38.0,0.0,6.0,173670.0,JP-19
Nagano,長野県,21633,4607,14513.0,106.0,2.0,2407.0,457823.0,JP-20
Gifu,岐阜県,35564,6980,27777.0,232.0,5.0,575.0,573429.0,JP-21
Shizuoka,静岡県,56226,12667,43798.0,234.0,5.0,473.0,872049.0,JP-22
Aichi,愛知県,202788,44771,156766.0,1251.0,29.0,0.0,1794609.0,JP-23
Mie,三重県,27359,5770,22064.0,185.0,4.0,660.0,322008.0,JP-24
Shiga,滋賀県,29409,8132,21165.0,112.0,3.0,0.0,369931.0,JP-25
Kyoto,京都府,82828,23237,57021.0,311.0,94.0,2259.0,584737.0,JP-26
Osaka,大阪府,421515,122354,295943.0,3218.0,610.0,0.0,5081441.0,JP-27
Hyogo,兵庫県,165203,52161,111573.0,1477.0,36.0,8.0,1083696.0,JP-28
Nara,奈良県,32963,10744,22057.0,162.0,20.0,0.0,354805.0,JP-29
Wakayama,和歌山県,14554,4208,10153.0,71.0,5.0,122.0,97197.0,JP-30
Tottori,鳥取県,4269,1043,3170.0,5.0,1.0,51.0,221313.0,JP-31
Shimane,島根県,4711,678,4026.0,7.0,0.0,0.0,92443.0,JP-32
Okayama,岡山県,33626,5153,21302.0,147.0,6.0,7024.0,383374.0,JP-33
Hiroshima,広島県,56890,19297,37327.0,266.0,19.0,0.0,1268839.0,JP-34
Yamaguchi,山口県,15272,3040,12125.0,107.0,2.0,0.0,300663.0,JP-35
Tokushima,徳島県,6041,1337,4640.0,69.0,0.0,5.0,138454.0,JP-36
Kagawa,香川県,10785,2651,8079.0,47.0,2.0,8.0,175791.0,JP-37
Ehime,愛媛県,12205,2572,9539.0,94.0,2.0,0.0,226297.0,JP-38
Kochi,高知県,7538,1741,5757.0,40.0,10.0,0.0,148182.0,JP-39
Fukuoka,福岡県,156736,49392,103055.0,684.0,11.0,3605.0,1780604.0,JP-40
Saga,佐賀県,14887,3970,10030.0,36.0,0.0,851.0,162146.0,JP-41
Nagasaki,長崎県,17707,6662,11268.0,81.0,0.0,304.0,250373.0,JP-42
Kumamoto,熊本県,34331,8252,25918.0,161.0,9.0,0.0,167385.0,JP-43
Oita,大分県,16520,3326,13107.0,87.0,0.0,0.0,374016.0,JP-44
Miyazaki,宮崎県,13722,3082,10616.0,52.0,0.0,28.0,107656.0,JP-45
Kagoshima,鹿児島県,20744,4825,15384.0,85.0,0.0,450.0,226783.0,JP-46
Okinawa,沖縄県,87106,5597,81097.0,410.0,33.0,2.0,550236.0,JP-47
Zenkoku,全国,3361809,803176,2518504.0,19438.0,,,,
