name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,23530,1396,21282.0,849.0,21.0,3.0,515853.0,JP-01
Aomori,青森県,1503,226,1255.0,22.0,0.0,0.0,31979.0,JP-02
Iwate,岩手県,858,82,745.0,31.0,2.0,0.0,55100.0,JP-03
Miyagi,宮城県,7950,557,7311.0,61.0,13.0,21.0,117404.0,JP-04
Akita,秋田県,425,64,352.0,9.0,0.0,0.0,9973.0,JP-05
Yamagata,山形県,1467,179,1256.0,32.0,4.0,0.0,46717.0,JP-06
Fukushima,福島県,3237,323,2791.0,123.0,11.0,0.0,182436.0,JP-07
Ibaraki,茨城県,7970,539,7298.0,133.0,18.0,0.0,29367.0,JP-08
Tochigi,栃木県,5281,223,4987.0,71.0,4.0,0.0,195946.0,JP-09
Gunma,群馬県,5803,327,5373.0,103.0,2.0,0.0,134030.0,JP-10
Saitama,埼玉県,37176,2138,34298.0,740.0,31.0,0.0,743737.0,JP-11
Chiba,千葉県,32722,1181,30923.0,618.0,18.0,0.0,537321.0,JP-12
Tokyo,東京都,136426,5946,128601.0,1879.0,55.0,0.0,1986161.0,JP-13
Kanagawa,神奈川県,52783,1762,50209.0,812.0,37.0,0.0,795181.0,JP-14
Niigata,新潟県,2217,364,1831.0,22.0,2.0,0.0,105306.0,JP-15
Toyama,富山県,1279,149,1101.0,29.0,6.0,0.0,50549.0,JP-16
Ishikawa,石川県,2399,273,2055.0,69.0,14.0,2.0,69393.0,JP-17
Fukui,福井県,849,167,663.0,33.0,3.0,14.0,46675.0,JP-18
Yamanashi,山梨県,1148,77,1052.0,19.0,1.0,0.0,35312.0,JP-19
Nagano,長野県,3762,344,3405.0,66.0,5.0,53.0,145210.0,JP-20
Gifu,岐阜県,5720,390,5199.0,131.0,4.0,0.0,184843.0,JP-21
Shizuoka,静岡県,6354,235,5998.0,121.0,2.0,0.0,288664.0,JP-22
Aichi,愛知県,32118,2742,28757.0,619.0,24.0,0.0,542285.0,JP-23
Mie,三重県,3602,558,3061.0,79.0,11.0,96.0,91905.0,JP-24
Shiga,滋賀県,3597,468,3068.0,61.0,9.0,0.0,101799.0,JP-25
Kyoto,京都府,12000,1437,10415.0,182.0,19.0,34.0,208276.0,JP-26
Osaka,大阪府,77713,17689,57924.0,1390.0,376.0,710.0,1367460.0,JP-27
Hyogo,兵庫県,29535,4557,24315.0,663.0,93.0,0.0,368474.0,JP-28
Nara,奈良県,5899,969,4858.0,72.0,21.0,0.0,123336.0,JP-29
Wakayama,和歌山県,2076,349,1670.0,25.0,54.0,32.0,33162.0,JP-30
Tottori,鳥取県,364,69,288.0,2.0,0.0,5.0,60760.0,JP-31
Shimane,島根県,338,41,297.0,0.0,1.0,0.0,19437.0,JP-32
Okayama,岡山県,3686,396,2907.0,37.0,11.0,346.0,95544.0,JP-33
Hiroshima,広島県,5732,265,5335.0,109.0,5.0,23.0,243826.0,JP-34
Yamaguchi,山口県,1764,240,1481.0,43.0,1.0,0.0,77872.0,JP-35
Tokushima,徳島県,1203,361,804.0,38.0,7.0,0.0,42106.0,JP-36
Kagawa,香川県,1181,142,1024.0,21.0,4.0,6.0,60431.0,JP-37
Ehime,愛媛県,2241,362,1846.0,33.0,13.0,0.0,57959.0,JP-38
Kochi,高知県,1010,51,940.0,19.0,4.0,0.0,7775.0,JP-39
Fukuoka,福岡県,22069,2198,19523.0,348.0,20.0,0.0,587902.0,JP-40
Saga,佐賀県,1550,213,1341.0,13.0,5.0,17.0,37697.0,JP-41
Nagasaki,長崎県,2010,307,1674.0,40.0,1.0,11.0,90196.0,JP-42
Kumamoto,熊本県,3999,398,3524.0,77.0,7.0,0.0,62800.0,JP-43
Oita,大分県,1725,356,1345.0,24.0,1.0,0.0,108401.0,JP-44
Miyazaki,宮崎県,2155,107,2018.0,22.0,1.0,8.0,29900.0,JP-45
Kagoshima,鹿児島県,2048,96,1941.0,28.0,0.0,17.0,80965.0,JP-46
Okinawa,沖縄県,12265,1126,11011.0,134.0,12.0,6.0,187584.0,JP-47
Zenkoku,全国,572739,52439,509352.0,10052.0,,,,
