name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,6918,2143,4629.0,146.0,19.0,0.0,125579.0
Aomori,青森県,280,19,255.0,6.0,2.0,0.0,6349.0
Iwate,岩手県,137,96,41.0,0.0,1.0,0.0,7787.0
Miyagi,宮城県,1091,195,887.0,9.0,8.0,0.0,17468.0
Akita,秋田県,74,6,68.0,0.0,1.0,0.0,3155.0
Yamagata,山形県,109,20,89.0,1.0,0.0,1.0,7233.0
Fukushima,福島県,476,60,410.0,6.0,4.0,0.0,37642.0
Ibaraki,茨城県,1252,317,916.0,19.0,6.0,0.0,15503.0
Tochigi,栃木県,572,72,500.0,2.0,5.0,2.0,51105.0
Gunma,群馬県,1045,99,925.0,21.0,1.0,0.0,34203.0
Saitama,埼玉県,7614,1081,6402.0,131.0,17.0,0.0,217782.0
Chiba,千葉県,6388,829,5473.0,86.0,9.0,0.0,155169.0
Tokyo,東京都,37708,3846,33383.0,479.0,40.0,0.0,707444.0
Kanagawa,神奈川県,11344,1207,9953.0,184.0,44.0,0.0,234414.0
Niigata,新潟県,300,89,211.0,0.0,1.0,0.0,20993.0
Toyama,富山県,445,20,399.0,26.0,0.0,0.0,16124.0
Ishikawa,石川県,835,8,778.0,49.0,0.0,0.0,20694.0
Fukui,福井県,302,31,260.0,11.0,0.0,0.0,13555.0
Yamanashi,山梨県,298,50,241.0,7.0,2.0,0.0,12801.0
Nagano,長野県,606,169,436.0,6.0,0.0,5.0,27741.0
Gifu,岐阜県,918,130,775.0,13.0,0.0,0.0,31414.0
Shizuoka,静岡県,1111,339,768.0,4.0,3.0,0.0,51416.0
Aichi,愛知県,8675,1505,7065.0,105.0,18.0,0.0,124749.0
Mie,三重県,721,119,595.0,7.0,5.0,0.0,18271.0
Shiga,滋賀県,735,91,635.0,9.0,0.0,0.0,25071.0
Kyoto,京都府,2409,214,2160.0,35.0,3.0,0.0,60062.0
Osaka,大阪府,17649,2972,14381.0,277.0,91.0,19.0,294716.0
Hyogo,兵庫県,4638,679,3880.0,79.0,27.0,0.0,84801.0
Nara,奈良県,989,200,778.0,11.0,4.0,0.0,29663.0
Wakayama,和歌山県,384,68,306.0,4.0,4.0,6.0,12288.0
Tottori,鳥取県,53,7,46.0,0.0,0.0,0.0,15395.0
Shimane,島根県,142,1,141.0,0.0,0.0,0.0,6498.0
Okayama,岡山県,498,109,310.0,11.0,3.0,68.0,17220.0
Hiroshima,広島県,741,51,685.0,6.0,0.0,1.0,31670.0
Yamaguchi,山口県,352,116,230.0,2.0,2.0,4.0,13795.0
Tokushima,徳島県,179,8,161.0,9.0,2.0,1.0,7742.0
Kagawa,香川県,131,23,106.0,2.0,0.0,0.0,15828.0
Ehime,愛媛県,208,91,111.0,6.0,2.0,0.0,5350.0
Kochi,高知県,146,2,140.0,4.0,0.0,0.0,3718.0
Fukuoka,福岡県,5543,187,5250.0,106.0,3.0,0.0,189891.0
Saga,佐賀県,293,17,277.0,1.0,0.0,2.0,8850.0
Nagasaki,長崎県,254,13,243.0,3.0,0.0,5.0,25747.0
Kumamoto,熊本県,967,75,861.0,12.0,2.0,19.0,22960.0
Oita,大分県,219,55,161.0,3.0,0.0,0.0,25001.0
Miyazaki,宮崎県,428,56,372.0,1.0,0.0,1.0,8918.0
Kagoshima,鹿児島県,592,48,537.0,13.0,0.0,6.0,25683.0
Okinawa,沖縄県,3999,345,3591.0,68.0,2.0,5.0,67432.0
Zenkoku,全国,130768,17878,110821.0,1980.0,,,
